group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
up	GO:0002230	positive regulation of defense response ...	33	10	0.95	1.7e-08	5.85195348837209e-06	BP
up	GO:0002224	toll-like receptor signaling pathway	113	17	3.25	2.1e-08	7.06459090909091e-06	BP
up	GO:0001959	regulation of cytokine-mediated signalin...	100	16	2.88	2.2e-08	7.07921739130435e-06	BP
up	GO:0010467	gene expression	3451	144	99.38	2.2e-08	7.07921739130435e-06	BP
up	GO:0035771	interleukin-4-mediated signaling pathway	19	8	0.55	2.5e-08	7.709375e-06	BP
up	GO:1902214	regulation of interleukin-4-mediated sig...	19	8	0.55	2.5e-08	7.709375e-06	BP
up	GO:0032481	positive regulation of type I interferon...	44	11	1.27	3.1e-08	9.3645306122449e-06	BP
up	GO:0050688	regulation of defense response to virus	90	15	2.59	3.5e-08	1.03614e-05	BP
up	GO:0060331	negative regulation of response to inter...	20	8	0.58	4e-08	1.13861538461538e-05	BP
up	GO:0060336	negative regulation of interferon-gamma-...	20	8	0.58	4e-08	1.13861538461538e-05	BP
up	GO:0002758	innate immune response-activating signal...	91	15	2.62	4.1e-08	1.14506037735849e-05	BP
up	GO:0048522	positive regulation of cellular process	3549	146	102.2	4.4e-08	1.18416e-05	BP
up	GO:0001817	regulation of cytokine production	322	29	9.27	4.4e-08	1.18416e-05	BP
up	GO:0032479	regulation of type I interferon producti...	92	15	2.65	4.8e-08	1.24648421052632e-05	BP
up	GO:0032606	type I interferon production	92	15	2.65	4.8e-08	1.24648421052632e-05	BP
up	GO:0050789	regulation of biological process	6269	221	180.53	7.1e-08	1.81196896551724e-05	BP
up	GO:0051252	regulation of RNA metabolic process	2061	97	59.35	9.4e-08	2.35828474576271e-05	BP
up	GO:0002221	pattern recognition receptor signaling p...	141	18	4.06	1.1e-07	2.7137e-05	BP
up	GO:0001816	cytokine production	357	30	10.28	1.2e-07	2.91186885245902e-05	BP
up	GO:0006955	immune response	1032	59	29.72	1.5e-07	3.46921875e-05	BP
up	GO:0051607	defense response to virus	193	21	5.56	1.5e-07	3.46921875e-05	BP
up	GO:0140546	defense response to symbiont	193	21	5.56	1.5e-07	3.46921875e-05	BP
up	GO:0009615	response to virus	229	23	6.59	1.7e-07	3.87129230769231e-05	BP
up	GO:0002376	immune system process	1656	82	47.69	1.8e-07	4.03690909090909e-05	BP
up	GO:0042532	negative regulation of tyrosine phosphor...	32	9	0.92	1.9e-07	4.19758208955224e-05	BP
up	GO:0071353	cellular response to interleukin-4	42	10	1.21	2.2e-07	4.78888235294118e-05	BP
up	GO:0035458	cellular response to interferon-beta	17	7	0.49	2.3e-07	4.80064864864865e-05	BP
up	GO:0038007	netrin-activated signaling pathway	17	7	0.49	2.3e-07	4.80064864864865e-05	BP
up	GO:2000112	regulation of cellular macromolecule bio...	2188	100	63.01	2.4e-07	4.80064864864865e-05	BP
up	GO:0046426	negative regulation of receptor signalin...	53	11	1.53	2.4e-07	4.80064864864865e-05	BP
up	GO:0050732	negative regulation of peptidyl-tyrosine...	53	11	1.53	2.4e-07	4.80064864864865e-05	BP
up	GO:1904893	negative regulation of receptor signalin...	53	11	1.53	2.4e-07	4.80064864864865e-05	BP
up	GO:0070670	response to interleukin-4	43	10	1.24	2.8e-07	5.45336842105263e-05	BP
up	GO:0006355	regulation of transcription, DNA-templat...	1844	88	53.1	2.8e-07	5.45336842105263e-05	BP
up	GO:0050794	regulation of cellular process	5924	210	170.6	3.3e-07	6.34371428571429e-05	BP
up	GO:0001961	positive regulation of cytokine-mediated...	45	10	1.3	4.4e-07	8.34984615384616e-05	BP
up	GO:0060333	interferon-gamma-mediated signaling path...	57	11	1.64	5.3e-07	9.806325e-05	BP
up	GO:1903506	regulation of nucleic acid-templated tra...	1870	88	53.85	5.3e-07	9.806325e-05	BP
up	GO:0033209	tumor necrosis factor-mediated signaling...	46	10	1.32	5.4e-07	9.868e-05	BP
up	GO:0071345	cellular response to cytokine stimulus	558	38	16.07	5.7e-07	0.000101652289156627	BP
up	GO:2001141	regulation of RNA biosynthetic process	1873	88	53.94	5.7e-07	0.000101652289156627	BP
up	GO:0051091	positive regulation of DNA-binding trans...	176	19	5.07	6.9e-07	0.000121587857142857	BP
up	GO:0065007	biological regulation	6797	231	195.74	7.3e-07	0.00012564488372093	BP
up	GO:0032608	interferon-beta production	37	9	1.07	7.3e-07	0.00012564488372093	BP
up	GO:0031326	regulation of cellular biosynthetic proc...	2370	104	68.25	9.4e-07	0.000158112272727273	BP
up	GO:0002684	positive regulation of immune system pro...	524	36	15.09	9.4e-07	0.000158112272727273	BP
up	GO:0060760	positive regulation of response to cytok...	49	10	1.41	1e-06	0.000166314606741573	BP
up	GO:0002832	negative regulation of response to bioti...	101	14	2.91	1.1e-06	0.000178925274725275	BP
up	GO:0010556	regulation of macromolecule biosynthetic...	2258	100	65.03	1.1e-06	0.000178925274725275	BP
up	GO:0006351	transcription, DNA-templated	1968	90	56.67	1.3e-06	0.000209158695652174	BP
up	GO:0006471	protein ADP-ribosylation	40	9	1.15	1.5e-06	0.00023128125	BP
up	GO:0060330	regulation of response to interferon-gam...	40	9	1.15	1.5e-06	0.00023128125	BP
up	GO:0060334	regulation of interferon-gamma-mediated ...	40	9	1.15	1.5e-06	0.00023128125	BP
up	GO:0002700	regulation of production of molecular me...	104	14	2.99	1.5e-06	0.00023128125	BP
up	GO:0009889	regulation of biosynthetic process	2426	105	69.86	1.6e-06	0.000244156701030928	BP
up	GO:0019219	regulation of nucleobase-containing comp...	2282	100	65.72	1.9e-06	0.000284078787878788	BP
up	GO:0043330	response to exogenous dsRNA	31	8	0.89	1.9e-06	0.000284078787878788	BP
up	GO:0097659	nucleic acid-templated transcription	1985	90	57.16	2e-06	0.00029604	BP
up	GO:0032774	RNA biosynthetic process	1992	90	57.37	2.3e-06	0.000330530097087379	BP
up	GO:0042531	positive regulation of tyrosine phosphor...	42	9	1.21	2.3e-06	0.000330530097087379	BP
up	GO:0051246	regulation of protein metabolic process	1817	84	52.33	2.3e-06	0.000330530097087379	BP
up	GO:0034097	response to cytokine	616	39	17.74	2.5e-06	0.000355817307692308	BP
up	GO:0009605	response to external stimulus	2122	94	61.11	2.9e-06	0.000404960377358491	BP
up	GO:0007166	cell surface receptor signaling pathway	1769	82	50.94	2.9e-06	0.000404960377358491	BP
up	GO:0042509	regulation of tyrosine phosphorylation o...	55	10	1.58	3.1e-06	0.000428842990654206	BP
up	GO:0031047	gene silencing by RNA	177	18	5.1	3.2e-06	0.000438577777777778	BP
up	GO:0045893	positive regulation of transcription, DN...	1002	54	28.86	3.6e-06	0.000488873394495413	BP
up	GO:0007260	tyrosine phosphorylation of STAT protein	56	10	1.61	3.7e-06	0.0004934	BP
up	GO:0050731	positive regulation of peptidyl-tyrosine...	112	14	3.23	3.7e-06	0.0004934	BP
up	GO:0034654	nucleobase-containing compound biosynthe...	2441	104	70.3	4e-06	0.000528642857142857	BP
up	GO:0007249	I-kappaB kinase/NF-kappaB signaling	113	14	3.25	4.1e-06	0.000537063716814159	BP
up	GO:0038095	Fc-epsilon receptor signaling pathway	45	9	1.3	4.3e-06	0.000548694827586207	BP
up	GO:0051254	positive regulation of RNA metabolic pro...	1195	61	34.41	4.3e-06	0.000548694827586207	BP
up	GO:0035666	TRIF-dependent toll-like receptor signal...	10	5	0.29	4.3e-06	0.000548694827586207	BP
up	GO:0045944	positive regulation of transcription by ...	779	45	22.43	4.5e-06	0.000569307692307692	BP
up	GO:0032268	regulation of cellular protein metabolic...	1706	79	49.13	5e-06	0.000627203389830509	BP
up	GO:0046427	positive regulation of receptor signalin...	59	10	1.7	6e-06	0.0007401	BP
up	GO:1904894	positive regulation of receptor signalin...	59	10	1.7	6e-06	0.0007401	BP
up	GO:0016070	RNA metabolic process	2714	112	78.16	6.4e-06	0.000782915702479339	BP
up	GO:0045824	negative regulation of innate immune res...	60	10	1.73	7.1e-06	0.000861427868852459	BP
up	GO:0046425	regulation of receptor signaling pathway...	103	13	2.97	7.5e-06	0.000895282258064516	BP
up	GO:1904892	regulation of receptor signaling pathway...	103	13	2.97	7.5e-06	0.000895282258064516	BP
up	GO:0071360	cellular response to exogenous dsRNA	27	7	0.78	8.3e-06	0.000979029921259843	BP
up	GO:0043170	macromolecule metabolic process	5665	198	163.14	8.4e-06	0.000979029921259843	BP
up	GO:0044260	cellular macromolecule metabolic process	4975	179	143.27	8.4e-06	0.000979029921259843	BP
up	GO:0002764	immune response-regulating signaling pat...	288	23	8.29	9.1e-06	0.0010523296875	BP
up	GO:0002683	negative regulation of immune system pro...	250	21	7.2	1e-05	0.00113861538461538	BP
up	GO:0018130	heterocycle biosynthetic process	2553	106	73.52	1e-05	0.00113861538461538	BP
up	GO:0002777	antimicrobial peptide biosynthetic proce...	19	6	0.55	1.1e-05	0.00121508955223881	BP
up	GO:0002805	regulation of antimicrobial peptide bios...	19	6	0.55	1.1e-05	0.00121508955223881	BP
up	GO:0060761	negative regulation of response to cytok...	63	10	1.81	1.1e-05	0.00121508955223881	BP
up	GO:0002699	positive regulation of immune effector p...	123	14	3.54	1.1e-05	0.00121508955223881	BP
up	GO:1903508	positive regulation of nucleic acid-temp...	1045	54	30.09	1.2e-05	0.00131573333333333	BP
up	GO:1902680	positive regulation of RNA biosynthetic ...	1046	54	30.12	1.3e-05	0.00141489705882353	BP
up	GO:0007259	receptor signaling pathway via JAK-STAT	109	13	3.14	1.4e-05	0.00150165217391304	BP
up	GO:0097696	receptor signaling pathway via STAT	109	13	3.14	1.4e-05	0.00150165217391304	BP
up	GO:0002250	adaptive immune response	143	15	4.12	1.5e-05	0.00158592857142857	BP
up	GO:0090304	nucleic acid metabolic process	3145	124	90.57	1.5e-05	0.00158592857142857	BP
up	GO:0010628	positive regulation of gene expression	1473	69	42.42	1.7e-05	0.00178463829787234	BP
up	GO:0051247	positive regulation of protein metabolic...	1089	55	31.36	1.9e-05	0.00198054929577465	BP
up	GO:0019438	aromatic compound biosynthetic process	2558	105	73.66	2e-05	0.00205583333333333	BP
up	GO:0002756	MyD88-independent toll-like receptor sig...	13	5	0.37	2e-05	0.00205583333333333	BP
up	GO:0045935	positive regulation of nucleobase-contai...	1313	63	37.81	2.1e-05	0.00214373793103448	BP
up	GO:1901362	organic cyclic compound biosynthetic pro...	2661	108	76.63	2.4e-05	0.00241665306122449	BP
up	GO:0031348	negative regulation of defense response	149	15	4.29	2.4e-05	0.00241665306122449	BP
up	GO:0010033	response to organic substance	2172	92	62.55	2.6e-05	0.00258289932885906	BP
up	GO:0050730	regulation of peptidyl-tyrosine phosphor...	150	15	4.32	2.6e-05	0.00258289932885906	BP
up	GO:0048583	regulation of response to stimulus	2578	105	74.24	2.9e-05	0.00286172	BP
up	GO:0002440	production of molecular mediator of immu...	134	14	3.86	3e-05	0.00294079470198676	BP
up	GO:0071356	cellular response to tumor necrosis fact...	86	11	2.48	3.3e-05	0.00321359210526316	BP
up	GO:0007432	salivary gland boundary specification	33	7	0.95	3.4e-05	0.00328933333333333	BP
up	GO:0035194	post-transcriptional gene silencing by R...	154	15	4.43	3.6e-05	0.00346020779220779	BP
up	GO:0071346	cellular response to interferon-gamma	88	11	2.53	4.1e-05	0.00391536774193548	BP
up	GO:1901222	regulation of NIK/NF-kappaB signaling	73	10	2.1	4.2e-05	0.00398515384615385	BP
up	GO:0002252	immune effector process	722	40	20.79	4.3e-05	0.00405405095541401	BP
up	GO:0002757	immune response-activating signal transd...	214	18	6.16	4.4e-05	0.00412207594936709	BP
up	GO:0016441	post-transcriptional gene silencing	157	15	4.52	4.5e-05	0.00418924528301887	BP
up	GO:0034645	cellular macromolecule biosynthetic proc...	2892	114	83.28	4.7e-05	0.00432108074534161	BP
up	GO:0030422	production of siRNA involved in post-tra...	24	6	0.69	4.7e-05	0.00432108074534161	BP
up	GO:0030968	endoplasmic reticulum unfolded protein r...	90	11	2.59	5.1e-05	0.00465988888888889	BP
up	GO:0071310	cellular response to organic substance	1699	75	48.93	5.3e-05	0.00481292024539877	BP
up	GO:0010803	regulation of tumor necrosis factor-medi...	25	6	0.72	6e-05	0.00541536585365854	BP
up	GO:0034620	cellular response to unfolded protein	108	12	3.11	6.1e-05	0.00547225454545455	BP
up	GO:0010557	positive regulation of macromolecule bio...	1219	58	35.1	6.3e-05	0.0056176265060241	BP
up	GO:0001960	negative regulation of cytokine-mediated...	62	9	1.79	6.4e-05	0.00567262275449102	BP
up	GO:0038061	NIK/NF-kappaB signaling	77	10	2.22	6.7e-05	0.00590317857142857	BP
up	GO:0043412	macromolecule modification	2791	110	80.37	7.2e-05	0.0063061775147929	BP
up	GO:0031328	positive regulation of cellular biosynth...	1282	60	36.92	7.4e-05	0.00644322352941177	BP
up	GO:0032270	positive regulation of cellular protein ...	1034	51	29.78	7.7e-05	0.00666522807017544	BP
up	GO:0002460	adaptive immune response based on somati...	128	13	3.69	7.8e-05	0.00667373410404624	BP
up	GO:0035967	cellular response to topologically incor...	128	13	3.69	7.8e-05	0.00667373410404624	BP
up	GO:0034341	response to interferon-gamma	95	11	2.74	8.5e-05	0.00723086206896552	BP
up	GO:0006915	apoptotic process	1289	60	37.12	8.6e-05	0.00727412571428571	BP
up	GO:0006950	response to stress	2867	112	82.56	8.8e-05	0.007401	BP
up	GO:0010118	stomatal movement	17	5	0.49	8.9e-05	0.007401	BP
up	GO:0010119	regulation of stomatal movement	17	5	0.49	8.9e-05	0.007401	BP
up	GO:0071226	cellular response to molecule of fungal ...	4	3	0.12	9.3e-05	0.00769042458100559	BP
up	GO:0050919	negative chemotaxis	52	8	1.5	0.00011	0.00904566666666667	BP
up	GO:0006464	cellular protein modification process	2630	104	75.74	0.00012	0.0096012972972973	BP
up	GO:0036211	protein modification process	2630	104	75.74	0.00012	0.0096012972972973	BP
up	GO:0009059	macromolecule biosynthetic process	2982	115	85.87	0.00012	0.0096012972972973	BP
up	GO:0002807	positive regulation of antimicrobial pep...	10	4	0.29	0.00012	0.0096012972972973	BP
up	GO:0036500	ATF6-mediated unfolded protein response	10	4	0.29	0.00012	0.0096012972972973	BP
