group	kegg.id	kegg.lab	p.geomean	stat.mean	p.val	q.val	set.size	exp1
cApUp	ko04660	T cell receptor signaling pathway	0.0159920442212921	2.17289411688869	0.0159920442212921	0.29459028828696	61	0.0159920442212921
cApUp	ko05132	Salmonella infection	0.0170011584181154	2.13959537020297	0.0170011584181154	0.29752027231702	84	0.0170011584181154
cApUp	ko05231	Choline metabolism in cancer	0.0185627958941265	2.10074855153245	0.0185627958941266	0.309379931568776	94	0.0185627958941266
cApUp	ko04210	Apoptosis	0.0219607785889876	2.02391465134612	0.0219607785889876	0.338181475955543	157	0.0219607785889876
cApUp	ko04662	B cell receptor signaling pathway	0.0228779348901636	2.02453661107116	0.0228779348901636	0.338181475955543	52	0.0228779348901636
cApUp	ko00140	Steroid hormone biosynthesis	0.0231895869226658	2.00901690738882	0.0231895869226658	0.338181475955543	74	0.0231895869226658
cApUp	ko05131	Shigellosis	0.0282763901034594	1.92146629852201	0.0282763901034594	0.388335304786801	78	0.0282763901034594
cApUp	ko04060	Cytokine-cytokine receptor interaction	0.0288477654984481	1.91987945256903	0.0288477654984481	0.388335304786801	59	0.0288477654984481
cApUp	ko05162	Measles	0.0367588256085767	1.79543458312296	0.0367588256085767	0.46119812606574	182	0.0367588256085767
cApUp	ko05203	Viral carcinogenesis	0.0368958500852592	1.79282562669025	0.0368958500852592	0.46119812606574	209	0.0368958500852592
cApUp	ko04659	Th17 cell differentiation	0.0396202442022029	1.77492483812208	0.0396202442022029	0.467446198264796	52	0.0396202442022029
cApUp	ko04141	Protein processing in endoplasmic reticulum	0.0409123209115053	1.74542563206009	0.0409123209115053	0.467446198264796	182	0.0409123209115053
cApUp	ko05161	Hepatitis B	0.0416742438232352	1.73894396271205	0.0416742438232352	0.467446198264796	134	0.0416742438232352
cApUp	ko04950	Maturity onset diabetes of the young	0.044197880296211	1.74084051180418	0.044197880296211	0.467446198264796	34	0.044197880296211
cApUp	ko05164	Influenza A	0.0444094961209498	1.70613370901086	0.0444094961209498	0.467446198264796	202	0.0444094961209498
cApUp	ko05130	Pathogenic Escherichia coli infection	0.0488534903681972	1.66613006644667	0.0488534903681972	0.467446198264796	80	0.0488534903681972
cApUp	ko00830	Retinol metabolism	0.0499358332484693	1.66173120991581	0.0499358332484693	0.467446198264796	49	0.0499358332484693
cApUp	ko05202	Transcriptional misregulation in cancer	0.0502437491308288	1.64810759629091	0.0502437491308289	0.467446198264796	154	0.0502437491308288
cApUp	ko00330	Arginine and proline metabolism	0.0519795481885369	1.63243603672119	0.0519795481885369	0.467446198264796	116	0.0519795481885369
cApUp	ko04722	Neurotrophin signaling pathway	0.0529405396977585	1.62068745965381	0.0529405396977586	0.467446198264796	200	0.0529405396977585
cApUp	ko04917	Prolactin signaling pathway	0.0532985433551999	1.63038447422016	0.0532985433552	0.467446198264796	45	0.0532985433551999
cApUp	ko04010	MAPK signaling pathway	0.0543472111754681	1.60626351857868	0.0543472111754681	0.467446198264796	339	0.0543472111754681
cApUp	ko04530	Tight junction	0.0572644307581854	1.58402173908596	0.0572644307581855	0.467446198264796	125	0.0572644307581854
cApUp	ko04976	Bile secretion	0.0580996839218519	1.57677006192084	0.058099683921852	0.467446198264796	118	0.0580996839218519
cApUp	ko03320	PPAR signaling pathway	0.0590922192491576	1.57552522698067	0.0590922192491576	0.467446198264796	54	0.0590922192491576
cApUp	ko04071	Sphingolipid signaling pathway	0.0615648816374635	1.54895459201638	0.0615648816374635	0.467446198264796	106	0.0615648816374635
cApUp	ko00120	Primary bile acid biosynthesis	0.0626748538837864	1.5558958617064	0.0626748538837864	0.467446198264796	30	0.0626748538837864
cApUp	ko04624	Toll and Imd signaling pathway	0.0647111763485822	1.53316950836922	0.0647111763485822	0.467446198264796	47	0.0647111763485822
cApUp	ko00591	Linoleic acid metabolism	0.0655063845455027	1.53203500849373	0.0655063845455027	0.467446198264796	31	0.0655063845455027
cApUp	ko04320	Dorso-ventral axis formation	0.0665229477261135	1.51593180491025	0.0665229477261135	0.467446198264796	48	0.0665229477261135
cApUp	ko04932	Non-alcoholic fatty liver disease	0.0666368440731237	1.50658424924113	0.0666368440731237	0.467446198264796	132	0.0666368440731237
cApUp	ko03030	DNA replication	0.0668412186235413	1.51157520209522	0.0668412186235413	0.467446198264796	54	0.0668412186235413
cApUp	ko05120	Epithelial cell signaling in Helicobacter pylori infection	0.0681135888900131	1.50197964771665	0.0681135888900131	0.467446198264796	58	0.0681135888900131
cApUp	ko04330	Notch signaling pathway	0.0726458029346009	1.46517767604317	0.0726458029346009	0.488962135136737	66	0.0726458029346009
cApUp	ko05150	Staphylococcus aureus infection	0.0759108421364119	1.45292048893607	0.0759108421364118	0.50129801410838	31	0.0759108421364119
cApUp	ko04933	AGE-RAGE signaling pathway in diabetic complications	0.0818249124995765	1.39992594535088	0.0818249124995765	0.530346655089848	79	0.0818249124995765
cApUp	ko00983	Drug metabolism - other enzymes	0.0834806787619229	1.38872044302017	0.0834806787619229	0.531180253024835	77	0.0834806787619229
cApUp	ko05133	Pertussis	0.085597061686689	1.37070296460533	0.0855970616866891	0.531180253024835	213	0.0855970616866891
cApUp	ko05030	Cocaine addiction	0.088357737278072	1.35970439785273	0.0883577372780721	0.531180253024835	60	0.088357737278072
cApUp	ko01522	Endocrine resistance	0.0889584073718362	1.35308731280731	0.0889584073718362	0.531180253024835	83	0.0889584073718362
cApUp	ko05224	Breast cancer	0.0895418140813294	1.3462499261073	0.0895418140813294	0.531180253024835	178	0.0895418140813294
cApUp	ko04217	Necroptosis	0.0937628932748594	1.31973603746311	0.0937628932748595	0.538386799067813	255	0.0937628932748594
cApUp	ko05031	Amphetamine addiction	0.0938331278375331	1.32204972346544	0.0938331278375331	0.538386799067813	101	0.0938331278375331
cApUp	ko04014	Ras signaling pathway	0.0968523936332093	1.30132364246591	0.0968523936332093	0.540046845286302	270	0.0968523936332093
cApUp	ko04062	Chemokine signaling pathway	0.0980215151909756	1.29854558070567	0.0980215151909756	0.540046845286302	80	0.0980215151909756
cApUp	ko05418	Fluid shear stress and atherosclerosis	0.0987514231380666	1.2920700324792	0.0987514231380666	0.540046845286302	134	0.0987514231380665
cApUp	ko05222	Small cell lung cancer	0.101653239485638	1.27436097284204	0.101653239485638	0.547363597230359	201	0.101653239485638
cApUp	ko01523	Antifolate resistance	0.10673726601622	1.24831189247128	0.10673726601622	0.566030956146619	95	0.10673726601622
cApUp	ko04974	Protein digestion and absorption	0.115310761084398	1.20134418275772	0.115310761084398	0.60236964745581	145	0.115310761084398
cApUp	ko05322	Systemic lupus erythematosus	0.118451928242371	1.1887675015158	0.118451928242371	0.609679042423971	61	0.118451928242371
cApUp	ko05166	Human T-cell leukemia virus 1 infection	0.125264984051813	1.15078363089113	0.125264984051813	0.635402093016445	195	0.125264984051813
cApUp	ko05165	Human papillomavirus infection	0.130833835783842	1.1232534596323	0.130833835783842	0.642469691169231	401	0.130833835783842
cApUp	ko04913	Ovarian steroidogenesis	0.131199821709678	1.12803141797335	0.131199821709678	0.642469691169231	45	0.131199821709678
cApUp	ko00480	Glutathione metabolism	0.136450544856666	1.10044803194166	0.136450544856666	0.642469691169231	76	0.136450544856666
cApUp	ko04350	TGF-beta signaling pathway	0.137481403704048	1.09666264479595	0.137481403704048	0.642469691169231	63	0.137481403704048
cApUp	ko05142	Chagas disease	0.137630922399588	1.09378965915005	0.137630922399588	0.642469691169231	111	0.137630922399588
cApUp	ko04912	GnRH signaling pathway	0.141442073974408	1.07641436753996	0.141442073974408	0.642469691169231	115	0.141442073974408
cApUp	ko04215	Apoptosis - multiple species	0.150141573388507	1.04129647930119	0.150141573388507	0.642469691169231	51	0.150141573388507
cApUp	ko04919	Thyroid hormone signaling pathway	0.151470690482524	1.03196605287157	0.151470690482524	0.642469691169231	154	0.151470690482524
cApUp	ko04972	Pancreatic secretion	0.151950746929356	1.03036817647477	0.151950746929356	0.642469691169231	118	0.151950746929356
cApUp	ko05204	Chemical carcinogenesis - DNA adducts	0.152076268473439	1.03184667156158	0.152076268473439	0.642469691169231	63	0.152076268473439
cApUp	ko05416	Viral myocarditis	0.153146371833441	1.0270134303427	0.153146371833441	0.642469691169231	67	0.153146371833441
cApUp	ko00460	Cyanoamino acid metabolism	0.153853904183536	1.03586285790755	0.153853904183536	0.642469691169231	19	0.153853904183536
cApUp	ko04115	p53 signaling pathway	0.155145479739195	1.0181175607135	0.155145479739195	0.642469691169231	80	0.155145479739195
cApUp	ko04979	Cholesterol metabolism	0.155585033542754	1.01809016978184	0.155585033542755	0.642469691169231	50	0.155585033542755
cApUp	ko05152	Tuberculosis	0.155946636159715	1.01241622483285	0.155946636159715	0.642469691169231	222	0.155946636159715
cApUp	ko05144	Malaria	0.156310096053289	1.01917555717932	0.156310096053289	0.642469691169231	31	0.156310096053289
cApUp	ko00430	Taurine and hypotaurine metabolism	0.159657172455102	1.0066676110426	0.159657172455102	0.642469691169231	25	0.159657172455102
cApUp	ko04926	Relaxin signaling pathway	0.15969960894778	0.997793736614751	0.15969960894778	0.642469691169231	124	0.15969960894778
cApUp	ko00100	Steroid biosynthesis	0.165029375063246	0.98360249089227	0.165029375063246	0.644277436731455	26	0.165029375063246
cApUp	ko04310	Wnt signaling pathway	0.166217455438052	0.970909820155703	0.166217455438052	0.644277436731455	141	0.166217455438052
cApUp	ko04916	Melanogenesis	0.168708567105087	0.961656305109289	0.168708567105087	0.644277436731455	104	0.168708567105087
cApUp	ko04740	Olfactory transduction	0.169332990888061	0.959803096887664	0.169332990888061	0.644277436731455	83	0.169332990888061
cApUp	ko05140	Leishmaniasis	0.169352926226554	0.959068415584899	0.169352926226554	0.644277436731455	100	0.169352926226554
cApUp	ko04626	Plant-pathogen interaction	0.171520822558964	0.955167736597642	0.171520822558964	0.6455084719961	35	0.171520822558964
cApUp	ko05034	Alcoholism	0.173489751540353	0.941921327867609	0.173489751540353	0.645972479139613	155	0.173489751540353
cApUp	ko04610	Complement and coagulation cascades	0.180321977409956	0.91670459736272	0.180321977409956	0.664344127299837	83	0.180321977409956
cApUp	ko04016	MAPK signaling pathway - plant	0.18846514499059	0.889756132925911	0.18846514499059	0.687112507778194	36	0.18846514499059
cApUp	ko00760	Nicotinate and nicotinamide metabolism	0.190511328453971	0.882108846199976	0.190511328453971	0.687412009885463	33	0.190511328453971
cApUp	ko00981	Insect hormone biosynthesis	0.193199268433291	0.883737141853039	0.193199268433291	0.689997387261754	13	0.193199268433291
cApUp	ko00500	Starch and sucrose metabolism	0.196371689645822	0.860213610936894	0.196371689645822	0.69148444170794	36	0.196371689645822
cApUp	ko04664	Fc epsilon RI signaling pathway	0.197723789466123	0.854555654331233	0.197723789466123	0.69148444170794	43	0.197723789466123
cApUp	ko04934	Cushing syndrome	0.199648057980498	0.844138909558448	0.199648057980498	0.69148444170794	155	0.199648057980498
cApUp	ko04910	Insulin signaling pathway	0.202206941260236	0.835149384770431	0.202206941260236	0.69148444170794	136	0.202206941260236
cApUp	ko05221	Acute myeloid leukemia	0.203759923953568	0.832935441307486	0.203759923953568	0.69148444170794	39	0.203759923953568
cApUp	ko04921	Oxytocin signaling pathway	0.205469662678931	0.823357230050035	0.205469662678931	0.69148444170794	156	0.205469662678931
cApUp	ko04520	Adherens junction	0.208580862216749	0.812697384282685	0.208580862216749	0.695269540722495	127	0.208580862216749
cApUp	ko05134	Legionellosis	0.214298240517497	0.79366615731805	0.214298240517497	0.704103695731591	80	0.214298240517497
cApUp	ko05020	Prion disease	0.215254558409372	0.790730153937044	0.215254558409372	0.704103695731591	69	0.215254558409372
cApUp	ko04011	MAPK signaling pathway - yeast	0.222066083760961	0.76870568725765	0.222066083760961	0.713082719696821	45	0.222066083760961
cApUp	ko00950	Isoquinoline alkaloid biosynthesis	0.223336049362292	0.770901731398201	0.223336049362292	0.713082719696821	17	0.223336049362292
cApUp	ko04964	Proximal tubule bicarbonate reclamation	0.225543398558424	0.758692434905707	0.225543398558424	0.713082719696821	31	0.225543398558424
cApUp	ko05217	Basal cell carcinoma	0.226149091103849	0.754133708312539	0.226149091103849	0.713082719696821	59	0.226149091103849
cApUp	ko04666	Fc gamma R-mediated phagocytosis	0.231977513783179	0.7342562112604	0.231977513783179	0.719485746450156	75	0.231977513783179
cApUp	ko04975	Fat digestion and absorption	0.232291112425336	0.734677433173449	0.232291112425336	0.719485746450156	43	0.232291112425336
cApUp	ko05100	Bacterial invasion of epithelial cells	0.23716570816466	0.717239304041771	0.23716570816466	0.728140332084481	77	0.23716570816466
cApUp	ko04962	Vasopressin-regulated water reabsorption	0.241052666391725	0.706859984507539	0.241052666391725	0.733638549887859	36	0.241052666391725
cApUp	ko05220	Chronic myeloid leukemia	0.248537773484103	0.68073941584024	0.248537773484103	0.749898454477897	78	0.248537773484103
cApUp	ko05410	Hypertrophic cardiomyopathy	0.251504025095159	0.671915695346508	0.251504025095159	0.752362468233382	58	0.251504025095159
cApUp	ko04015	Rap1 signaling pathway	0.255894332742091	0.656555297696029	0.255894332742091	0.759008614065524	238	0.255894332742091
cApUp	ko04931	Insulin resistance	0.261748591165922	0.639329611062695	0.261748591165922	0.764080735604934	88	0.261748591165922
cApUp	ko05323	Rheumatoid arthritis	0.266128700080473	0.62762916234194	0.266128700080473	0.764080735604934	41	0.266128700080473
cApUp	ko05412	Arrhythmogenic right ventricular cardiomyopathy	0.267224922251768	0.623998522037487	0.267224922251768	0.764080735604934	40	0.267224922251768
cApUp	ko05206	MicroRNAs in cancer	0.267265966833049	0.621420396202332	0.267265966833049	0.764080735604934	353	0.267265966833049
cApUp	ko04744	Phototransduction	0.268519801369734	0.621796349381634	0.268519801369734	0.764080735604934	27	0.268519801369734
cApUp	ko04725	Cholinergic synapse	0.273922284552124	0.602390329395689	0.273922284552124	0.767057269313452	76	0.273922284552124
cApUp	ko00380	Tryptophan metabolism	0.275750696514457	0.597419728838309	0.275750696514457	0.767057269313452	54	0.275750696514457
cApUp	ko04120	Ubiquitin mediated proteolysis	0.276550293410624	0.593611130085628	0.276550293410624	0.767057269313452	207	0.276550293410624
cApUp	ko01040	Biosynthesis of unsaturated fatty acids	0.278332209150881	0.591965424433284	0.278332209150881	0.767057269313452	25	0.278332209150881
cApUp	ko04927	Cortisol synthesis and secretion	0.281176835667477	0.581213060770373	0.281176835667477	0.768027770148161	59	0.281176835667477
cApUp	ko00592	alpha-Linolenic acid metabolism	0.283073092426037	0.577442079947501	0.283073092426037	0.768027770148161	27	0.283073092426037
cApUp	ko00910	Nitrogen metabolism	0.289148790134066	0.558540475190988	0.289148790134066	0.77847751189941	41	0.289148790134066
cApUp	ko04270	Vascular smooth muscle contraction	0.294063358508398	0.542158487882027	0.294063358508398	0.785665461663659	149	0.294063358508398
cApUp	ko05414	Dilated cardiomyopathy	0.29689236780174	0.534679359489617	0.29689236780174	0.787214611595522	67	0.29689236780174
cApUp	ko05340	Primary immunodeficiency	0.307183900533074	0.508274706113146	0.307183900533074	0.808378685613354	19	0.307183900533074
cApUp	ko00980	Metabolism of xenobiotics by cytochrome P450	0.310387202701351	0.496786185822446	0.310387202701351	0.810712842876664	39	0.310387202701351
cApUp	ko04970	Salivary secretion	0.318932189675738	0.471210187745558	0.318932189675738	0.815048824755812	144	0.318932189675738
cApUp	ko04012	ErbB signaling pathway	0.31940722749049	0.470288314867721	0.31940722749049	0.815048824755812	78	0.31940722749049
cApUp	ko05210	Colorectal cancer	0.324172919505111	0.456922267974847	0.324172919505111	0.815048824755812	82	0.324172919505111
cApUp	ko04977	Vitamin digestion and absorption	0.326235890368401	0.45117870865308	0.326235890368401	0.815048824755812	82	0.326235890368401
cApUp	ko00982	Drug metabolism - cytochrome P450	0.329680630664875	0.442309299915217	0.329680630664875	0.815048824755812	45	0.329680630664875
cApUp	ko00052	Galactose metabolism	0.33158407793207	0.437374174295658	0.33158407793207	0.815048824755812	40	0.33158407793207
cApUp	ko04728	Dopaminergic synapse	0.334467153724219	0.428171016268171	0.334467153724219	0.815048824755812	122	0.334467153724219
cApUp	ko04971	Gastric acid secretion	0.334843981946664	0.427288336762144	0.334843981946664	0.815048824755812	99	0.334843981946664
cApUp	ko05145	Toxoplasmosis	0.336036575512579	0.42375673856048	0.336036575512579	0.815048824755812	143	0.336036575512579
cApUp	ko04745	Phototransduction - fly	0.336976913898672	0.421622641408914	0.336976913898672	0.815048824755812	82	0.336976913898672
cApUp	ko04514	Cell adhesion molecules	0.338251379144937	0.417853856922258	0.338251379144937	0.815048824755812	105	0.338251379144937
cApUp	ko05226	Gastric cancer	0.339991795469568	0.412857856414846	0.339991795469568	0.815048824755812	173	0.339991795469568
cApUp	ko04145	Phagosome	0.356905998852906	0.367123984560439	0.356905998852906	0.849776187745014	137	0.356905998852906
cApUp	ko05214	Glioma	0.363984761691792	0.348598650270688	0.363984761691792	0.856654347730909	77	0.363984761691792
cApUp	ko04150	mTOR signaling pathway	0.367364688832371	0.339190225191709	0.367364688832371	0.856654347730909	137	0.367364688832371
cApUp	ko00270	Cysteine and methionine metabolism	0.36769576170308	0.33863092876063	0.36769576170308	0.856654347730909	83	0.36769576170308
cApUp	ko04137	Mitophagy - animal	0.369585161449621	0.333767776692502	0.369585161449621	0.856654347730909	59	0.369585161449621
cApUp	ko03450	Non-homologous end-joining	0.374915538608576	0.322678346592011	0.374915538608576	0.863292358638168	13	0.374915538608576
cApUp	ko00350	Tyrosine metabolism	0.382889695874327	0.298745278540088	0.382889695874327	0.875891461150422	51	0.382889695874327
cApUp	ko05225	Hepatocellular carcinoma	0.391064591134577	0.276793666658212	0.391064591134577	0.885846186100168	151	0.391064591134577
cApUp	ko00740	Riboflavin metabolism	0.397962738159866	0.260231265554782	0.397962738159866	0.885846186100168	24	0.397962738159866
cApUp	ko04540	Gap junction	0.3989839033141	0.256365134973812	0.3989839033141	0.885846186100168	91	0.3989839033141
cApUp	ko04720	Long-term potentiation	0.399618212650176	0.254840710379003	0.399618212650176	0.885846186100168	80	0.399618212650176
cApUp	ko05014	Amyotrophic lateral sclerosis	0.399896278296647	0.254253137529695	0.399896278296647	0.885846186100168	60	0.399896278296647
cApUp	ko04640	Hematopoietic cell lineage	0.416507215484358	0.211626564155974	0.416507215484358	0.909416690968681	36	0.416507215484358
cApUp	ko04918	Thyroid hormone synthesis	0.42450962226744	0.190977548324738	0.42450962226744	0.909416690968681	46	0.42450962226744
cApUp	ko01524	Platinum drug resistance	0.425526203252906	0.188056602492859	0.425526203252906	0.909416690968681	90	0.425526203252906
cApUp	ko04512	ECM-receptor interaction	0.426870218812305	0.184467808479827	0.426870218812305	0.909416690968681	206	0.426870218812305
cApUp	ko05205	Proteoglycans in cancer	0.430132829434832	0.176137565585836	0.430132829434832	0.909416690968681	245	0.430132829434832
cApUp	ko04611	Platelet activation	0.431493208750386	0.172798469736409	0.431493208750386	0.909416690968681	103	0.431493208750386
cApUp	ko00564	Glycerophospholipid metabolism	0.439282261255383	0.152975467245955	0.439282261255383	0.909416690968681	106	0.439282261255383
cApUp	ko00053	Ascorbate and aldarate metabolism	0.443776015634062	0.142294353864686	0.443776015634062	0.909416690968681	23	0.443776015634062
cApUp	ko03420	Nucleotide excision repair	0.444925197916493	0.138814213484433	0.444925197916493	0.909416690968681	58	0.444925197916493
cApUp	ko04390	Hippo signaling pathway	0.448001104865186	0.130843144179087	0.448001104865186	0.909416690968681	137	0.448001104865186
cApUp	ko04915	Estrogen signaling pathway	0.451742968182215	0.121395609913597	0.451742968182215	0.909416690968681	114	0.451742968182215
cApUp	ko04810	Regulation of actin cytoskeleton	0.452392506982487	0.119691133915602	0.452392506982487	0.909416690968681	218	0.452392506982487
cApUp	ko04614	Renin-angiotensin system	0.453220652715475	0.118158549998857	0.453220652715475	0.909416690968681	25	0.453220652715475
cApUp	ko04550	Signaling pathways regulating pluripotency of stem cells	0.455338830602052	0.112269048127672	0.455338830602052	0.909416690968681	181	0.455338830602052
cApUp	ko00471		0.455520028513378	0.112972792353681	0.455520028513378	0.909416690968681	13	0.455520028513378
cApUp	ko00531	Glycosaminoglycan degradation	0.455788305197199	0.111335600725676	0.455788305197199	0.909416690968681	55	0.455788305197199
cApUp	ko04922	Glucagon signaling pathway	0.458196534504954	0.105146034439468	0.458196534504954	0.909416690968681	95	0.458196534504954
cApUp	ko00360	Phenylalanine metabolism	0.460496274608805	0.0995097480965396	0.460496274608805	0.909416690968681	40	0.460496274608805
cApUp	ko04650	Natural killer cell mediated cytotoxicity	0.460691777849656	0.0990215911791909	0.460691777849656	0.909416690968681	45	0.460691777849656
cApUp	ko03430	Mismatch repair	0.463298897804489	0.0924125221331339	0.463298897804489	0.909416690968681	44	0.463298897804489
cApUp	ko00565	Ether lipid metabolism	0.466846075099778	0.083445632743727	0.466846075099778	0.909416690968681	44	0.466846075099778
cApUp	ko04024	cAMP signaling pathway	0.467700012498179	0.0810834611075289	0.467700012498179	0.909416690968681	343	0.467700012498179
cApUp	ko05211	Renal cell carcinoma	0.47730593209132	0.0570704470678335	0.47730593209132	0.912719347590514	48	0.47730593209132
cApUp	ko04670	Leukocyte transendothelial migration	0.477860027468559	0.0556406790128547	0.477860027468559	0.912719347590514	64	0.477860027468559
cApUp	ko04218	Cellular senescence	0.478545605959306	0.0538680426605751	0.478545605959306	0.912719347590514	119	0.478545605959306
cApUp	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.479829599876156	0.0507650774015231	0.479829599876156	0.912719347590514	40	0.479829599876156
cApUp	ko05215	Prostate cancer	0.497924813227505	0.00520875518885533	0.497924813227505	0.938857312836884	101	0.497924813227505
cApUp	ko05212	Pancreatic cancer	0.503560217837117	-0.00894840501556319	0.503560217837117	0.938857312836884	50	0.503560217837117
cApUp	ko03460	Fanconi anemia pathway	0.503942894671379	-0.00990260136045073	0.503942894671379	0.938857312836884	68	0.503942894671379
cApUp	ko04711	Circadian rhythm - fly	0.505929380167706	-0.0151104558455371	0.505929380167706	0.938857312836884	10	0.505929380167706
cApUp	ko00920	Sulfur metabolism	0.515733245667529	-0.0397664493485197	0.515733245667529	0.938857312836884	19	0.515733245667529
cApUp	ko04212	Longevity regulating pathway - worm	0.515753745146905	-0.0395667668568578	0.515753745146905	0.938857312836884	78	0.515753745146905
cApUp	ko04630	JAK-STAT signaling pathway	0.518960821767772	-0.0476856468385923	0.518960821767772	0.938857312836884	54	0.518960821767772
cApUp	ko05033	Nicotine addiction	0.520655266264332	-0.051957641329676	0.520655266264332	0.938857312836884	42	0.520655266264332
cApUp	ko00940	Phenylpropanoid biosynthesis	0.521551486300503	-0.0546765771278426	0.521551486300503	0.938857312836884	15	0.521551486300503
cApUp	ko00040	Pentose and glucuronate interconversions	0.524048867444159	-0.0606550459292656	0.524048867444159	0.938857312836884	29	0.524048867444159
cApUp	ko00770	Pantothenate and CoA biosynthesis	0.527045218301452	-0.0682006309289125	0.527045218301452	0.938857312836884	29	0.527045218301452
cApUp	ko05146	Amoebiasis	0.527682297325208	-0.0695609585619327	0.527682297325208	0.938857312836884	78	0.527682297325208
cApUp	ko03020	RNA polymerase	0.528442544653904	-0.0715697735761506	0.528442544653904	0.938857312836884	43	0.528442544653904
cApUp	ko03410	Base excision repair	0.531202966761577	-0.0784743703102707	0.531202966761577	0.938995143265414	61	0.531202966761577
cApUp	ko00062	Fatty acid elongation	0.544383977333491	-0.112379439963452	0.544383977333491	0.957105711041644	24	0.544383977333491
cApUp	ko04392	Hippo signaling pathway - multiple species	0.547208843901185	-0.119182953291651	0.547208843901185	0.957105711041644	28	0.547208843901185
cApUp	ko04068	FoxO signaling pathway	0.549652136912487	-0.124993200831825	0.549652136912487	0.957105711041644	86	0.549652136912487
cApUp	ko04371	Apelin signaling pathway	0.555980012561779	-0.141018018301354	0.555980012561779	0.95900050048728	92	0.555980012561779
cApUp	ko05110	Vibrio cholerae infection	0.559527514716271	-0.150207506541792	0.559527514716271	0.95900050048728	45	0.559527514716271
cApUp	ko04966	Collecting duct acid secretion	0.564200068746997	-0.162623283479371	0.564200068746997	0.95900050048728	26	0.564200068746997
cApUp	ko04978	Mineral absorption	0.564347438782145	-0.16280734468424	0.564347438782145	0.95900050048728	35	0.564347438782145
cApUp	ko02010	ABC transporters	0.567655923516619	-0.170659343032349	0.567655923516619	0.95900050048728	96	0.567655923516619
cApUp	ko00521	Streptomycin biosynthesis	0.56825069708475	-0.174368132774936	0.56825069708475	0.95900050048728	12	0.56825069708475
cApUp	ko04151	PI3K-Akt signaling pathway	0.570443997668903	-0.17757100443665	0.570443997668903	0.95900050048728	359	0.570443997668903
cApUp	ko04924	Renin secretion	0.574849629274007	-0.18907866279356	0.574849629274007	0.95900050048728	86	0.574849629274007
cApUp	ko04013	MAPK signaling pathway - fly	0.575636893948281	-0.190877622011426	0.575636893948281	0.95900050048728	186	0.575636893948281
cApUp	ko00511	Other glycan degradation	0.578140301722331	-0.197755024712738	0.578140301722331	0.95900050048728	46	0.578140301722331
cApUp	ko00340	Histidine metabolism	0.581372794697088	-0.205989358618249	0.581372794697088	0.959813576150852	47	0.581372794697088
cApUp	ko04726	Serotonergic synapse	0.590553155324315	-0.229178203125214	0.590553155324315	0.970184537966037	153	0.590553155324315
