group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
up	GO:0044238	primary metabolic process	14245	776	681.49	1.4e-11	2.627975e-08	BP
up	GO:0006807	nitrogen compound metabolic process	13643	749	652.69	1.8e-11	3.0034e-08	BP
up	GO:0006950	response to stress	6819	424	326.22	2.4e-11	3.60408e-08	BP
up	GO:0019730	antimicrobial humoral response	287	43	13.73	2.8e-11	3.82250909090909e-08	BP
up	GO:0045088	regulation of innate immune response	658	72	31.48	4.8e-11	5.08909444444444e-08	BP
up	GO:0002920	regulation of humoral immune response	205	35	9.81	5.1e-11	5.08909444444444e-08	BP
up	GO:0098586	cellular response to virus	93	23	4.45	5.1e-11	5.08909444444444e-08	BP
up	GO:0031347	regulation of defense response	1167	107	55.83	5.4e-11	5.08909444444444e-08	BP
up	GO:0010033	response to organic substance	5424	350	259.49	5.6e-11	5.08909444444444e-08	BP
up	GO:0002760	positive regulation of antimicrobial hum...	128	27	6.12	5.9e-11	5.08909444444444e-08	BP
up	GO:0080090	regulation of primary metabolic process	8117	487	388.32	6.1e-11	5.08909444444444e-08	BP
up	GO:0016567	protein ubiquitination	1203	109	57.55	7.2e-11	5.69065263157895e-08	BP
up	GO:0000209	protein polyubiquitination	550	63	26.31	1.2e-10	9.0102e-08	BP
up	GO:0002224	toll-like receptor signaling pathway	291	42	13.92	1.6e-10	1.14415238095238e-07	BP
up	GO:0071345	cellular response to cytokine stimulus	1523	128	72.86	2e-10	1.36518181818182e-07	BP
up	GO:0080134	regulation of response to stress	2492	186	119.22	2.4e-10	1.56699130434783e-07	BP
up	GO:0070936	protein K48-linked ubiquitination	167	30	7.99	3.4e-10	2.12740833333333e-07	BP
up	GO:0002758	innate immune response-activating signal...	280	40	13.4	6e-10	3.50396666666667e-07	BP
up	GO:0051707	response to other organism	2366	177	113.19	6.1e-10	3.50396666666667e-07	BP
up	GO:0043207	response to external biotic stimulus	2367	177	113.24	6.3e-10	3.50396666666667e-07	BP
up	GO:0044237	cellular metabolic process	14640	785	700.38	7e-10	3.72835862068966e-07	BP
up	GO:0071704	organic substance metabolic process	14941	798	714.78	7.2e-10	3.72835862068966e-07	BP
up	GO:0034976	response to endoplasmic reticulum stress	549	61	26.26	8.3e-10	4.15470333333333e-07	BP
up	GO:0002833	positive regulation of response to bioti...	604	65	28.9	8.6e-10	4.1660064516129e-07	BP
up	GO:0032101	regulation of response to external stimu...	1838	145	87.93	9.2e-10	4.3173875e-07	BP
up	GO:0008152	metabolic process	15445	819	738.89	9.9e-10	4.41676470588235e-07	BP
up	GO:0032103	positive regulation of response to exter...	983	91	47.03	1e-09	4.41676470588235e-07	BP
up	GO:0006959	humoral immune response	409	50	19.57	1.2e-09	5.00566666666667e-07	BP
up	GO:0002225	positive regulation of antimicrobial pep...	126	25	6.03	1.2e-09	5.00566666666667e-07	BP
up	GO:0002922	positive regulation of humoral immune re...	156	28	7.46	1.3e-09	5.27624324324324e-07	BP
up	GO:1901564	organonitrogen compound metabolic proces...	10745	606	514.04	1.6e-09	6.32294736842105e-07	BP
up	GO:0051607	defense response to virus	482	55	23.06	2.2e-09	8.22359523809524e-07	BP
up	GO:0140546	defense response to symbiont	482	55	23.06	2.2e-09	8.22359523809524e-07	BP
up	GO:1901565	organonitrogen compound catabolic proces...	2511	183	120.13	2.3e-09	8.22359523809524e-07	BP
up	GO:0098542	defense response to other organism	1847	144	88.36	2.3e-09	8.22359523809524e-07	BP
up	GO:0002784	regulation of antimicrobial peptide prod...	150	27	7.18	2.5e-09	8.67648888888889e-07	BP
up	GO:0002218	activation of innate immune response	306	41	14.64	2.6e-09	8.67648888888889e-07	BP
up	GO:0051171	regulation of nitrogen compound metaboli...	7718	458	369.23	2.6e-09	8.67648888888889e-07	BP
up	GO:0002764	immune response-regulating signaling pat...	808	78	38.65	2.7e-09	8.81432608695652e-07	BP
up	GO:0002221	pattern recognition receptor signaling p...	382	47	18.27	3e-09	9.58531914893617e-07	BP
up	GO:1900150	regulation of defense response to fungus	35	13	1.67	3.5e-09	1.09498958333333e-06	BP
up	GO:0009607	response to biotic stimulus	2456	179	117.5	3.6e-09	1.10328979591837e-06	BP
up	GO:0002775	antimicrobial peptide production	153	27	7.32	3.9e-09	1.171326e-06	BP
up	GO:0050776	regulation of immune response	1248	106	59.7	5e-09	1.47225490196078e-06	BP
up	GO:0009889	regulation of biosynthetic process	5604	349	268.1	5.2e-09	1.5017e-06	BP
up	GO:0006952	defense response	2561	184	122.52	6.1e-09	1.72837169811321e-06	BP
up	GO:0051865	protein autoubiquitination	189	30	9.04	7.1e-09	1.97445740740741e-06	BP
up	GO:0031349	positive regulation of defense response	716	70	34.25	1.1e-08	3.0034e-06	BP
up	GO:0019222	regulation of metabolic process	9185	526	439.41	1.2e-08	3.21792857142857e-06	BP
up	GO:0044249	cellular biosynthetic process	8387	487	401.24	1.3e-08	3.4249298245614e-06	BP
up	GO:0034340	response to type I interferon	85	19	4.07	1.5e-08	3.75425e-06	BP
up	GO:0034612	response to tumor necrosis factor	415	48	19.85	1.5e-08	3.75425e-06	BP
up	GO:0031323	regulation of cellular metabolic process	8296	482	396.88	1.5e-08	3.75425e-06	BP
up	GO:0061844	antimicrobial humoral immune response me...	163	27	7.8	1.6e-08	3.93888524590164e-06	BP
up	GO:0007249	I-kappaB kinase/NF-kappaB signaling	327	41	15.64	1.8e-08	4.35977419354839e-06	BP
up	GO:0035966	response to topologically incorrect prot...	315	40	15.07	1.9e-08	4.52893650793651e-06	BP
up	GO:0009617	response to bacterium	1315	108	62.91	2.1e-08	4.85164615384615e-06	BP
up	GO:0071347	cellular response to interleukin-1	198	30	9.47	2.1e-08	4.85164615384615e-06	BP
up	GO:0043170	macromolecule metabolic process	12526	682	599.25	2.3e-08	5.23319696969697e-06	BP
up	GO:0071356	cellular response to tumor necrosis fact...	383	45	18.32	2.7e-08	6.05162686567164e-06	BP
up	GO:0006954	inflammatory response	807	75	38.61	2.8e-08	6.18347058823529e-06	BP
up	GO:0010955	negative regulation of protein processin...	107	21	5.12	3e-08	6.43585714285714e-06	BP
up	GO:1903318	negative regulation of protein maturatio...	107	21	5.12	3e-08	6.43585714285714e-06	BP
up	GO:0035666	TRIF-dependent toll-like receptor signal...	41	13	1.96	3.2e-08	6.76822535211268e-06	BP
up	GO:0031326	regulation of cellular biosynthetic proc...	5466	337	261.5	3.6e-08	7.5085e-06	BP
up	GO:0044257	cellular protein catabolic process	1443	115	69.03	3.7e-08	7.61135616438356e-06	BP
up	GO:0044419	biological process involved in interspec...	2878	198	137.68	4.2e-08	8.52316216216216e-06	BP
up	GO:0002697	regulation of immune effector process	671	65	32.1	5.3e-08	1.04723815789474e-05	BP
up	GO:0006955	immune response	2851	196	136.39	5.3e-08	1.04723815789474e-05	BP
up	GO:0038061	NIK/NF-kappaB signaling	218	31	10.43	5.6e-08	1.09214545454545e-05	BP
up	GO:0019732	antifungal humoral response	14	8	0.67	6.2e-08	1.19365897435897e-05	BP
up	GO:0070555	response to interleukin-1	243	33	11.63	6.5e-08	1.22360740740741e-05	BP
up	GO:0044265	cellular macromolecule catabolic process	2084	152	99.7	6.6e-08	1.22360740740741e-05	BP
up	GO:0043066	negative regulation of apoptotic process	1692	129	80.95	6.6e-08	1.22360740740741e-05	BP
up	GO:0051603	proteolysis involved in cellular protein...	1346	108	64.39	7.1e-08	1.30025243902439e-05	BP
up	GO:1901576	organic substance biosynthetic process	8509	488	407.07	7.6e-08	1.37505060240964e-05	BP
up	GO:0071310	cellular response to organic substance	4497	284	215.14	8.9e-08	1.5910869047619e-05	BP
up	GO:0002777	antimicrobial peptide biosynthetic proce...	114	21	5.45	9.5e-08	1.65885465116279e-05	BP
up	GO:0002805	regulation of antimicrobial peptide bios...	114	21	5.45	9.5e-08	1.65885465116279e-05	BP
up	GO:0060337	type I interferon signaling pathway	60	15	2.87	1e-07	1.68730337078652e-05	BP
up	GO:0071357	cellular response to type I interferon	60	15	2.87	1e-07	1.68730337078652e-05	BP
up	GO:0033209	tumor necrosis factor-mediated signaling...	178	27	8.52	1e-07	1.68730337078652e-05	BP
up	GO:0030163	protein catabolic process	1707	129	81.66	1.1e-07	1.83541111111111e-05	BP
up	GO:0009058	biosynthetic process	8615	492	412.14	1.2e-07	1.93767741935484e-05	BP
up	GO:0043604	amide biosynthetic process	1542	119	73.77	1.2e-07	1.93767741935484e-05	BP
up	GO:0097341	zymogen inhibition	87	18	4.16	1.2e-07	1.93767741935484e-05	BP
up	GO:0002807	positive regulation of antimicrobial pep...	98	19	4.69	1.7e-07	2.71584042553191e-05	BP
up	GO:0006508	proteolysis	2687	184	128.55	2e-07	3.16147368421053e-05	BP
up	GO:0034620	cellular response to unfolded protein	255	33	12.2	2.1e-07	3.25110309278351e-05	BP
up	GO:0043069	negative regulation of programmed cell d...	1727	129	82.62	2.1e-07	3.25110309278351e-05	BP
up	GO:0043632	modification-dependent macromolecule cat...	1140	93	54.54	3e-07	4.5051e-05	BP
up	GO:0006986	response to unfolded protein	284	35	13.59	3e-07	4.5051e-05	BP
up	GO:0035967	cellular response to topologically incor...	284	35	13.59	3e-07	4.5051e-05	BP
up	GO:0044260	cellular macromolecule metabolic process	11076	607	529.88	3.3e-07	4.90654455445545e-05	BP
up	GO:0051246	regulation of protein metabolic process	4811	297	230.16	3.5e-07	5.14868571428572e-05	BP
up	GO:0002781	antifungal peptide production	12	7	0.57	3.6e-07	5.14868571428572e-05	BP
up	GO:0002788	regulation of antifungal peptide product...	12	7	0.57	3.6e-07	5.14868571428572e-05	BP
up	GO:0002804	positive regulation of antifungal peptid...	12	7	0.57	3.6e-07	5.14868571428572e-05	BP
up	GO:0060759	regulation of response to cytokine stimu...	237	31	11.34	3.8e-07	5.33314018691589e-05	BP
up	GO:0033554	cellular response to stress	3869	247	185.09	3.8e-07	5.33314018691589e-05	BP
up	GO:0002700	regulation of production of molecular me...	327	38	15.64	4.2e-07	5.76545535714286e-05	BP
up	GO:0045087	innate immune response	1231	98	58.89	4.3e-07	5.76545535714286e-05	BP
up	GO:0002756	MyD88-independent toll-like receptor sig...	50	13	2.39	4.3e-07	5.76545535714286e-05	BP
up	GO:0030970	retrograde protein transport, ER to cyto...	50	13	2.39	4.3e-07	5.76545535714286e-05	BP
up	GO:1903513	endoplasmic reticulum to cytosol transpo...	50	13	2.39	4.3e-07	5.76545535714286e-05	BP
up	GO:0019941	modification-dependent protein catabolic...	1120	91	53.58	4.8e-07	6.37890265486726e-05	BP
up	GO:0009056	catabolic process	4486	279	214.61	5e-07	6.58640350877193e-05	BP
up	GO:0034641	cellular nitrogen compound metabolic pro...	8870	500	424.34	5.2e-07	6.79029565217391e-05	BP
up	GO:0044271	cellular nitrogen compound biosynthetic ...	6553	385	313.5	5.6e-07	7.24958620689655e-05	BP
up	GO:0060255	regulation of macromolecule metabolic pr...	8385	476	401.14	5.7e-07	7.31597435897436e-05	BP
up	GO:0010556	regulation of macromolecule biosynthetic...	5114	311	244.66	6.6e-07	8.39933898305085e-05	BP
up	GO:0036503	ERAD pathway	161	24	7.7	7.3e-07	9.21210924369748e-05	BP
up	GO:0006511	ubiquitin-dependent protein catabolic pr...	1116	90	53.39	7.6e-07	9.51076666666667e-05	BP
up	GO:0060548	negative regulation of cell death	1995	142	95.44	7.9e-07	9.80448760330578e-05	BP
up	GO:0070887	cellular response to chemical stimulus	5398	325	258.24	8.4e-07	0.00010091424	BP
up	GO:0070498	interleukin-1-mediated signaling pathway	79	16	3.78	8.4e-07	0.00010091424	BP
up	GO:0097340	inhibition of cysteine-type endopeptidas...	79	16	3.78	8.4e-07	0.00010091424	BP
up	GO:1990001	inhibition of cysteine-type endopeptidas...	79	16	3.78	8.4e-07	0.00010091424	BP
up	GO:0043043	peptide biosynthetic process	1284	100	61.43	8.9e-07	0.00010607246031746	BP
up	GO:0002702	positive regulation of production of mol...	260	32	12.44	9.8e-07	0.000115879212598425	BP
up	GO:0050778	positive regulation of immune response	969	80	46.36	1.3e-06	0.00015251640625	BP
up	GO:0044248	cellular catabolic process	4106	256	196.43	1.5e-06	0.000174616279069767	BP
up	GO:0010468	regulation of gene expression	6297	369	301.25	1.6e-06	0.000183413740458015	BP
up	GO:0008219	cell death	4070	254	194.71	1.6e-06	0.000183413740458015	BP
up	GO:0034248	regulation of cellular amide metabolic p...	1058	85	50.62	1.8e-06	0.000204777272727273	BP
up	GO:0008063	Toll signaling pathway	48	12	2.3	1.9e-06	0.000214528571428571	BP
up	GO:0006915	apoptotic process	3335	214	159.55	2.1e-06	0.000235341044776119	BP
up	GO:0001817	regulation of cytokine production	966	79	46.21	2.2e-06	0.000244721481481482	BP
up	GO:0070613	regulation of protein processing	195	26	9.33	2.3e-06	0.000253963970588235	BP
up	GO:0030968	endoplasmic reticulum unfolded protein r...	233	29	11.15	2.5e-06	0.000272047101449275	BP
up	GO:1903317	regulation of protein maturation	196	26	9.38	2.5e-06	0.000272047101449275	BP
up	GO:0002237	response to molecule of bacterial origin	596	55	28.51	2.6e-06	0.000278887142857143	BP
up	GO:0009891	positive regulation of biosynthetic proc...	3233	208	154.67	2.6e-06	0.000278887142857143	BP
up	GO:0031328	positive regulation of cellular biosynth...	3182	205	152.23	2.8e-06	0.000298209929078014	BP
up	GO:0032496	response to lipopolysaccharide	569	53	27.22	3e-06	0.000317260563380282	BP
up	GO:0001959	regulation of cytokine-mediated signalin...	223	28	10.67	3.1e-06	0.000325543356643357	BP
up	GO:0061077	chaperone-mediated protein folding	97	17	4.64	3.2e-06	0.000331409655172414	BP
up	GO:0044267	cellular protein metabolic process	8149	459	389.85	3.2e-06	0.000331409655172414	BP
up	GO:1901698	response to nitrogen compound	2387	161	114.19	3.4e-06	0.00034971095890411	BP
up	GO:0012501	programmed cell death	3584	226	171.46	3.6e-06	0.000367763265306122	BP
up	GO:0043123	positive regulation of I-kappaB kinase/N...	176	24	8.42	3.7e-06	0.000372905369127517	BP
up	GO:1901222	regulation of NIK/NF-kappaB signaling	188	25	8.99	3.7e-06	0.000372905369127517	BP
up	GO:0071402	cellular response to lipoprotein particl...	51	12	2.44	3.8e-06	0.000380430666666667	BP
up	GO:0019538	protein metabolic process	8860	493	423.87	4e-06	0.000397801324503311	BP
up	GO:0030433	ubiquitin-dependent ERAD pathway	131	20	6.27	4.2e-06	0.00041223137254902	BP
up	GO:1905952	regulation of lipid localization	387	40	18.51	4.2e-06	0.00041223137254902	BP
up	GO:0045089	positive regulation of innate immune res...	473	46	22.63	4.3e-06	0.000419305844155844	BP
up	GO:0042981	regulation of apoptotic process	2779	182	132.95	4.4e-06	0.000426289032258065	BP
up	GO:0002440	production of molecular mediator of immu...	402	41	19.23	4.5e-06	0.000433182692307692	BP
up	GO:0001816	cytokine production	1034	82	49.47	4.6e-06	0.000439988535031847	BP
up	GO:0043067	regulation of programmed cell death	2892	188	138.35	4.7e-06	0.000443898742138365	BP
up	GO:0009893	positive regulation of metabolic process	5929	347	283.65	4.7e-06	0.000443898742138365	BP
up	GO:0010467	gene expression	7506	426	359.09	4.8e-06	0.00045051	BP
up	GO:0010883	regulation of lipid storage	167	23	7.99	4.9e-06	0.000457039130434783	BP
up	GO:0010941	regulation of cell death	3377	214	161.56	5.1e-06	0.000461365662650603	BP
up	GO:0002778	antibacterial peptide production	90	16	4.31	5.1e-06	0.000461365662650603	BP
up	GO:0002780	antibacterial peptide biosynthetic proce...	90	16	4.31	5.1e-06	0.000461365662650603	BP
up	GO:0002786	regulation of antibacterial peptide prod...	90	16	4.31	5.1e-06	0.000461365662650603	BP
up	GO:0002808	regulation of antibacterial peptide bios...	90	16	4.31	5.1e-06	0.000461365662650603	BP
up	GO:0002252	immune effector process	2136	146	102.19	5.2e-06	0.000467595209580838	BP
up	GO:0043281	regulation of cysteine-type endopeptidas...	419	42	20.05	5.3e-06	0.000473750595238095	BP
up	GO:0071219	cellular response to molecule of bacteri...	323	35	15.45	5.9e-06	0.000524262130177515	BP
up	GO:0033993	response to lipid	1914	133	91.57	6.4e-06	0.000565345882352941	BP
up	GO:0002757	immune response-activating signal transd...	615	55	29.42	6.5e-06	0.000570821637426901	BP
up	GO:0006464	cellular protein modification process	6485	374	310.24	6.6e-06	0.00057290289017341	BP
up	GO:0036211	protein modification process	6485	374	310.24	6.6e-06	0.00057290289017341	BP
up	GO:0006723	cuticle hydrocarbon biosynthetic process	17	7	0.81	7.2e-06	0.000614331818181818	BP
up	GO:0120251	hydrocarbon biosynthetic process	17	7	0.81	7.2e-06	0.000614331818181818	BP
up	GO:0002684	positive regulation of immune system pro...	1313	98	62.81	7.2e-06	0.000614331818181818	BP
up	GO:0010874	regulation of cholesterol efflux	30	9	1.44	7.3e-06	0.000619345197740113	BP
up	GO:0032268	regulation of cellular protein metabolic...	4534	274	216.91	7.4e-06	0.000624302247191011	BP
up	GO:0071222	cellular response to lipopolysaccharide	313	34	14.97	7.6e-06	0.000637593296089385	BP
up	GO:0034250	positive regulation of cellular amide me...	457	44	21.86	8.9e-06	0.000742507222222222	BP
up	GO:1901575	organic substance catabolic process	3858	238	184.57	9e-06	0.000746701657458564	BP
up	GO:0032527	protein exit from endoplasmic reticulum	65	13	3.11	1e-05	0.00082510989010989	BP
up	GO:0061057	peptidoglycan recognition protein signal...	96	16	4.59	1.2e-05	0.000968838709677419	BP
up	GO:0002783	antifungal peptide biosynthetic process	8	5	0.38	1.2e-05	0.000968838709677419	BP
up	GO:0002810	regulation of antifungal peptide biosynt...	8	5	0.38	1.2e-05	0.000968838709677419	BP
up	GO:0006967	positive regulation of antifungal peptid...	8	5	0.38	1.2e-05	0.000968838709677419	BP
up	GO:0010803	regulation of tumor necrosis factor-medi...	107	17	5.12	1.3e-05	0.00103840957446809	BP
up	GO:0043412	macromolecule modification	6769	386	323.83	1.3e-05	0.00103840957446809	BP
up	GO:0050688	regulation of defense response to virus	254	29	12.15	1.4e-05	0.00108931606217617	BP
up	GO:0009057	macromolecule catabolic process	2538	166	121.42	1.4e-05	0.00108931606217617	BP
up	GO:0055094	response to lipoprotein particle	40	10	1.91	1.4e-05	0.00108931606217617	BP
up	GO:2000112	regulation of cellular macromolecule bio...	4958	294	237.19	1.4e-05	0.00108931606217617	BP
up	GO:0010243	response to organonitrogen compound	2249	150	107.59	1.4e-05	0.00108931606217617	BP
up	GO:0043603	cellular amide metabolic process	2107	142	100.8	1.5e-05	0.00114342639593909	BP
up	GO:0033762	response to glucagon	77	14	3.68	1.5e-05	0.00114342639593909	BP
up	GO:0010498	proteasomal protein catabolic process	871	70	41.67	1.5e-05	0.00114342639593909	BP
up	GO:0002682	regulation of immune system process	2073	140	99.17	1.5e-05	0.00114342639593909	BP
up	GO:0036498	IRE1-mediated unfolded protein response	120	18	5.74	1.6e-05	0.00120739698492462	BP
up	GO:0002753	cytoplasmic pattern recognition receptor...	167	22	7.99	1.6e-05	0.00120739698492462	BP
up	GO:0002803	positive regulation of antibacterial pep...	88	15	4.21	1.7e-05	0.00127009452736318	BP
up	GO:0006963	positive regulation of antibacterial pep...	88	15	4.21	1.7e-05	0.00127009452736318	BP
up	GO:0031325	positive regulation of cellular metaboli...	5345	313	255.71	1.8e-05	0.00133155665024631	BP
up	GO:0019731	antibacterial humoral response	110	17	5.26	1.8e-05	0.00133155665024631	BP
