group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
down	GO:0032300	mismatch repair complex	16	10	2.61	4e-05	0.00210788235294118	CC
down	GO:0031461	cullin-RING ubiquitin ligase complex	233	62	37.99	4.1e-05	0.00210788235294118	CC
down	GO:0005701	polytene chromosome chromocenter	17	10	2.77	8.4e-05	0.0041952	CC
down	GO:0000151	ubiquitin ligase complex	413	97	67.34	8.9e-05	0.00429913513513514	CC
down	GO:0005730	nucleolus	1367	274	222.88	9.1e-05	0.00429913513513514	CC
down	GO:0031981	nuclear lumen	6326	1124	1031.43	9.4e-05	0.004324	CC
down	GO:0000781	chromosome, telomeric region	132	39	21.52	9.9e-05	0.00443723076923077	CC
down	GO:0033553	rDNA heterochromatin	5	5	0.82	0.00011	0.004807	CC
down	GO:0000228	nuclear chromosome	876	182	142.83	0.00022	0.00937951219512195	CC
down	GO:1902494	catalytic complex	2257	426	367.99	0.00032	0.01311	CC
down	GO:0000315	organellar large ribosomal subunit	60	21	9.78	0.00033	0.01311	CC
down	GO:0005762	mitochondrial large ribosomal subunit	60	21	9.78	0.00033	0.01311	CC
down	GO:0042575	DNA polymerase complex	26	12	4.24	0.00035	0.0135955555555556	CC
down	GO:0005747	mitochondrial respiratory chain complex ...	37	15	6.03	0.00038	0.0138383333333333	CC
down	GO:0030964	NADH dehydrogenase complex	37	15	6.03	0.00038	0.0138383333333333	CC
down	GO:0045271	respiratory chain complex I	37	15	6.03	0.00038	0.0138383333333333	CC
down	GO:0031261	DNA replication preinitiation complex	8	6	1.3	0.00039	0.0139126530612245	CC
down	GO:0010369	chromocenter	30	13	4.89	0.00043	0.0150328	CC
down	GO:0005779	integral component of peroxisomal membra...	20	10	3.26	5e-04	0.0171372549019608	CC
down	GO:0005694	chromosome	1676	322	273.26	0.00055	0.0181396226415094	CC
down	GO:0031390	Ctf18 RFC-like complex	11	7	1.79	0.00055	0.0181396226415094	CC
down	GO:0002199	zona pellucida receptor complex	6	5	0.98	6e-04	0.0194222222222222	CC
down	GO:0042175	nuclear outer membrane-endoplasmic retic...	1280	251	208.7	0.00069	0.0203455737704918	CC
down	GO:0000782	telomere cap complex	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:0000783	nuclear telomere cap complex	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:0005662	DNA replication factor A complex	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:0034066	Ric1-Rgp1 guanyl-nucleotide exchange fac...	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:0071942	XPC complex	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:0140445	chromosome, telomeric repeat region	4	4	0.65	0.00071	0.0203455737704918	CC
down	GO:1904813	ficolin-1-rich granule lumen	233	57	37.99	0.00084	0.0236825806451613	CC
down	GO:0005654	nucleoplasm	5544	976	903.92	0.00126	0.03496	CC
down	GO:0032993	protein-DNA complex	169	43	27.55	0.00152	0.041515	CC
down	GO:0005677	chromatin silencing complex	7	5	1.14	0.0018	0.0476727272727273	CC
down	GO:0008622	epsilon DNA polymerase complex	7	5	1.14	0.0018	0.0476727272727273	CC
down	GO:0071541	eukaryotic translation initiation factor...	16	8	2.61	0.00185	0.0482656716417911	CC
down	GO:0006259	DNA metabolic process	1458	391	235.38	3.9e-27	5.85663e-23	BP
down	GO:0034641	cellular nitrogen compound metabolic pro...	8870	1693	1432	4.3e-23	3.228655e-19	BP
down	GO:0044237	cellular metabolic process	14640	2599	2363.53	1.1e-22	5.50623333333333e-19	BP
down	GO:0008152	metabolic process	15445	2709	2493.49	7.2e-21	2.70306e-17	BP
down	GO:0000723	telomere maintenance	217	90	35.03	4e-19	1.20136e-15	BP
down	GO:0032200	telomere organization	218	90	35.19	5.7e-19	1.25767375e-15	BP
down	GO:0006261	DNA-templated DNA replication	267	103	43.11	6.1e-19	1.25767375e-15	BP
down	GO:0006260	DNA replication	454	149	73.3	6.7e-19	1.25767375e-15	BP
down	GO:0044238	primary metabolic process	14245	2511	2299.76	6.1e-18	1.01781888888889e-14	BP
down	GO:0046483	heterocycle metabolic process	7984	1512	1288.96	7.8e-18	1.171326e-14	BP
down	GO:0071704	organic substance metabolic process	14941	2614	2412.12	1.6e-17	2.18429090909091e-14	BP
down	GO:0006139	nucleobase-containing compound metabolic...	7624	1443	1230.84	1.5e-16	1.84824615384615e-13	BP
down	GO:0044786	cell cycle DNA replication	110	55	17.76	1.6e-16	1.84824615384615e-13	BP
down	GO:1901360	organic cyclic compound metabolic proces...	8421	1574	1359.51	2.1e-16	2.25255e-13	BP
down	GO:0006807	nitrogen compound metabolic process	13643	2408	2202.57	2.3e-16	2.30260666666667e-13	BP
down	GO:0006725	cellular aromatic compound metabolic pro...	8055	1512	1300.43	3.4e-16	3.1911125e-13	BP
down	GO:0051052	regulation of DNA metabolic process	599	174	96.7	6.5e-16	5.74179411764706e-13	BP
down	GO:0006281	DNA repair	774	206	124.96	3.1e-14	2.58626111111111e-11	BP
down	GO:0019752	carboxylic acid metabolic process	1767	399	285.27	1.1e-13	8.69405263157895e-11	BP
down	GO:0006289	nucleotide-excision repair	151	62	24.38	2.2e-13	1.65187e-10	BP
down	GO:1901576	organic substance biosynthetic process	8509	1564	1373.72	2.9e-13	2.07377619047619e-10	BP
down	GO:0009058	biosynthetic process	8615	1578	1390.83	7.5e-13	5.11943181818182e-10	BP
down	GO:0044282	small molecule catabolic process	790	204	127.54	9.7e-13	6.33325652173913e-10	BP
down	GO:0044249	cellular biosynthetic process	8387	1539	1354.02	1.1e-12	6.88279166666667e-10	BP
down	GO:0033260	nuclear DNA replication	64	35	10.33	1.7e-12	1.021156e-09	BP
down	GO:0006082	organic acid metabolic process	1946	426	314.17	2e-12	1.15515384615385e-09	BP
down	GO:0032787	monocarboxylic acid metabolic process	1047	254	169.03	2.5e-12	1.39046296296296e-09	BP
down	GO:0043436	oxoacid metabolic process	1931	421	311.75	5e-12	2.68160714285714e-09	BP
down	GO:0044281	small molecule metabolic process	3765	748	607.83	1.2e-11	6.21393103448276e-09	BP
down	GO:0016054	organic acid catabolic process	529	144	85.4	4.4e-11	2.13144516129032e-08	BP
down	GO:0046395	carboxylic acid catabolic process	529	144	85.4	4.4e-11	2.13144516129032e-08	BP
down	GO:0071897	DNA biosynthetic process	310	96	50.05	4.8e-11	2.22979696969697e-08	BP
down	GO:0032204	regulation of telomere maintenance	122	50	19.7	4.9e-11	2.22979696969697e-08	BP
down	GO:0090304	nucleic acid metabolic process	6418	1195	1036.14	9.1e-11	4.01925588235294e-08	BP
down	GO:0006749	glutathione metabolic process	106	45	17.11	1.1e-10	4.71962857142857e-08	BP
down	GO:0006081	cellular aldehyde metabolic process	116	47	18.73	2.9e-10	1.20970277777778e-07	BP
down	GO:0022616	DNA strand elongation	46	26	7.43	4.7e-10	1.90756486486486e-07	BP
down	GO:0006271	DNA strand elongation involved in DNA re...	35	22	5.65	6e-10	2.37110526315789e-07	BP
down	GO:0051053	negative regulation of DNA metabolic pro...	202	68	32.61	6.5e-10	2.50283333333333e-07	BP
down	GO:0090305	nucleic acid phosphodiester bond hydroly...	432	119	69.74	9.9e-10	3.7167075e-07	BP
down	GO:0006974	cellular response to DNA damage stimulus	1327	294	214.24	2.1e-09	7.69163414634146e-07	BP
down	GO:0051276	chromosome organization	2112	438	340.97	2.6e-09	9.2962380952381e-07	BP
down	GO:0006631	fatty acid metabolic process	684	168	110.43	5.7e-09	1.94538409090909e-06	BP
down	GO:0032201	telomere maintenance via semi-conservati...	27	18	4.36	5.7e-09	1.94538409090909e-06	BP
down	GO:0072329	monocarboxylic acid catabolic process	260	79	41.98	6.3e-09	2.10238e-06	BP
down	GO:0006275	regulation of DNA replication	196	64	31.64	8e-09	2.61165217391304e-06	BP
down	GO:0090329	regulation of DNA-templated DNA replicat...	96	39	15.5	8.5e-09	2.71584042553192e-06	BP
down	GO:0046487	glyoxylate metabolic process	10	10	1.61	1.2e-08	3.75425e-06	BP
down	GO:0034660	ncRNA metabolic process	855	200	138.03	1.3e-08	3.98410204081633e-06	BP
down	GO:0032543	mitochondrial translation	129	47	20.83	1.7e-08	5.10578e-06	BP
down	GO:0010833	telomere maintenance via telomere length...	110	42	17.76	2e-08	5.88901960784314e-06	BP
down	GO:1904356	regulation of telomere maintenance via t...	92	37	14.85	2.8e-08	8.08607692307692e-06	BP
down	GO:1901685	glutathione derivative metabolic process	24	16	3.87	4.1e-08	1.14017962962963e-05	BP
down	GO:1901687	glutathione derivative biosynthetic proc...	24	16	3.87	4.1e-08	1.14017962962963e-05	BP
down	GO:0006790	sulfur compound metabolic process	649	157	104.78	5.2e-08	1.41978909090909e-05	BP
down	GO:0006297	nucleotide-excision repair, DNA gap fill...	27	17	4.36	5.4e-08	1.44806785714286e-05	BP
down	GO:0006283	transcription-coupled nucleotide-excisio...	103	39	16.63	8.3e-08	2.17487586206897e-05	BP
down	GO:0140053	mitochondrial gene expression	164	54	26.48	8.4e-08	2.17487586206897e-05	BP
down	GO:0007031	peroxisome organization	140	48	22.6	1.1e-07	2.79977966101695e-05	BP
down	GO:1901659	glycosyl compound biosynthetic process	93	36	15.01	1.4e-07	3.50396666666667e-05	BP
down	GO:0009062	fatty acid catabolic process	231	68	37.29	2.7e-07	6.43585714285714e-05	BP
down	GO:0006278	RNA-templated DNA biosynthetic process	103	38	16.63	2.7e-07	6.43585714285714e-05	BP
down	GO:0007004	telomere maintenance via telomerase	103	38	16.63	2.7e-07	6.43585714285714e-05	BP
down	GO:0043574	peroxisomal transport	132	45	21.31	3.2e-07	7.5085e-05	BP
down	GO:0006298	mismatch repair	52	24	8.4	3.7e-07	8.41862121212121e-05	BP
down	GO:0006302	double-strand break repair	364	96	58.77	3.7e-07	8.41862121212121e-05	BP
down	GO:0051054	positive regulation of DNA metabolic pro...	365	96	58.93	4.2e-07	9.41364179104478e-05	BP
down	GO:0000715	nucleotide-excision repair, DNA damage r...	30	17	4.84	4.7e-07	0.000103793970588235	BP
down	GO:0044283	small molecule biosynthetic process	1446	302	233.45	5.2e-07	0.0001126275	BP
down	GO:0006625	protein targeting to peroxisome	130	44	20.99	5.4e-07	0.0001126275	BP
down	GO:0072662	protein localization to peroxisome	130	44	20.99	5.4e-07	0.0001126275	BP
down	GO:0072663	establishment of protein localization to...	130	44	20.99	5.4e-07	0.0001126275	BP
down	GO:0006310	DNA recombination	343	91	55.38	5.6e-07	0.000115198904109589	BP
down	GO:0019395	fatty acid oxidation	205	61	33.1	7.1e-07	0.000144082027027027	BP
down	GO:0032259	methylation	518	126	83.63	7.9e-07	0.000158179066666667	BP
down	GO:0033683	nucleotide-excision repair, DNA incision	51	23	8.23	1.1e-06	0.000214528571428571	BP
down	GO:0065004	protein-DNA complex assembly	221	64	35.68	1.1e-06	0.000214528571428571	BP
down	GO:0070126	mitochondrial translational termination	77	30	12.43	1.2e-06	0.000231030769230769	BP
down	GO:0090502	RNA phosphodiester bond hydrolysis, endo...	105	37	16.95	1.4e-06	0.000266124050632911	BP
down	GO:0009451	RNA modification	228	65	36.81	1.7e-06	0.00031911125	BP
down	GO:0009059	macromolecule biosynthetic process	6442	1155	1040.02	1.9e-06	0.000352250617283951	BP
down	GO:2000278	regulation of DNA biosynthetic process	171	52	27.61	2.3e-06	0.000416133734939759	BP
down	GO:0009411	response to UV	339	88	54.73	2.3e-06	0.000416133734939759	BP
down	GO:0032210	regulation of telomere maintenance via t...	83	31	13.4	2.4e-06	0.000429057142857143	BP
down	GO:0098754	detoxification	176	53	28.41	2.5e-06	0.000436540697674419	BP
down	GO:0042364	water-soluble vitamin biosynthetic proce...	36	18	5.81	2.5e-06	0.000436540697674419	BP
down	GO:0009163	nucleoside biosynthetic process	76	29	12.27	3.1e-06	0.000535088505747126	BP
down	GO:0042023	DNA endoreduplication	47	21	7.59	3.8e-06	0.000641175280898876	BP
down	GO:0044242	cellular lipid catabolic process	417	103	67.32	3.8e-06	0.000641175280898876	BP
down	GO:0044248	cellular catabolic process	4106	759	662.89	4.1e-06	0.000684107777777778	BP
down	GO:0006284	base-excision repair	81	30	13.08	4.3e-06	0.000709594505494506	BP
down	GO:0072529	pyrimidine-containing compound catabolic...	44	20	7.1	4.6e-06	0.00075085	BP
down	GO:1990748	cellular detoxification	149	46	24.06	5.4e-06	0.000871954838709677	BP
down	GO:0033108	mitochondrial respiratory chain complex ...	78	29	12.59	5.6e-06	0.000894629787234043	BP
down	GO:0006415	translational termination	90	32	14.53	5.7e-06	0.00090102	BP
down	GO:0000012	single strand break repair	22	13	3.55	5.8e-06	0.000907277083333334	BP
down	GO:0006414	translational elongation	132	42	21.31	5.9e-06	0.000913405154639175	BP
down	GO:0009063	cellular amino acid catabolic process	265	71	42.78	6.5e-06	0.000996025510204082	BP
down	GO:0070125	mitochondrial translational elongation	79	29	12.75	7.5e-06	0.001126275	BP
down	GO:0043094	cellular metabolic compound salvage	56	23	9.04	7.5e-06	0.001126275	BP
down	GO:0006270	DNA replication initiation	35	17	5.65	7.9e-06	0.00117459702970297	BP
down	GO:0034470	ncRNA processing	572	132	92.35	8.1e-06	0.00119252647058824	BP
down	GO:0006637	acyl-CoA metabolic process	183	53	29.54	8.8e-06	0.00127066923076923	BP
down	GO:0035383	thioester metabolic process	183	53	29.54	8.8e-06	0.00127066923076923	BP
down	GO:0034440	lipid oxidation	220	61	35.52	9e-06	0.00128717142857143	BP
down	GO:0044271	cellular nitrogen compound biosynthetic ...	6553	1164	1057.94	1.1e-05	0.00151547706422018	BP
down	GO:0016053	organic acid biosynthetic process	728	161	117.53	1.1e-05	0.00151547706422018	BP
down	GO:0046394	carboxylic acid biosynthetic process	728	161	117.53	1.1e-05	0.00151547706422018	BP
down	GO:1901575	organic substance catabolic process	3858	712	622.85	1.1e-05	0.00151547706422018	BP
down	GO:0006635	fatty acid beta-oxidation	158	47	25.51	1.3e-05	0.00177473636363636	BP
down	GO:0006520	cellular amino acid metabolic process	631	142	101.87	1.5e-05	0.00201120535714286	BP
down	GO:0009056	catabolic process	4486	817	724.23	1.5e-05	0.00201120535714286	BP
down	GO:0006296	nucleotide-excision repair, DNA incision...	47	20	7.59	1.6e-05	0.00210764912280702	BP
down	GO:0034645	cellular macromolecule biosynthetic proc...	6251	1112	1009.18	1.6e-05	0.00210764912280702	BP
down	GO:0072527	pyrimidine-containing compound metabolic...	133	41	21.47	1.8e-05	0.00235048695652174	BP
down	GO:2000104	negative regulation of DNA-templated DNA...	37	17	5.97	2e-05	0.00254525423728814	BP
down	GO:0098869	cellular oxidant detoxification	147	44	23.73	2e-05	0.00254525423728814	BP
down	GO:0001510	RNA methylation	95	32	15.34	2e-05	0.00254525423728814	BP
down	GO:0009083	branched-chain amino acid catabolic proc...	31	15	5	2.9e-05	0.00362910833333333	BP
down	GO:0019682	glyceraldehyde-3-phosphate metabolic pro...	31	15	5	2.9e-05	0.00362910833333333	BP
down	GO:0006720	isoprenoid metabolic process	154	45	24.86	3.2e-05	0.00397143801652893	BP
down	GO:0006399	tRNA metabolic process	282	72	45.53	3.3e-05	0.00406197540983607	BP
down	GO:1901362	organic cyclic compound biosynthetic pro...	5833	1038	941.7	3.5e-05	0.00427313008130081	BP
down	GO:0070525	tRNA threonylcarbamoyladenosine metaboli...	25	13	4.04	3.7e-05	0.00448087903225806	BP
down	GO:0006091	generation of precursor metabolites and ...	814	174	131.41	3.9e-05	0.004685304	BP
down	GO:0044255	cellular lipid metabolic process	1855	361	299.48	4e-05	0.00472976377952756	BP
down	GO:0036297	interstrand cross-link repair	69	25	11.14	4e-05	0.00472976377952756	BP
down	GO:0006273	lagging strand elongation	19	11	3.07	4.1e-05	0.0048101328125	BP
down	GO:0018130	heterocycle biosynthetic process	5540	988	894.4	4.3e-05	0.00500566666666667	BP
down	GO:0007062	sister chromatid cohesion	86	29	13.88	4.8e-05	0.00554473846153846	BP
down	GO:0072528	pyrimidine-containing compound biosynthe...	82	28	13.24	5e-05	0.00573167938931298	BP
down	GO:0006301	postreplication repair	58	22	9.36	5.2e-05	0.00591578787878788	BP
down	GO:1901566	organonitrogen compound biosynthetic pro...	3305	610	533.57	5.8e-05	0.00654876691729323	BP
down	GO:0071824	protein-DNA complex subunit organization	337	82	54.41	6.2e-05	0.00694816417910448	BP
down	GO:1901977	negative regulation of cell cycle checkp...	26	13	4.2	6.4e-05	0.00711917037037037	BP
down	GO:0032205	negative regulation of telomere maintena...	55	21	8.88	6.8e-05	0.0075085	BP
down	GO:0016072	rRNA metabolic process	328	80	52.95	6.9e-05	0.00756330656934307	BP
down	GO:0000731	DNA synthesis involved in DNA repair	71	25	11.46	7e-05	0.00761731884057971	BP
down	GO:0006213	pyrimidine nucleoside metabolic process	63	23	10.17	7.1e-05	0.00767055395683453	BP
down	GO:0018206	peptidyl-methionine modification	9	7	1.45	7.6e-05	0.00815208571428572	BP
down	GO:0070987	error-free translesion synthesis	20	11	3.23	7.7e-05	0.00819109090909091	BP
down	GO:0000724	double-strand break repair via homologou...	192	52	31	7.8e-05	0.00819109090909091	BP
down	GO:0000725	recombinational repair	192	52	31	7.8e-05	0.00819109090909091	BP
down	GO:2000001	regulation of DNA damage checkpoint	52	20	8.4	8.9e-05	0.00928134027777778	BP
down	GO:0006575	cellular modified amino acid metabolic p...	366	87	59.09	9.1e-05	0.00942446206896552	BP
