group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
cgamp	GO:0035631	CD40 receptor complex	27	11	2.69	2.6e-05	0.00278811764705882	CC
cgamp	GO:0005789	endoplasmic reticulum membrane	597	90	59.51	3.1e-05	0.00313961111111111	CC
cgamp	GO:0098827	endoplasmic reticulum subcompartment	607	91	60.51	3.5e-05	0.00335815789473684	CC
cgamp	GO:0098552	side of membrane	368	61	36.68	4.1e-05	0.00373715	CC
cgamp	GO:0042175	nuclear outer membrane-endoplasmic retic...	615	91	61.31	5.8e-05	0.00467639130434783	CC
cgamp	GO:0016442	RISC complex	16	8	1.59	5.9e-05	0.00467639130434783	CC
cgamp	GO:0031332	RNAi effector complex	16	8	1.59	5.9e-05	0.00467639130434783	CC
cgamp	GO:0005622	intracellular anatomical structure	8323	866	829.68	6.3e-05	0.004785375	CC
cgamp	GO:0031234	extrinsic component of cytoplasmic side ...	68	18	6.78	8.2e-05	0.00597944	CC
cgamp	GO:0098791	Golgi apparatus subcompartment	475	73	47.35	9.7e-05	0.00675185185185185	CC
cgamp	GO:0043226	organelle	7254	769	723.12	1e-04	0.00675185185185185	CC
cgamp	GO:0031227	intrinsic component of endoplasmic retic...	121	26	12.06	0.00012	0.00781285714285714	CC
cgamp	GO:0043227	membrane-bounded organelle	6833	729	681.15	0.00013	0.00817206896551724	CC
cgamp	GO:0030176	integral component of endoplasmic reticu...	116	25	11.56	0.00015	0.009115	CC
cgamp	GO:0002218	activation of innate immune response	119	44	11.91	2.2e-15	1.85025e-11	BP
cgamp	GO:0050776	regulation of immune response	521	111	52.14	2.5e-15	1.85025e-11	BP
cgamp	GO:0002831	regulation of response to biotic stimulu...	391	91	39.13	3.9e-15	1.92426e-11	BP
cgamp	GO:0002682	regulation of immune system process	849	153	84.96	4.7e-14	1.739235e-10	BP
cgamp	GO:0031347	regulation of defense response	482	102	48.23	6e-14	1.77624e-10	BP
cgamp	GO:0070647	protein modification by small protein co...	763	141	76.35	7.2e-14	1.77624e-10	BP
cgamp	GO:0044419	biological process involved in interspec...	1108	185	110.88	1.3e-13	2.74894285714286e-10	BP
cgamp	GO:0002253	activation of immune response	261	67	26.12	1.5e-13	2.775375e-10	BP
cgamp	GO:0071310	cellular response to organic substance	1699	255	170.02	3.7e-13	6.08526666666667e-10	BP
cgamp	GO:0006464	cellular protein modification process	2630	360	263.19	5.2e-13	6.97808571428571e-10	BP
cgamp	GO:0036211	protein modification process	2630	360	263.19	5.2e-13	6.97808571428571e-10	BP
cgamp	GO:0032101	regulation of response to external stimu...	814	145	81.46	6.3e-13	6.97808571428571e-10	BP
cgamp	GO:0034976	response to endoplasmic reticulum stress	232	61	23.22	6.4e-13	6.97808571428571e-10	BP
cgamp	GO:0050789	regulation of biological process	6269	726	627.35	6.6e-13	6.97808571428571e-10	BP
cgamp	GO:0006952	defense response	915	158	91.57	7.1e-13	7.00628e-10	BP
cgamp	GO:0098542	defense response to other organism	677	126	67.75	1.1e-12	1.0176375e-09	BP
cgamp	GO:0045088	regulation of innate immune response	311	73	31.12	1.6e-12	1.39312941176471e-09	BP
cgamp	GO:0010033	response to organic substance	2172	306	217.36	2.5e-12	2.01845454545455e-09	BP
cgamp	GO:0009607	response to biotic stimulus	945	160	94.57	2.6e-12	2.01845454545455e-09	BP
cgamp	GO:0050794	regulation of cellular process	5924	691	592.83	2.9e-12	2.01845454545455e-09	BP
cgamp	GO:0043207	response to external biotic stimulus	923	157	92.37	3e-12	2.01845454545455e-09	BP
cgamp	GO:0051707	response to other organism	923	157	92.37	3e-12	2.01845454545455e-09	BP
cgamp	GO:0044267	cellular protein metabolic process	3418	441	342.05	3.4e-12	2.18812173913043e-09	BP
cgamp	GO:0002376	immune system process	1656	246	165.72	3.8e-12	2.34365e-09	BP
cgamp	GO:0002697	regulation of immune effector process	244	61	24.42	6.7e-12	3.92822307692308e-09	BP
cgamp	GO:0033209	tumor necrosis factor-mediated signaling...	46	23	4.6	6.9e-12	3.92822307692308e-09	BP
cgamp	GO:0071356	cellular response to tumor necrosis fact...	86	32	8.61	1.2e-11	6.57866666666667e-09	BP
cgamp	GO:0002758	innate immune response-activating signal...	91	33	9.11	1.3e-11	6.87235714285714e-09	BP
cgamp	GO:0043412	macromolecule modification	2791	371	279.3	1.4e-11	7.14579310344828e-09	BP
cgamp	GO:0002764	immune response-regulating signaling pat...	288	67	28.82	2.1e-11	1.03614e-08	BP
cgamp	GO:0080134	regulation of response to stress	1043	169	104.38	2.5e-11	1.19370967741936e-08	BP
cgamp	GO:0048583	regulation of response to stimulus	2578	346	257.99	3.4e-11	1.5727125e-08	BP
cgamp	GO:0006955	immune response	1032	167	103.27	3.8e-11	1.70447272727273e-08	BP
cgamp	GO:0034612	response to tumor necrosis factor	105	35	10.51	5.1e-11	2.2203e-08	BP
cgamp	GO:0050778	positive regulation of immune response	382	80	38.23	6.5e-11	2.74894285714286e-08	BP
cgamp	GO:0051246	regulation of protein metabolic process	1817	259	181.83	8.5e-11	3.49491666666667e-08	BP
cgamp	GO:0006508	proteolysis	1193	185	119.39	1.2e-10	4.80064864864865e-08	BP
cgamp	GO:0035966	response to topologically incorrect prot...	146	42	14.61	1.3e-10	5.06384210526316e-08	BP
cgamp	GO:0065007	biological regulation	6797	764	680.19	1.4e-10	5.31353846153846e-08	BP
cgamp	GO:0001816	cytokine production	357	75	35.73	2.3e-10	8.45828571428572e-08	BP
cgamp	GO:0045087	innate immune response	484	93	48.43	2.4e-10	8.45828571428572e-08	BP
cgamp	GO:0002757	immune response-activating signal transd...	214	53	21.42	2.4e-10	8.45828571428572e-08	BP
cgamp	GO:0019538	protein metabolic process	3725	463	372.77	3.3e-10	1.13596744186047e-07	BP
cgamp	GO:0032446	protein modification by small protein co...	593	107	59.34	4.6e-10	1.54748181818182e-07	BP
cgamp	GO:0006511	ubiquitin-dependent protein catabolic pr...	454	88	45.43	4.8e-10	1.57888e-07	BP
cgamp	GO:0001817	regulation of cytokine production	322	69	32.22	5e-10	1.60891304347826e-07	BP
cgamp	GO:0002221	pattern recognition receptor signaling p...	141	40	14.11	5.6e-10	1.76364255319149e-07	BP
cgamp	GO:0019941	modification-dependent protein catabolic...	456	88	45.63	6.1e-10	1.8810875e-07	BP
cgamp	GO:0060255	regulation of macromolecule metabolic pr...	3576	446	357.86	6.4e-10	1.92426e-07	BP
cgamp	GO:0048518	positive regulation of biological proces...	3837	473	383.98	6.5e-10	1.92426e-07	BP
cgamp	GO:0043632	modification-dependent macromolecule cat...	465	89	46.53	7.5e-10	2.17676470588235e-07	BP
cgamp	GO:0051716	cellular response to stimulus	4350	524	435.31	1.2e-09	3.41584615384615e-07	BP
cgamp	GO:0016567	protein ubiquitination	566	102	56.64	1.3e-09	3.63067924528302e-07	BP
cgamp	GO:0035967	cellular response to topologically incor...	128	37	12.81	1.4e-09	3.76778181818182e-07	BP
cgamp	GO:0007166	cell surface receptor signaling pathway	1769	248	177.03	1.4e-09	3.76778181818182e-07	BP
cgamp	GO:0051603	proteolysis involved in cellular protein...	530	97	53.04	1.5e-09	3.96482142857143e-07	BP
cgamp	GO:0031349	positive regulation of defense response	277	61	27.72	1.7e-09	4.33851724137931e-07	BP
cgamp	GO:0002684	positive regulation of immune system pro...	524	96	52.44	1.7e-09	4.33851724137931e-07	BP
cgamp	GO:0032268	regulation of cellular protein metabolic...	1706	240	170.72	2.1e-09	5.26850847457627e-07	BP
cgamp	GO:0070887	cellular response to chemical stimulus	2061	280	206.25	2.2e-09	5.4274e-07	BP
cgamp	GO:0019222	regulation of metabolic process	3937	480	393.98	2.6e-09	6.30904918032787e-07	BP
cgamp	GO:0030163	protein catabolic process	680	116	68.05	2.7e-09	6.44603225806452e-07	BP
cgamp	GO:0038093	Fc receptor signaling pathway	78	27	7.81	3.2e-09	7.51847619047619e-07	BP
cgamp	GO:0051171	regulation of nitrogen compound metaboli...	3290	412	329.24	3.5e-09	8.09484375e-07	BP
cgamp	GO:0048522	positive regulation of cellular process	3549	439	355.16	3.7e-09	8.42575384615385e-07	BP
cgamp	GO:0044257	cellular protein catabolic process	573	101	57.34	5.5e-09	1.2335e-06	BP
cgamp	GO:0019221	cytokine-mediated signaling pathway	292	62	29.22	5.7e-09	1.25927462686567e-06	BP
cgamp	GO:0009966	regulation of signal transduction	1921	262	192.24	6.6e-09	1.43666470588235e-06	BP
cgamp	GO:0009057	macromolecule catabolic process	1086	165	108.68	7e-09	1.50165217391304e-06	BP
cgamp	GO:0080090	regulation of primary metabolic process	3402	422	340.44	7.2e-09	1.52249142857143e-06	BP
cgamp	GO:0051247	positive regulation of protein metabolic...	1089	165	108.98	8.6e-09	1.79291830985915e-06	BP
cgamp	GO:0044265	cellular macromolecule catabolic process	909	143	90.97	9e-09	1.85025e-06	BP
cgamp	GO:0045089	positive regulation of innate immune res...	223	51	22.32	1e-08	2.02767123287671e-06	BP
cgamp	GO:0031323	regulation of cellular metabolic process	3520	433	352.25	1.2e-08	2.40032432432432e-06	BP
cgamp	GO:0010803	regulation of tumor necrosis factor-medi...	25	14	2.5	1.4e-08	2.76304e-06	BP
cgamp	GO:0007154	cell communication	3669	448	367.16	1.5e-08	2.92144736842105e-06	BP
cgamp	GO:0002833	positive regulation of response to bioti...	246	54	24.62	1.7e-08	3.26797402597403e-06	BP
cgamp	GO:0071345	cellular response to cytokine stimulus	558	97	55.84	2.3e-08	4.36469230769231e-06	BP
cgamp	GO:0050688	regulation of defense response to virus	90	28	9.01	2.4e-08	4.4406e-06	BP
cgamp	GO:0050851	antigen receptor-mediated signaling path...	90	28	9.01	2.4e-08	4.4406e-06	BP
cgamp	GO:0048584	positive regulation of response to stimu...	1455	206	145.6	2.6e-08	4.75125925925926e-06	BP
cgamp	GO:0016192	vesicle-mediated transport	1421	202	142.2	2.7e-08	4.87382926829268e-06	BP
cgamp	GO:0007249	I-kappaB kinase/NF-kappaB signaling	113	32	11.31	3.1e-08	5.5284578313253e-06	BP
cgamp	GO:0007165	signal transduction	3266	404	326.84	3.2e-08	5.63885714285714e-06	BP
cgamp	GO:0036503	ERAD pathway	86	27	8.61	3.5e-08	6.09494117647059e-06	BP
cgamp	GO:0031399	regulation of protein modification proce...	1142	168	114.28	5.2e-08	8.95004651162791e-06	BP
cgamp	GO:0010604	positive regulation of macromolecule met...	2281	297	228.26	5.7e-08	9.69786206896552e-06	BP
cgamp	GO:0016579	protein deubiquitination	209	47	20.92	6.7e-08	1.11430786516854e-05	BP
cgamp	GO:0006986	response to unfolded protein	128	34	12.81	6.7e-08	1.11430786516854e-05	BP
cgamp	GO:0001819	positive regulation of cytokine producti...	177	42	17.71	6.8e-08	1.11837333333333e-05	BP
cgamp	GO:0009896	positive regulation of catabolic process	494	87	49.44	7.2e-08	1.17114725274725e-05	BP
cgamp	GO:0043331	response to dsRNA	73	24	7.31	7.5e-08	1.19370967741935e-05	BP
cgamp	GO:1901222	regulation of NIK/NF-kappaB signaling	73	24	7.31	7.5e-08	1.19370967741935e-05	BP
cgamp	GO:0071359	cellular response to dsRNA	68	23	6.8	7.7e-08	1.19974105263158e-05	BP
cgamp	GO:0051090	regulation of DNA-binding transcription ...	291	59	29.12	7.7e-08	1.19974105263158e-05	BP
cgamp	GO:0032103	positive regulation of response to exter...	428	78	42.83	8.1e-08	1.24891875e-05	BP
cgamp	GO:0010468	regulation of gene expression	2705	342	270.69	8.3e-08	1.26656288659794e-05	BP
cgamp	GO:0070646	protein modification by small protein re...	231	50	23.12	9.3e-08	1.391388e-05	BP
cgamp	GO:0006950	response to stress	2867	359	286.91	9.4e-08	1.391388e-05	BP
cgamp	GO:0023052	signaling	3610	437	361.26	9.4e-08	1.391388e-05	BP
cgamp	GO:0032270	positive regulation of cellular protein ...	1034	154	103.47	9.5e-08	1.39226732673267e-05	BP
cgamp	GO:0038095	Fc-epsilon receptor signaling pathway	45	18	4.5	1.1e-07	1.58079611650485e-05	BP
cgamp	GO:0002224	toll-like receptor signaling pathway	113	31	11.31	1.1e-07	1.58079611650485e-05	BP
cgamp	GO:0034097	response to cytokine	616	102	61.64	1.3e-07	1.83262857142857e-05	BP
cgamp	GO:0031325	positive regulation of cellular metaboli...	2144	280	214.55	1.3e-07	1.83262857142857e-05	BP
cgamp	GO:0034620	cellular response to unfolded protein	108	30	10.81	1.4e-07	1.91877777777778e-05	BP
cgamp	GO:0009893	positive regulation of metabolic process	2420	310	242.17	1.4e-07	1.91877777777778e-05	BP
cgamp	GO:0007032	endosome organization	70	23	7.01	1.4e-07	1.91877777777778e-05	BP
cgamp	GO:0002252	immune effector process	722	115	72.25	1.6e-07	2.17277064220184e-05	BP
cgamp	GO:0051173	positive regulation of nitrogen compound...	2045	268	204.65	2e-07	2.69127272727273e-05	BP
cgamp	GO:0038061	NIK/NF-kappaB signaling	77	24	7.71	2.3e-07	3.06708108108108e-05	BP
cgamp	GO:0060759	regulation of response to cytokine stimu...	105	29	10.51	2.5e-07	3.30401785714286e-05	BP
cgamp	GO:0042221	response to chemical	3054	376	305.62	2.7e-07	3.5367610619469e-05	BP
cgamp	GO:0001959	regulation of cytokine-mediated signalin...	100	28	10.01	2.9e-07	3.76542105263158e-05	BP
cgamp	GO:0001932	regulation of protein phosphorylation	854	130	85.46	3.3e-07	4.24753043478261e-05	BP
cgamp	GO:0045619	regulation of lymphocyte differentiation	73	23	7.31	3.4e-07	4.33851724137931e-05	BP
cgamp	GO:0007029	endoplasmic reticulum organization	68	22	6.8	3.6e-07	4.55446153846154e-05	BP
cgamp	GO:0030968	endoplasmic reticulum unfolded protein r...	90	26	9.01	4e-07	5.01762711864407e-05	BP
cgamp	GO:0006897	endocytosis	561	93	56.14	4.5e-07	5.59739495798319e-05	BP
cgamp	GO:0019730	antimicrobial humoral response	69	22	6.9	4.8e-07	5.87186776859504e-05	BP
cgamp	GO:0000209	protein polyubiquitination	209	45	20.92	4.8e-07	5.87186776859504e-05	BP
cgamp	GO:0034613	cellular protein localization	1318	184	131.89	5e-07	6.06639344262295e-05	BP
cgamp	GO:0045580	regulation of T cell differentiation	64	21	6.4	5.1e-07	6.13741463414634e-05	BP
cgamp	GO:0050852	T cell receptor signaling pathway	75	23	7.51	5.8e-07	6.92351612903226e-05	BP
cgamp	GO:0010498	proteasomal protein catabolic process	396	71	39.63	6.1e-07	7.223376e-05	BP
cgamp	GO:0007159	leukocyte cell-cell adhesion	178	40	17.81	6.5e-07	7.63228125e-05	BP
cgamp	GO:0019220	regulation of phosphate metabolic proces...	1074	155	107.48	6.6e-07	7.63228125e-05	BP
cgamp	GO:0051174	regulation of phosphorus metabolic proce...	1074	155	107.48	6.6e-07	7.63228125e-05	BP
cgamp	GO:0010256	endomembrane system organization	436	76	43.63	7.6e-07	8.72055813953489e-05	BP
cgamp	GO:0009605	response to external stimulus	2122	273	212.35	8.1e-07	9.19518181818182e-05	BP
cgamp	GO:0045621	positive regulation of lymphocyte differ...	41	16	4.1	8.2e-07	9.19518181818182e-05	BP
cgamp	GO:0050691	regulation of defense response to virus ...	41	16	4.1	8.2e-07	9.19518181818182e-05	BP
cgamp	GO:0044260	cellular macromolecule metabolic process	4975	569	497.86	8.4e-07	9.34863157894737e-05	BP
cgamp	GO:0050896	response to stimulus	5464	617	546.79	8.8e-07	9.64871111111111e-05	BP
cgamp	GO:0002768	immune response-regulating cell surface ...	180	40	18.01	8.8e-07	9.64871111111111e-05	BP
cgamp	GO:0009968	negative regulation of signal transducti...	929	137	92.97	9.8e-07	0.000106661470588235	BP
cgamp	GO:0010646	regulation of cell communication	2201	281	220.26	1e-06	0.000108043795620438	BP
cgamp	GO:0006915	apoptotic process	1289	179	128.99	1.1e-06	0.000117138129496403	BP
cgamp	GO:0042325	regulation of phosphorylation	964	141	96.47	1.1e-06	0.000117138129496403	BP
cgamp	GO:1902531	regulation of intracellular signal trans...	1170	165	117.08	1.2e-06	0.000124212587412587	BP
cgamp	GO:0002230	positive regulation of defense response ...	33	14	3.3	1.2e-06	0.000124212587412587	BP
cgamp	GO:0035279	miRNA-mediated gene silencing by mRNA de...	14	9	1.4	1.2e-06	0.000124212587412587	BP
cgamp	GO:0098795	global gene silencing by mRNA cleavage	14	9	1.4	1.2e-06	0.000124212587412587	BP
cgamp	GO:0051248	negative regulation of protein metabolic...	769	117	76.96	1.4e-06	0.000142915862068966	BP
cgamp	GO:0045732	positive regulation of protein catabolic...	217	45	21.72	1.4e-06	0.000142915862068966	BP
cgamp	GO:1903039	positive regulation of leukocyte cell-ce...	102	27	10.21	1.6e-06	0.000162213698630137	BP
cgamp	GO:0012501	programmed cell death	1369	187	137	1.8e-06	0.000181248979591837	BP
cgamp	GO:0048585	negative regulation of response to stimu...	1153	162	115.38	1.9e-06	0.000190025675675676	BP
cgamp	GO:0051252	regulation of RNA metabolic process	2061	264	206.25	2e-06	0.00019736	BP
cgamp	GO:0023051	regulation of signaling	2217	281	221.86	2e-06	0.00019736	BP
cgamp	GO:0006886	intracellular protein transport	735	112	73.55	2.3e-06	0.000222513725490196	BP
cgamp	GO:0032479	regulation of type I interferon producti...	92	25	9.21	2.3e-06	0.000222513725490196	BP
cgamp	GO:0032606	type I interferon production	92	25	9.21	2.3e-06	0.000222513725490196	BP
cgamp	GO:0031331	positive regulation of cellular cataboli...	449	76	44.93	2.4e-06	0.00023068051948052	BP
cgamp	GO:0045577	regulation of B cell differentiation	15	9	1.5	2.8e-06	0.000267390967741935	BP
cgamp	GO:0050870	positive regulation of T cell activation	99	26	9.91	2.9e-06	0.000275165384615385	BP
cgamp	GO:0010648	negative regulation of cell communicatio...	1041	148	104.17	3e-06	0.00028284076433121	BP
cgamp	GO:0030154	cell differentiation	3083	372	308.52	3.2e-06	0.000299787341772152	BP
cgamp	GO:0002429	immune response-activating cell surface ...	169	37	16.91	3.3e-06	0.00030529125	BP
cgamp	GO:0023057	negative regulation of signaling	1043	148	104.38	3.3e-06	0.00030529125	BP
cgamp	GO:0002777	antimicrobial peptide biosynthetic proce...	19	10	1.9	3.8e-06	0.000347207407407407	BP
cgamp	GO:0002805	regulation of antimicrobial peptide bios...	19	10	1.9	3.8e-06	0.000347207407407407	BP
cgamp	GO:0022409	positive regulation of cell-cell adhesio...	144	33	14.41	3.9e-06	0.000354158282208589	BP
cgamp	GO:0008219	cell death	1536	204	153.71	4e-06	0.000361024390243902	BP
cgamp	GO:1902532	negative regulation of intracellular sig...	440	74	44.03	4.2e-06	0.00037450843373494	BP
cgamp	GO:0045582	positive regulation of T cell differenti...	36	14	3.6	4.2e-06	0.00037450843373494	BP
cgamp	GO:0045862	positive regulation of proteolysis	334	60	33.42	4.3e-06	0.000381129341317365	BP
cgamp	GO:0007391	dorsal closure	107	27	10.71	4.4e-06	0.000387671428571429	BP
cgamp	GO:0050863	regulation of T cell activation	152	34	15.21	5e-06	0.00043792899408284	BP
cgamp	GO:0035556	intracellular signal transduction	1703	222	170.42	5.2e-06	0.00045276705882353	BP
cgamp	GO:0006379	mRNA cleavage	32	13	3.2	5.3e-06	0.000453471676300578	BP
cgamp	GO:0070536	protein K63-linked deubiquitination	32	13	3.2	5.3e-06	0.000453471676300578	BP
cgamp	GO:0032501	multicellular organismal process	5204	586	520.77	5.3e-06	0.000453471676300578	BP
cgamp	GO:0060627	regulation of vesicle-mediated transport	389	67	38.93	5.4e-06	0.000459372413793104	BP
cgamp	GO:0043161	proteasome-mediated ubiquitin-dependent ...	360	63	36.03	6e-06	0.000507497142857143	BP
cgamp	GO:0032269	negative regulation of cellular protein ...	742	111	74.25	6.1e-06	0.000510125423728814	BP
cgamp	GO:0001700	embryonic development via the syncytial ...	160	35	16.01	6.1e-06	0.000510125423728814	BP
cgamp	GO:1903037	regulation of leukocyte cell-cell adhesi...	134	31	13.41	6.2e-06	0.000515575280898877	BP
cgamp	GO:0050854	regulation of antigen receptor-mediated ...	28	12	2.8	6.3e-06	0.000520964245810056	BP
cgamp	GO:0070727	cellular macromolecule localization	1405	188	140.6	6.6e-06	0.00054274	BP
cgamp	GO:0065009	regulation of molecular function	1847	237	184.83	7.3e-06	0.000596986740331492	BP
cgamp	GO:2000112	regulation of cellular macromolecule bio...	2188	274	218.96	7.9e-06	0.000642504395604396	BP
cgamp	GO:0002756	MyD88-independent toll-like receptor sig...	13	8	1.3	8e-06	0.000647081967213115	BP
cgamp	GO:0022407	regulation of cell-cell adhesion	245	47	24.52	8.1e-06	0.000651609782608696	BP
cgamp	GO:0002699	positive regulation of immune effector p...	123	29	12.31	8.3e-06	0.00066408972972973	BP
cgamp	GO:0046426	negative regulation of receptor signalin...	53	17	5.3	8.7e-06	0.000688649197860963	BP
cgamp	GO:1904893	negative regulation of receptor signalin...	53	17	5.3	8.7e-06	0.000688649197860963	BP
cgamp	GO:0035666	TRIF-dependent toll-like receptor signal...	10	7	1	9e-06	0.000701147368421053	BP
cgamp	GO:0036500	ATF6-mediated unfolded protein response	10	7	1	9e-06	0.000701147368421053	BP
cgamp	GO:1902105	regulation of leukocyte differentiation	156	34	15.61	9e-06	0.000701147368421053	BP
cgamp	GO:0042742	defense response to bacterium	211	42	21.12	9.5e-06	0.000736225130890052	BP
cgamp	GO:0010556	regulation of macromolecule biosynthetic...	2258	281	225.96	9.6e-06	0.0007401	BP
cgamp	GO:0002521	leukocyte differentiation	283	52	28.32	9.8e-06	0.000747729896907217	BP
cgamp	GO:1901800	positive regulation of proteasomal prote...	124	29	12.41	9.8e-06	0.000747729896907217	BP
cgamp	GO:0046907	intracellular transport	1441	191	144.2	1e-05	0.000755204081632653	BP
cgamp	GO:0031401	positive regulation of protein modificat...	742	110	74.25	1e-05	0.000755204081632653	BP
cgamp	GO:0031098	stress-activated protein kinase signalin...	277	51	27.72	1.1e-05	0.000818201005025126	BP
cgamp	GO:0032436	positive regulation of proteasomal ubiqu...	106	26	10.61	1.1e-05	0.000818201005025126	BP
cgamp	GO:0009056	catabolic process	1940	246	194.14	1.1e-05	0.000818201005025126	BP
cgamp	GO:0071108	protein K48-linked deubiquitination	34	13	3.4	1.2e-05	0.00088812	BP
cgamp	GO:0048869	cellular developmental process	3152	375	315.43	1.3e-05	0.000957343283582089	BP
cgamp	GO:0006355	regulation of transcription, DNA-templat...	1844	235	184.53	1.4e-05	0.00100596116504854	BP
cgamp	GO:0009889	regulation of biosynthetic process	2426	298	242.77	1.4e-05	0.00100596116504854	BP
cgamp	GO:0007155	cell adhesion	764	112	76.46	1.4e-05	0.00100596116504854	BP
cgamp	GO:1902107	positive regulation of leukocyte differe...	89	23	8.91	1.4e-05	0.00100596116504854	BP
cgamp	GO:0030155	regulation of cell adhesion	463	75	46.33	1.4e-05	0.00100596116504854	BP
cgamp	GO:0002440	production of molecular mediator of immu...	134	30	13.41	1.7e-05	0.0012156231884058	BP
cgamp	GO:0061024	membrane organization	701	104	70.15	1.8e-05	0.00127481339712919	BP
cgamp	GO:1903506	regulation of nucleic acid-templated tra...	1870	237	187.13	1.8e-05	0.00127481339712919	BP
cgamp	GO:0031400	negative regulation of protein modificat...	427	70	42.73	1.9e-05	0.00133288151658768	BP
cgamp	GO:0031326	regulation of cellular biosynthetic proc...	2370	291	237.17	1.9e-05	0.00133288151658768	BP
cgamp	GO:2001141	regulation of RNA biosynthetic process	1873	237	187.43	2.1e-05	0.0014662358490566	BP
cgamp	GO:0002775	antimicrobial peptide production	31	12	3.1	2.2e-05	0.00152170093457944	BP
cgamp	GO:0051091	positive regulation of DNA-binding trans...	176	36	17.61	2.2e-05	0.00152170093457944	BP
cgamp	GO:0060575	intestinal epithelial cell differentiati...	11	7	1.1	2.3e-05	0.00158346976744186	BP
