TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0002230"	"positive regulation of defense response to virus by host"	-3.063762806159988	3.113943352306837	0.004318027118340503	0.6381347267832088	0.68065562	-4.87415716774242	-6.791499876934968	null
"GO:0050691"	"regulation of defense response to virus by host"	-3.012301745012332	3.2073650374690716	0.005355151414662471	0.6342921047027507	0.86467813	null	null	2230
"GO:0002250"	"adaptive immune response"	-1.5130445307178477	4.259402728142589	0.060402517911751566	0.7971719062025028	0.58164806	3.5316625116733174	-4.892263788686317	null
"GO:0002315"	"marginal zone B cell differentiation"	-2.333129794118762	2.4785664955938436	0.000997234900309585	0.8159363229022806	0.33130938	4.615601303299528	-3.559318011371823	null
"GO:0002335"	"mature B cell differentiation"	-1.8644417068748365	3.06595298031387	0.0038659472968668243	0.8869571655451364	0.81424587	null	null	2315
"GO:0002376"	"immune system process"	-3.0126102613581263	5.206372462576463	0.5346209541723028	1	-0	5.707654546796519	2.5150386731763916	null
"GO:0002682"	"regulation of immune system process"	-5.859642823504063	4.947600349199709	0.2946264030637981	0.7910976840579509	0.18910896	-6.1020437534224055	-3.963600881436358	null
"GO:0002697"	"regulation of immune effector process"	-6.123531011163478	4.192846115188842	0.05181964953642039	0.6725219850076274	0.16591476	-2.755702144681736	-1.9417720912920544	null
"GO:0002683"	"negative regulation of immune system process"	-2.044229111653483	4.333165042543883	0.07158484526055638	0.6197309789892969	0.78476006	null	null	2697
"GO:0002699"	"positive regulation of immune effector process"	-1.7808956555042248	3.9673139182870836	0.030827854884903635	0.6143122359577947	0.92024011	null	null	2697
"GO:0002700"	"regulation of production of molecular mediator of immune response"	-2.065356548907661	3.852601969338235	0.02367103241701518	0.652537477628956	0.73018865	null	null	2697
"GO:0002784"	"regulation of antimicrobial peptide production"	-1.3158963599183287	2.8727388274726686	0.0024764666691021358	0.5843954867394274	0.93346255	null	null	2697
"GO:0002805"	"regulation of antimicrobial peptide biosynthetic process"	-1.6215321287631725	2.3944516808262164	0.0008210567345882249	0.6025616625377732	0.75390852	null	null	2697
"GO:0002777"	"antimicrobial peptide biosynthetic process"	-1.6215321287631725	2.0569048513364727	0.000375625145783277	0.7848131853909655	0.45856776	4.2034066155928995	-4.577733045469776	null
"GO:0002831"	"regulation of response to biotic stimulus"	-10.574407095023314	4.609925072721662	0.13539125829869797	0.6248446203515885	0	-4.858286414036161	-5.464107812670056	null
"GO:0006457"	"protein folding"	-2.2398540677305485	5.501896902556478	1.055775913074092	0.9960847732457964	-0	4.88318603708247	3.609987737075964	null
"GO:0006508"	"proteolysis"	-2.0708335033824405	6.205807733083953	5.339292055631215	0.9331081566511891	0.37392234	-0.33643218500473177	4.772618585679066	null
"GO:0006599"	"phosphagen metabolic process"	-2.333129794118762	3.7114697818743276	0.01710257854030938	0.9632075635030294	0.57069233	-4.63294526688797	5.0008712181360435	null
"GO:0006600"	"creatine metabolic process"	-1.4681688571692784	3.1322596895310446	0.004504177633064959	0.9667720259228476	0.52993401	-4.94387522462503	4.940339274782313	null
"GO:0006603"	"phosphocreatine metabolic process"	-2.333129794118762	3.7114697818743276	0.01710257854030938	0.9632075635030294	0.08021762	-4.502179335102687	5.048354853824278	null
"GO:0006915"	"apoptotic process"	-1.4681688571692784	4.884540487978239	0.2548068134944364	0.9965099882912447	0.00768618	6.172892749239588	1.5359653529177728	null
"GO:0006950"	"response to stress"	-1.7808956555042248	6.164417697653935	4.85393118141787	0.8181944646102413	0.44089825	2.4173167158183126	-6.751923408359815	null
"GO:0006952"	"defense response"	-6.840674984428084	5.494123969609872	1.037047841646278	0.814500814289325	-0	2.597308103221098	-7.04569762943189	null
"GO:0007166"	"cell surface receptor signaling pathway"	-2.2462795205196016	5.553161839006276	1.188055798483824	0.6306943457496917	0.36582165	-1.292941622775852	-4.644335458168428	null
"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	-2.607830850510264	3.921061890790279	0.027713157879603365	0.7147549845705462	0.25770932	-0.5280609488544583	-4.690076721686015	null
"GO:0007259"	"receptor signaling pathway via JAK-STAT"	-1.4681688571692784	3.49220145139254	0.010321381218204204	0.7072767391815556	0.49091354	-0.46413887589237135	-5.905368972629367	null
"GO:0007260"	"tyrosine phosphorylation of STAT protein"	-1.4006197904090016	2.716003343634799	0.001725216377535582	0.7005065052306488	0.90824203	null	null	7259
"GO:0009057"	"macromolecule catabolic process"	-1.4700040913645585	5.845581698734249	2.3294709206801687	0.9245164877719508	0.64286115	2.059005719237879	4.307483316349814	null
"GO:0009605"	"response to external stimulus"	-1.6638514164927478	5.778142564407146	1.994426587106823	0.8317643982941081	0.47380831	2.320664585339966	-7.118674177848798	null
"GO:0009607"	"response to biotic stimulus"	-5.742529424407721	5.431437748768505	0.8976609955136728	0.8423926622083501	0.35427155	2.4304585753124672	-7.440430076096046	null
"GO:0010033"	"response to organic substance"	-3.0126102613581263	5.5161663643232695	1.091041463265373	0.7848553088157525	0.45619179	2.8389032718650573	-6.272634396463734	null
"GO:0070887"	"cellular response to chemical stimulus"	-1.3158963599183287	5.729848912586746	1.784531909405996	0.7687206299938889	0.75415797	null	null	10033
"GO:0010118"	"stomatal movement"	-1.8492751558288902	2.797959643737196	0.0020842209416470324	0.9974354099397975	0.0052764	4.937984268822871	1.2965750066908048	null
"GO:0010119"	"regulation of stomatal movement"	-1.8492751558288902	3.3541084391474008	0.007509178799331174	0.8313003246988039	0.14601059	-2.4368377956248657	-0.2227765744644066	null
"GO:0010467"	"gene expression"	-1.97155675698414	6.7008770542903315	16.693722203531454	0.949309018440506	0.33759117	0.41769971347985	4.971773353715444	null
"GO:0016070"	"RNA metabolic process"	-1.6949810252511555	6.608531168062885	13.496068550990763	0.9395681259239151	0.5909548	1.1402957110658563	4.9011523697065975	null
"GO:0016441"	"post-transcriptional gene silencing"	-2.2083144516897764	3.841484609335393	0.02307269147682943	0.7345326738572003	0.6692127	-6.800857019632436	-2.4657739871477675	null
"GO:0016567"	"protein ubiquitination"	-1.97155675698414	5.504177155664985	1.0613338355851507	0.9318255323696587	0.50109532	-0.9249743079641998	5.019350709055106	null
"GO:0032446"	"protein modification by small protein conjugation"	-1.7997163771403806	5.540285667662619	1.153348699836716	0.9312918984651092	0.92502293	null	null	16567
"GO:0019222"	"regulation of metabolic process"	-3.666952339304243	6.5917824923437385	12.985497578497595	0.7027914917407874	0.64043432	-4.495852268069482	-3.3978211883671015	null
"GO:0021698"	"cerebellar cortex structural organization"	-1.3821808116800853	2.123851640967086	0.00043878335613621735	0.977587601386335	0.31939839	6.46556674797293	-0.9069904612917002	null
"GO:0031047"	"RNA-mediated gene silencing"	-2.7104931877129705	4.615097451301758	0.13701342706986822	0.7030964779482196	0.31993166	-6.2150193747147835	-2.58349920385357	null
"GO:0031325"	"positive regulation of cellular metabolic process"	-3.3903469062963576	5.519159637184572	1.0985872073443825	0.6040522091931695	0.27863943	-4.800364391707779	-2.129879087663954	null
"GO:0009893"	"positive regulation of metabolic process"	-3.0126102613581263	5.599424529376927	1.321598848100615	0.6083670543692792	0.87103177	null	null	31325
"GO:0010604"	"positive regulation of macromolecule metabolic process"	-3.261988538044281	5.580057801286702	1.2639586708627208	0.6034443761914936	0.97035773	null	null	31325
"GO:0045862"	"positive regulation of proteolysis"	-1.97155675698414	4.570893036218393	0.12375352701208511	0.640263116914231	0.7619553	null	null	31325
"GO:0048522"	"positive regulation of cellular process"	-2.9250630849373427	5.695790651136474	1.6499317907948772	0.6267198832634704	0.91305126	null	null	31325
"GO:0051173"	"positive regulation of nitrogen compound metabolic process"	-3.349204728225742	5.555179121698849	1.1935871280642079	0.6044912619135374	0.9551366	null	null	31325
"GO:0051247"	"positive regulation of protein metabolic process"	-1.7808956555042248	5.048266962889721	0.37148329683065784	0.6185933244088766	0.8448272	null	null	31325
"GO:0031347"	"regulation of defense response"	-9.016766243483765	4.749295615434781	0.18662253924393574	0.587931792060106	0.66105889	-4.754962718375289	-5.354796705826887	null
"GO:0002218"	"activation of innate immune response"	-9.016766243483765	4.198767021009409	0.05253101043197457	0.4682751896949899	0.91355033	null	null	31347
"GO:0002221"	"pattern recognition receptor signaling pathway"	-4.681259767668799	4.111464151586654	0.04296420362167128	0.4051502605674546	0.9840056	null	null	31347
"GO:0002224"	"toll-like receptor signaling pathway"	-4.638865084250233	4.024936968037443	0.035202391980928345	0.41102790398141625	0.96258769	null	null	31347
"GO:0002253"	"activation of immune response"	-4.664053774749105	4.47775775330817	0.0998664270333362	0.4759416354694482	0.93207857	null	null	31347
"GO:0002684"	"positive regulation of immune system process"	-3.1393097886775045	4.740938734515765	0.18306573476616486	0.5827043489475905	0.92951052	null	null	31347
"GO:0002757"	"immune response-activating signaling pathway"	-2.669576444988057	4.307367656038532	0.0674562927732747	0.4138011602216188	0.95846474	null	null	31347
"GO:0002758"	"innate immune response-activating signaling pathway"	-6.123531011163478	4.121264305229581	0.04394481794030904	0.40489756524764814	0.95159017	null	null	31347
"GO:0002764"	"immune response-regulating signaling pathway"	-2.7104931877129705	4.347564178414951	0.07399815371930557	0.4849155189841655	0.87756058	null	null	31347
"GO:0002832"	"negative regulation of response to biotic stimulus"	-3.107644286663243	3.822952240547482	0.022108697739863497	0.5835504304591522	0.86189427	null	null	31347
"GO:0002833"	"positive regulation of response to biotic stimulus"	-6.11111403972722	4.375114684692225	0.07884471533481015	0.5323425305907391	0.93998432	null	null	31347
"GO:0031348"	"negative regulation of defense response"	-2.0708335033824405	4.066921972093997	0.03877581704037103	0.5754182437864692	0.85082681	null	null	31347
"GO:0031349"	"positive regulation of defense response"	-5.781374920552065	4.451817126629345	0.09407581637887188	0.5321855494556591	0.90524532	null	null	31347
"GO:0032101"	"regulation of response to external stimulus"	-7.2276196087986575	4.967304553345533	0.3083018176633769	0.6046999733875968	0.7061448	null	null	31347
"GO:0032103"	"positive regulation of response to external stimulus"	-3.1225916773148423	4.543136414786219	0.11609143886137316	0.5378263591872615	0.84473181	null	null	31347
"GO:0045088"	"regulation of innate immune response"	-9.016766243483765	4.4867279359890695	0.10195064797498324	0.5318155091860358	0.84403077	null	null	31347
"GO:0045089"	"positive regulation of innate immune response"	-6.123531011163478	4.318459865188351	0.06920145384881647	0.4942001322257437	0.96305477	null	null	31347
"GO:0045824"	"negative regulation of innate immune response"	-2.806511748792117	3.583085366347688	0.012724717327950304	0.5495008480868814	0.72888263	null	null	31347
"GO:0050688"	"regulation of defense response to virus"	-3.662188454152347	3.7440581658788354	0.01843554919038986	0.6122164065183243	0.85178276	null	null	31347
"GO:0050776"	"regulation of immune response"	-7.2276196087986575	4.786474577638442	0.2033029550097807	0.5506265357733554	0.88793423	null	null	31347
"GO:0050778"	"positive regulation of immune response"	-4.279648608802668	4.615929019937377	0.1372760322602831	0.5034194862924125	0.91779182	null	null	31347
"GO:0080134"	"regulation of response to stress"	-6.25244319252369	5.054984382228131	0.3772739074851222	0.5994185788394394	0.7498917	null	null	31347
"GO:0031400"	"negative regulation of protein modification process"	-2.0765780710931656	4.490267575830813	0.10278500117490892	0.6824091112771098	0.61309895	-6.317102385458664	-2.0977961458061563	null
"GO:0051248"	"negative regulation of protein metabolic process"	-1.366798784391167	5.120162472641768	0.4383645174780873	0.6618645753146017	0.72140539	null	null	31400
"GO:0032088"	"negative regulation of NF-kappaB transcription factor activity"	-1.769492394074268	3.640978057358332	0.014539684846513749	0.7823110528298188	0.58903863	-5.140254796331405	-0.49463826263944144	null
"GO:0051091"	"positive regulation of DNA-binding transcription factor activity"	-1.3158963599183287	4.107345665472095	0.04255866142887872	0.7676077180851257	0.8799179	null	null	32088
"GO:0032102"	"negative regulation of response to external stimulus"	-1.6481254460051424	4.263115076181341	0.06092108005991254	0.5760320937941791	0.62250692	-5.406620223892118	-5.06850319583927	null
"GO:0032305"	"positive regulation of icosanoid secretion"	-1.4681688571692784	2.6444385894678386	0.0014626111871207247	0.7646425778002113	0.49206053	-5.71772034961893	1.7793605413980036	null
"GO:0032479"	"regulation of type I interferon production"	-3.569485870831336	3.775756037844098	0.019831678050823278	0.7777174919863526	0.15538237	-6.232348325515951	-0.8145631619794697	null
"GO:0001819"	"positive regulation of cytokine production"	-3.082017658554397	4.312135025479961	0.06820089483217251	0.6639330859278161	0.86483644	null	null	32479
"GO:0032481"	"positive regulation of type I interferon production"	-2.744668820850363	3.586362223307866	0.012821116701646897	0.6957487261945081	0.78217977	null	null	32479
"GO:0032606"	"type I interferon production"	-3.569485870831336	0.6020599913279624	9.97234900309585E-06	0.9596402872115142	0.04203974	6.661695373560964	-1.563308458771975	null
"GO:0032608"	"interferon-beta production"	-2.7021007774878374	0.6020599913279624	9.97234900309585E-06	0.9596402872115142	0.65126578	6.682063873682842	-1.4304400492286766	null
"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	-4.688350447330151	3.714664992862537	0.017228894961015262	0.6296645654658088	0.48910938	0.16126402463728548	-5.462727287329824	null
"GO:0019221"	"cytokine-mediated signaling pathway"	-3.569485870831336	4.649266690551421	0.14822899558201671	0.5825792462429575	0.82480357	null	null	33209
"GO:0034612"	"response to tumor necrosis factor"	-2.9587743134331497	3.9728505558472302	0.031223424728693105	0.7832004586551109	0.85139092	null	null	33209
"GO:0071345"	"cellular response to cytokine stimulus"	-1.6638514164927478	4.754302457110144	0.18878653897760753	0.7490728244344987	0.97120767	null	null	33209
"GO:0071356"	"cellular response to tumor necrosis factor"	-3.373747629806768	3.92147838037569	0.027739750810278286	0.7742958012141047	0.95740944	null	null	33209
"GO:0034976"	"response to endoplasmic reticulum stress"	-1.8492751558288902	4.571394349314386	0.12389646401446282	0.8292343241484119	0.51118131	2.0896645580720214	-7.479068064779396	null
"GO:0035156"	"fusion cell fate specification"	-1.6949810252511555	1.2041199826559248	4.986174501547925E-05	0.9757854288459425	0.35056544	6.092000217565208	-0.7253504428566347	null
"GO:0035194"	"RNA-mediated post-transcriptional gene silencing"	-2.3152340210024276	3.7888044930446485	0.02043666722367776	0.7330914622171554	0.66383188	-6.852523525656829	-2.315228532575981	null
"GO:0030422"	"siRNA processing"	-1.8265663649539654	3.4034637013453173	0.008413338442278531	0.7207667979573956	0.73649793	null	null	35194
"GO:0070918"	"regulatory ncRNA processing"	-1.4789618207493196	3.8745977687032	0.024900955460730335	0.7027759796507489	0.78408536	null	null	35194
"GO:0035458"	"cellular response to interferon-beta"	-2.7021007774878374	3.0310042813635367	0.0035667768267739486	0.7999030743881856	0.66221699	3.2588886725313646	-5.967146591134801	null
"GO:0035666"	"TRIF-dependent toll-like receptor signaling pathway"	-3.10074636458909	2.931457870689005	0.0028354712332135865	0.47698287272077017	0.66356909	-1.799123330589215	-5.661883187111613	null
"GO:0002756"	"MyD88-independent toll-like receptor signaling pathway"	-2.454723495568813	2.9929950984313414	0.0032676063566810733	0.47364321168386186	0.76434334	null	null	35666
"GO:0035771"	"interleukin-4-mediated signaling pathway"	-3.2098908418382264	2.3783979009481375	0.0007911396875789374	0.6815468203171245	0.63727409	0.744734639994482	-6.002273974139724	null
"GO:0071353"	"cellular response to interleukin-4"	-2.2826671715611537	3.039017321997412	0.0036332591534612543	0.796321633656005	0.92484892	null	null	35771
"GO:0036211"	"protein modification process"	-1.769492394074268	6.429871734917024	8.944329461413709	0.9213728947972565	0.58111381	-0.5082360833544208	4.97552802772086	null
"GO:0036369"	"transcription factor catabolic process"	-2.142608817460295	2.12057393120585	0.00043545923980185206	0.9380346268497052	0.52214723	2.642705297603235	3.64858998117157	null
"GO:0038007"	"netrin-activated signaling pathway"	-2.7021007774878374	3.5413295776666938	0.011557952494588089	0.7097107917166884	0.49404631	-0.46379834861202013	-5.694821815211056	null
"GO:0038061"	"NIK/NF-kappaB signaling"	-1.3988583652555289	3.307282047033346	0.006741307926092794	0.7371669793236642	0.35434775	0.004365848188595956	-4.49084836244659	null
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	-2.7021007774878374	2.678518379040114	0.0015822793751578748	0.5546160795182145	0.66932643	-1.6282356305000731	-6.290712507846791	null
"GO:0038093"	"Fc receptor signaling pathway"	-1.366798784391167	3.153814864344529	0.004733541660136163	0.5315067765974463	0.75513004	null	null	38095
"GO:0050851"	"antigen receptor-mediated signaling pathway"	-1.325686199300059	3.7768464086952993	0.019881539795838756	0.4360841999542575	0.85854099	null	null	38095
"GO:0040029"	"epigenetic regulation of gene expression"	-1.3208115692313789	4.3434479838072315	0.07330008928908885	0.7731333874113919	0.30287018	-5.52137404184603	-1.1845259961133603	null
"GO:0043170"	"macromolecule metabolic process"	-1.940830052371538	7.065711514118557	38.67120377521221	0.9759574984198873	0.15288068	-2.898675736074657	5.679311601207628	null
"GO:0043331"	"response to dsRNA"	-4.987287453488287	3.3064250275506875	0.006728011460755332	0.8118118930287707	0.23197322	3.6290698977935127	-6.3871842004436274	null
"GO:0043412"	"macromolecule modification"	-1.9265896131346767	6.5329570873420275	11.34052536927359	0.9523650130412057	0.28902815	0.7813252049308228	5.385810034665276	null
"GO:0044260"	"cellular macromolecule metabolic process"	-2.2639208558070227	6.672649061987201	15.643185097800322	0.9459377606381801	0.08661519	0.3584674126786968	5.361392270027563	null
"GO:0044419"	"biological process involved in interspecies interaction between organisms"	-5.989035901538615	5.491532576104135	1.030878281729696	1	-0	4.656996595254372	2.5872028187397498	null
"GO:0046426"	"negative regulation of receptor signaling pathway via JAK-STAT"	-2.7021007774878374	2.9827233876685453	0.003191151680990672	0.647513268991304	0.50244553	-5.693788594275508	-5.627582982420656	null
"GO:0042532"	"negative regulation of tyrosine phosphorylation of STAT protein"	-2.4665016918457434	2.6532125137753435	0.0014925282341300122	0.6047497997324083	0.95764591	null	null	46426
"GO:1904893"	"negative regulation of receptor signaling pathway via STAT"	-2.7021007774878374	3.0149403497929366	0.0034371362897337027	0.6471076906015429	0.8925348	null	null	46426
"GO:0046960"	"sensitization"	-1.3821808116800853	1.7781512503836436	0.00019612286372755168	0.9790853962389684	0.30851907	6.413582619635828	-0.571537220066298	null
"GO:0048518"	"positive regulation of biological process"	-3.569485870831336	5.773165266920448	1.9716996037287677	0.7551351621161305	0.24104165	-4.148025988413471	-3.2325770375377347	null
"GO:0048583"	"regulation of response to stimulus"	-2.607830850510264	5.603206100865208	1.3331568005952028	0.7635971864686883	0.28518046	-3.9469924296822345	-2.7713914509576645	null
"GO:0050732"	"negative regulation of peptidyl-tyrosine phosphorylation"	-2.1080456135416616	3.3506356082589543	0.0074493447053126	0.7125975917995188	0.6762294	-6.87219086299015	-1.6340927983288227	null
"GO:0001933"	"negative regulation of protein phosphorylation"	-1.8265663649539654	4.305695228911858	0.0671970116991942	0.6813761901168592	0.85795055	null	null	50732
"GO:0042509"	"regulation of tyrosine phosphorylation of STAT protein"	-1.4681688571692784	3.385606273598312	0.008074278576173273	0.7530822064395731	0.90195666	null	null	50732
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	-1.6949810252511555	3.2909245593827543	0.006491999201015397	0.6762287022906152	0.83744644	null	null	50732
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	-1.769492394074268	3.8505237088789945	0.023558012461646762	0.6537511843019271	0.89788799	null	null	50732
"GO:0050789"	"regulation of biological process"	-4.324529621806715	6.822901051891415	22.109412424875387	0.6923557893966633	0.41834038	-4.509853197456221	-3.275899165006211	null
"GO:0050794"	"regulation of cellular process"	-3.012301745012332	6.787256456978506	20.367259674616214	0.6864263138623854	0.73340808	null	null	50789
"GO:0051090"	"regulation of DNA-binding transcription factor activity"	-2.640015536589997	4.304792016492227	0.06705739881315086	0.7636042298314959	0.31433638	-4.892112710931752	-1.1778673001532896	null
"GO:0051246"	"regulation of protein metabolic process"	-2.454723495568813	5.803854354342801	2.1160693002465862	0.706479584898674	0.42459932	-5.143418399474374	-2.458228189358433	null
"GO:0051603"	"proteolysis involved in protein catabolic process"	-2.3240028894883085	5.4623950027542705	0.963983764616929	0.89930862166155	0.30176002	1.3269944169127283	4.152282897054817	null
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	-1.3988583652555289	5.369531255941311	0.7784049979019839	0.8960737058540469	0.93384927	null	null	51603
"GO:0019941"	"modification-dependent protein catabolic process"	-1.3702215530482087	5.390387480317279	0.8166988180738721	0.8956352786996502	0.98473975	null	null	51603
"GO:0030163"	"protein catabolic process"	-1.8644417068748365	5.530427674986623	1.1274638059410136	0.9020356807569039	0.84427497	null	null	51603
"GO:0043632"	"modification-dependent macromolecule catabolic process"	-1.4681688571692784	5.394791278377909	0.8250224053751228	0.9127032224384599	0.77800816	null	null	51603
"GO:0044265"	"cellular macromolecule catabolic process"	-1.9701947067013008	5.6485229628300315	1.4797835721040555	0.9111704521439623	0.82933933	null	null	51603
"GO:0060255"	"regulation of macromolecule metabolic process"	-4.104380657068252	6.583168383630894	12.73047137332509	0.650557540581918	0.63687644	-4.902898014263378	-2.7547248743488497	null
"GO:0010468"	"regulation of gene expression"	-3.2690123306322056	6.5545506958384285	11.918642385681064	0.6518729402422752	0.84821311	null	null	60255
"GO:0019219"	"regulation of nucleobase-containing compound metabolic process"	-1.3988583652555289	6.4924741630898275	10.331187361390581	0.650571090147887	0.82022055	null	null	60255
"GO:0031323"	"regulation of cellular metabolic process"	-3.107644286663243	6.560696370355389	12.088501406250794	0.647447954132063	0.85108871	null	null	60255
"GO:0051171"	"regulation of nitrogen compound metabolic process"	-3.1393097886775045	6.56510593438227	12.21186601165176	0.652209645967584	0.85316402	null	null	60255
"GO:0051252"	"regulation of RNA metabolic process"	-1.8492751558288902	6.483510557699687	10.120142539438064	0.6498693549574776	0.81633047	null	null	60255
"GO:0080090"	"regulation of primary metabolic process"	-2.9016822730908296	6.567400122241073	12.276546667285839	0.6520007112956028	0.85424775	null	null	60255
"GO:0060333"	"type II interferon-mediated signaling pathway"	-2.454723495568813	2.8095597146352675	0.002140730919331242	0.5989062232601416	0.66994258	1.018071810286979	-5.488007378196439	null
"GO:0060759"	"regulation of response to cytokine stimulus"	-5.130709595790601	3.805228914203426	0.021224482794922332	0.6633935369910072	0.5656501	-5.0664431623802235	-6.104997101228239	null
"GO:0065007"	"biological regulation"	-5.1696276618209716	6.837982028577845	22.890652894010586	1	-0	3.6788657207414324	1.3703627599266266	null
"GO:0065009"	"regulation of molecular function"	-1.3160415112026114	5.396216788290972	0.8277348843039647	0.7798840570561463	0.26074912	-5.14303023995138	-3.7198571692543654	null
"GO:0070212"	"protein poly-ADP-ribosylation"	-3.595596345192827	2.4424797690644486	0.000917456108284818	0.9624969571252021	-0	-2.1051897765037677	5.241682675071924	null
"GO:0070647"	"protein modification by small protein conjugation or removal"	-2.454723495568813	5.6421191237640835	1.4581236300693314	0.9342493072514574	0.27777944	-0.7877923624483618	5.131668882181934	null
"GO:0070670"	"response to interleukin-4"	-2.2083144516897764	3.0663259253620376	0.0038692714132011895	0.8066307942239431	0.65962995	3.7082526363750827	-6.117357877794789	null
"GO:0071226"	"cellular response to molecule of fungal origin"	-1.3821808116800853	2.5921767573958667	0.0012964053704024603	0.7968147375313024	0.42845148	3.6462358729628064	-5.801431771293407	null
"GO:0071310"	"cellular response to organic substance"	-2.607830850510264	5.340166394886077	0.7275127768228515	0.7481554460169801	0.68248473	2.739337806743714	-6.136699704412714	null
"GO:0006986"	"response to unfolded protein"	-2.445103557413603	4.241969611913073	0.05802577473268038	0.769439138091584	0.96132751	null	null	71310
"GO:0030968"	"endoplasmic reticulum unfolded protein response"	-1.769492394074268	3.980821166644336	0.03180182097087266	0.625598884948169	0.92454561	null	null	71310
"GO:0034097"	"response to cytokine"	-1.707626552049211	4.776359714653455	0.1986225992109944	0.776203301565563	0.80194147	null	null	71310
"GO:0034620"	"cellular response to unfolded protein"	-1.8886574584855806	4.0327396052094935	0.03584062231712648	0.7647887450093686	0.95828602	null	null	71310
"GO:0035966"	"response to topologically incorrect protein"	-2.607830850510264	4.320727726644173	0.06956378252926228	0.7772552489698109	0.7329429	null	null	71310
"GO:0035967"	"cellular response to topologically incorrect protein"	-2.445103557413603	4.150019201915149	0.046953143222909624	0.7614895304464863	0.71005311	null	null	71310
"GO:0071359"	"cellular response to dsRNA"	-4.70910566892077	2.9180303367848803	0.002749044208520089	0.8046039821243632	0.63108503	3.4302975722261526	-6.301715702543045	null
"GO:0043330"	"response to exogenous dsRNA"	-1.8644417068748365	3.244524511570084	0.0058338241668110715	0.807076725041259	0.94869736	null	null	71359
"GO:0071360"	"cellular response to exogenous dsRNA"	-1.5505055113872213	2.7965743332104296	0.0020775727089783016	0.8072956919597305	0.90267539	null	null	71359
"GO:0090304"	"nucleic acid metabolic process"	-2.024412966999235	6.756619146851685	18.979959667166867	0.9379644559605821	0.33135204	0.8463891696172142	4.77371342876738	null
"GO:0097696"	"receptor signaling pathway via STAT"	-1.4681688571692784	3.504742636271688	0.010623875804631444	0.7110762004526799	0.49170949	-0.3695940236209601	-5.5311382521526005	null
"GO:0098542"	"defense response to other organism"	-7.2276196087986575	5.2995203730992255	0.6625130060206728	0.7834453316993266	0.60059007	2.800517878237224	-6.808770901852906	null
"GO:0006955"	"immune response"	-3.0126102613581263	5.078159452937457	0.3979532352012086	0.772456793892204	0.87109224	null	null	98542
