group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
cgamp	GO:0002831	regulation of response to biotic stimulu...	391	117	55.86	3.4e-16	7.401e-13	BP
cgamp	GO:0006952	defense response	915	218	130.71	3.5e-16	7.401e-13	BP
cgamp	GO:0031347	regulation of defense response	482	134	68.86	1.6e-15	2.9604e-12	BP
cgamp	GO:0009607	response to biotic stimulus	945	220	135	3.8e-15	5.05735e-12	BP
cgamp	GO:0043207	response to external biotic stimulus	923	216	131.86	4e-15	5.05735e-12	BP
cgamp	GO:0051707	response to other organism	923	216	131.86	4e-15	5.05735e-12	BP
cgamp	GO:0034976	response to endoplasmic reticulum stress	232	80	33.14	4.1e-15	5.05735e-12	BP
cgamp	GO:0006508	proteolysis	1193	261	170.43	2e-14	2.27723076923077e-11	BP
cgamp	GO:0050789	regulation of biological process	6269	1018	895.57	2.7e-14	2.85467142857143e-11	BP
cgamp	GO:0006955	immune response	1032	232	147.43	3.8e-14	3.74984e-11	BP
cgamp	GO:0010033	response to organic substance	2172	421	310.29	4.8e-14	4.4406e-11	BP
cgamp	GO:0002253	activation of immune response	261	84	37.29	7.4e-14	6.33196666666667e-11	BP
cgamp	GO:0044267	cellular protein metabolic process	3418	612	488.29	7.7e-14	6.33196666666667e-11	BP
cgamp	GO:0002682	regulation of immune system process	849	198	121.29	1e-13	7.79052631578947e-11	BP
cgamp	GO:0071310	cellular response to organic substance	1699	343	242.71	1.1e-13	8.07381818181818e-11	BP
cgamp	GO:0006464	cellular protein modification process	2630	491	375.71	1.2e-13	8.07381818181818e-11	BP
cgamp	GO:0036211	protein modification process	2630	491	375.71	1.2e-13	8.07381818181818e-11	BP
cgamp	GO:0050794	regulation of cellular process	5924	968	846.29	1.4e-13	9.00991304347826e-11	BP
cgamp	GO:0045087	innate immune response	484	129	69.14	1.8e-13	1.11015e-10	BP
cgamp	GO:0002376	immune system process	1656	334	236.57	3.1e-13	1.835448e-10	BP
cgamp	GO:0051603	proteolysis involved in cellular protein...	530	137	75.71	3.9e-13	2.2203e-10	BP
cgamp	GO:0071356	cellular response to tumor necrosis fact...	86	40	12.29	6.3e-13	3.4538e-10	BP
cgamp	GO:0065007	biological regulation	6797	1081	971	6.9e-13	3.64763571428571e-10	BP
cgamp	GO:0006511	ubiquitin-dependent protein catabolic pr...	454	121	64.86	1.1e-12	5.61455172413793e-10	BP
cgamp	GO:0045088	regulation of innate immune response	311	92	44.43	1.2e-12	5.9208e-10	BP
cgamp	GO:0019941	modification-dependent protein catabolic...	456	121	65.14	1.5e-12	7.16225806451613e-10	BP
cgamp	GO:0030163	protein catabolic process	680	163	97.14	2e-12	9.25125e-10	BP
cgamp	GO:0002697	regulation of immune effector process	244	77	34.86	2.6e-12	1.16621818181818e-09	BP
cgamp	GO:0043632	modification-dependent macromolecule cat...	465	122	66.43	2.8e-12	1.21898823529412e-09	BP
cgamp	GO:0032446	protein modification by small protein co...	593	146	84.71	3.7e-12	1.56478285714286e-09	BP
cgamp	GO:0034612	response to tumor necrosis factor	105	44	15	3.9e-12	1.60355e-09	BP
cgamp	GO:0044257	cellular protein catabolic process	573	142	81.86	4.5e-12	1.80024324324324e-09	BP
cgamp	GO:0019538	protein metabolic process	3725	648	532.14	4.7e-12	1.83077368421053e-09	BP
cgamp	GO:0035966	response to topologically incorrect prot...	146	54	20.86	5.7e-12	2.16336923076923e-09	BP
cgamp	GO:0016192	vesicle-mediated transport	1421	288	203	1.4e-11	5.05434146341464e-09	BP
cgamp	GO:0043412	macromolecule modification	2791	505	398.71	1.4e-11	5.05434146341464e-09	BP
cgamp	GO:0016567	protein ubiquitination	566	139	80.86	1.6e-11	5.50772093023256e-09	BP
cgamp	GO:0048583	regulation of response to stimulus	2578	472	368.29	1.6e-11	5.50772093023256e-09	BP
cgamp	GO:0033209	tumor necrosis factor-mediated signaling...	46	26	6.57	2.7e-11	9.00991304347826e-09	BP
cgamp	GO:0002764	immune response-regulating signaling pat...	288	84	41.14	2.8e-11	9.00991304347826e-09	BP
cgamp	GO:0050778	positive regulation of immune response	382	103	54.57	2.8e-11	9.00991304347826e-09	BP
cgamp	GO:0002758	innate immune response-activating signal...	91	39	13	2.9e-11	9.13314893617021e-09	BP
cgamp	GO:0032101	regulation of response to external stimu...	814	183	116.29	3.1e-11	9.559625e-09	BP
cgamp	GO:0051246	regulation of protein metabolic process	1817	350	259.57	4.6e-11	1.38957551020408e-08	BP
cgamp	GO:0048518	positive regulation of biological proces...	3837	658	548.14	6.1e-11	1.805844e-08	BP
cgamp	GO:0035967	cellular response to topologically incor...	128	47	18.29	1.8e-10	5.22423529411765e-08	BP
cgamp	GO:0007032	endosome organization	70	32	10	2.3e-10	6.54703846153846e-08	BP
cgamp	GO:0070887	cellular response to chemical stimulus	2061	385	294.43	2.5e-10	6.98207547169811e-08	BP
cgamp	GO:0044265	cellular macromolecule catabolic process	909	196	129.86	2.7e-10	7.401e-08	BP
cgamp	GO:0002684	positive regulation of immune system pro...	524	127	74.86	3.2e-10	8.61207272727273e-08	BP
cgamp	GO:0050688	regulation of defense response to virus	90	37	12.86	3.9e-10	1.03085357142857e-07	BP
cgamp	GO:0032268	regulation of cellular protein metabolic...	1706	327	243.71	4.9e-10	1.27245263157895e-07	BP
cgamp	GO:0080134	regulation of response to stress	1043	217	149	7.8e-10	1.99061379310345e-07	BP
cgamp	GO:0002757	immune response-activating signal transd...	214	65	30.57	8.2e-10	2.05722711864407e-07	BP
cgamp	GO:0001816	cytokine production	357	94	51	8.4e-10	2.07228e-07	BP
cgamp	GO:0031349	positive regulation of defense response	277	78	39.57	9e-10	2.18390163934426e-07	BP
cgamp	GO:0001817	regulation of cytokine production	322	87	46	9.3e-10	2.2203e-07	BP
cgamp	GO:0048522	positive regulation of cellular process	3549	608	507	1e-09	2.3128125e-07	BP
cgamp	GO:0051716	cellular response to stimulus	4350	725	621.43	1e-09	2.3128125e-07	BP
cgamp	GO:0007166	cell surface receptor signaling pathway	1769	335	252.71	1.2e-09	2.73267692307692e-07	BP
cgamp	GO:0038093	Fc receptor signaling pathway	78	33	11.14	1.4e-09	3.13981818181818e-07	BP
cgamp	GO:0036503	ERAD pathway	86	35	12.29	1.6e-09	3.53480597014925e-07	BP
cgamp	GO:0000209	protein polyubiquitination	209	63	29.86	2.1e-09	4.57120588235294e-07	BP
cgamp	GO:0006897	endocytosis	561	131	80.14	2.2e-09	4.65205714285714e-07	BP
cgamp	GO:0002221	pattern recognition receptor signaling p...	141	48	20.14	2.2e-09	4.65205714285714e-07	BP
cgamp	GO:0009057	macromolecule catabolic process	1086	222	155.14	2.5e-09	5.21197183098592e-07	BP
cgamp	GO:0007154	cell communication	3669	623	524.14	2.7e-09	5.55075e-07	BP
cgamp	GO:0010498	proteasomal protein catabolic process	396	100	56.57	2.8e-09	5.67747945205479e-07	BP
cgamp	GO:0045089	positive regulation of innate immune res...	223	65	31.86	5.2e-09	1.026272e-06	BP
cgamp	GO:0019221	cytokine-mediated signaling pathway	292	79	41.71	5.2e-09	1.026272e-06	BP
cgamp	GO:0006950	response to stress	2867	501	409.57	6.3e-09	1.22700789473684e-06	BP
cgamp	GO:0002252	immune effector process	722	158	103.14	6.4e-09	1.2302961038961e-06	BP
cgamp	GO:0051247	positive regulation of protein metabolic...	1089	220	155.57	8.7e-09	1.65099230769231e-06	BP
cgamp	GO:0002833	positive regulation of response to bioti...	246	69	35.14	1e-08	1.87367088607595e-06	BP
cgamp	GO:0007029	endoplasmic reticulum organization	68	29	9.71	1.1e-08	2.035275e-06	BP
cgamp	GO:0009966	regulation of signal transduction	1921	353	274.43	1.5e-08	2.74111111111111e-06	BP
cgamp	GO:0042221	response to chemical	3054	526	436.29	1.9e-08	3.42973170731707e-06	BP
cgamp	GO:0023052	signaling	3610	608	515.71	2.4e-08	4.22914285714286e-06	BP
cgamp	GO:0006986	response to unfolded protein	128	43	18.29	2.4e-08	4.22914285714286e-06	BP
cgamp	GO:0009605	response to external stimulus	2122	383	303.14	2.6e-08	4.5276705882353e-06	BP
cgamp	GO:0060255	regulation of macromolecule metabolic pr...	3576	602	510.86	3.3e-08	5.67983720930233e-06	BP
cgamp	GO:0071345	cellular response to cytokine stimulus	558	126	79.71	3.8e-08	6.46524137931035e-06	BP
cgamp	GO:0007165	signal transduction	3266	555	466.57	4.7e-08	7.90561363636364e-06	BP
cgamp	GO:0032479	regulation of type I interferon producti...	92	34	13.14	5e-08	8.22333333333333e-06	BP
cgamp	GO:0032606	type I interferon production	92	34	13.14	5e-08	8.22333333333333e-06	BP
cgamp	GO:0071359	cellular response to dsRNA	68	28	9.71	5.1e-08	8.29562637362637e-06	BP
cgamp	GO:0016050	vesicle organization	338	85	48.29	5.5e-08	8.84902173913044e-06	BP
cgamp	GO:0032270	positive regulation of cellular protein ...	1034	207	147.71	5.6e-08	8.91303225806452e-06	BP
cgamp	GO:0070646	protein modification by small protein re...	231	64	33	5.8e-08	9.13314893617021e-06	BP
cgamp	GO:0002230	positive regulation of defense response ...	33	18	4.71	6.8e-08	1.05951157894737e-05	BP
cgamp	GO:0043331	response to dsRNA	73	29	10.43	7.6e-08	1.171825e-05	BP
cgamp	GO:0034097	response to cytokine	616	135	88	8.2e-08	1.25130309278351e-05	BP
cgamp	GO:0019222	regulation of metabolic process	3937	652	562.43	8.5e-08	1.28384693877551e-05	BP
cgamp	GO:0016579	protein deubiquitination	209	59	29.86	9.4e-08	1.40544242424242e-05	BP
cgamp	GO:0034613	cellular protein localization	1318	252	188.29	1.1e-07	1.62822e-05	BP
cgamp	GO:0050896	response to stimulus	5464	869	780.57	1.2e-07	1.75865346534653e-05	BP
cgamp	GO:0031399	regulation of protein modification proce...	1142	223	163.14	1.3e-07	1.86821359223301e-05	BP
cgamp	GO:0010256	endomembrane system organization	436	102	62.29	1.3e-07	1.86821359223301e-05	BP
cgamp	GO:0050691	regulation of defense response to virus ...	41	20	5.86	1.5e-07	2.13490384615385e-05	BP
cgamp	GO:0010803	regulation of tumor necrosis factor-medi...	25	15	3.57	1.6e-07	2.25554285714286e-05	BP
cgamp	GO:0060627	regulation of vesicle-mediated transport	389	93	55.57	1.7e-07	2.37390566037736e-05	BP
cgamp	GO:0006886	intracellular protein transport	735	154	105	2e-07	2.76672897196262e-05	BP
cgamp	GO:0031323	regulation of cellular metabolic process	3520	588	502.86	2.1e-07	2.87816666666667e-05	BP
cgamp	GO:0046907	intracellular transport	1441	270	205.86	2.4e-07	3.25915596330275e-05	BP
cgamp	GO:0043161	proteasome-mediated ubiquitin-dependent ...	360	87	51.43	2.6e-07	3.49865454545455e-05	BP
cgamp	GO:0007391	dorsal closure	107	36	15.29	3.1e-07	4.13389189189189e-05	BP
cgamp	GO:0080090	regulation of primary metabolic process	3402	569	486	3.4e-07	4.49346428571429e-05	BP
cgamp	GO:0001819	positive regulation of cytokine producti...	177	51	25.29	3.5e-07	4.58469026548673e-05	BP
cgamp	GO:0051171	regulation of nitrogen compound metaboli...	3290	552	470	3.9e-07	5.01980869565217e-05	BP
cgamp	GO:0048584	positive regulation of response to stimu...	1455	271	207.86	3.9e-07	5.01980869565217e-05	BP
cgamp	GO:0034620	cellular response to unfolded protein	108	36	15.43	4.1e-07	5.23174137931034e-05	BP
cgamp	GO:0001959	regulation of cytokine-mediated signalin...	100	34	14.29	5e-07	6.32564102564103e-05	BP
cgamp	GO:0045862	positive regulation of proteolysis	334	81	47.71	5.8e-07	7.2755593220339e-05	BP
cgamp	GO:0060759	regulation of response to cytokine stimu...	105	35	15	5.9e-07	7.33880672268908e-05	BP
cgamp	GO:0006457	protein folding	180	51	25.71	6.1e-07	7.52435e-05	BP
cgamp	GO:0010604	positive regulation of macromolecule met...	2281	398	325.86	7.5e-07	9.17479338842975e-05	BP
cgamp	GO:0048523	negative regulation of cellular process	3080	518	440	9e-07	0.000109195081967213	BP
cgamp	GO:0038095	Fc-epsilon receptor signaling pathway	45	20	6.43	9.7e-07	0.000116731219512195	BP
cgamp	GO:0009893	positive regulation of metabolic process	2420	418	345.71	1.1e-06	0.000128206299212598	BP
cgamp	GO:0048519	negative regulation of biological proces...	3456	573	493.71	1.1e-06	0.000128206299212598	BP
cgamp	GO:0051090	regulation of DNA-binding transcription ...	291	72	41.57	1.1e-06	0.000128206299212598	BP
cgamp	GO:0032501	multicellular organismal process	5204	825	743.43	1.1e-06	0.000128206299212598	BP
cgamp	GO:0030968	endoplasmic reticulum unfolded protein r...	90	31	12.86	1.2e-06	0.000136633846153846	BP
cgamp	GO:0010468	regulation of gene expression	2705	461	386.43	1.2e-06	0.000136633846153846	BP
cgamp	GO:0019730	antimicrobial humoral response	69	26	9.86	1.2e-06	0.000136633846153846	BP
cgamp	GO:0032103	positive regulation of response to exter...	428	97	61.14	1.3e-06	0.000146890076335878	BP
cgamp	GO:0002224	toll-like receptor signaling pathway	113	36	16.14	1.4e-06	0.000155810526315789	BP
cgamp	GO:0007249	I-kappaB kinase/NF-kappaB signaling	113	36	16.14	1.4e-06	0.000155810526315789	BP
cgamp	GO:0070536	protein K63-linked deubiquitination	32	16	4.57	1.7e-06	0.000187786567164179	BP
cgamp	GO:0042742	defense response to bacterium	211	56	30.14	1.8e-06	0.000195908823529412	BP
cgamp	GO:0009968	negative regulation of signal transducti...	929	182	132.71	1.8e-06	0.000195908823529412	BP
cgamp	GO:0031325	positive regulation of cellular metaboli...	2144	374	306.29	2e-06	0.000216087591240876	BP
cgamp	GO:0006915	apoptotic process	1289	240	184.14	2.2e-06	0.000235973913043478	BP
cgamp	GO:0001932	regulation of protein phosphorylation	854	169	122	2.4e-06	0.000255574100719424	BP
cgamp	GO:0045184	establishment of protein localization	1297	241	185.29	2.5e-06	0.000262446808510638	BP
cgamp	GO:0098657	import into cell	525	113	75	2.5e-06	0.000262446808510638	BP
cgamp	GO:0009615	response to virus	229	59	32.71	2.7e-06	0.000281446478873239	BP
cgamp	GO:0051788	response to misfolded protein	23	13	3.29	2.8e-06	0.00028387397260274	BP
cgamp	GO:0071218	cellular response to misfolded protein	23	13	3.29	2.8e-06	0.00028387397260274	BP
cgamp	GO:0061024	membrane organization	701	143	100.14	2.8e-06	0.00028387397260274	BP
cgamp	GO:0016197	endosomal transport	214	56	30.57	2.8e-06	0.00028387397260274	BP
cgamp	GO:0048585	negative regulation of response to stimu...	1153	217	164.71	3.5e-06	0.000347697986577181	BP
cgamp	GO:0001700	embryonic development via the syncytial ...	160	45	22.86	3.5e-06	0.000347697986577181	BP
cgamp	GO:0010646	regulation of cell communication	2201	381	314.43	3.5e-06	0.000347697986577181	BP
cgamp	GO:0002768	immune response-regulating cell surface ...	180	49	25.71	3.6e-06	0.000355248	BP
cgamp	GO:1901565	organonitrogen compound catabolic proces...	1000	192	142.86	3.7e-06	0.000362698013245033	BP
cgamp	GO:0070727	cellular macromolecule localization	1405	257	200.71	3.8e-06	0.00037005	BP
cgamp	GO:0045621	positive regulation of lymphocyte differ...	41	18	5.86	4.2e-06	0.000406329411764706	BP
cgamp	GO:0006909	phagocytosis	238	60	34	4.7e-06	0.000451749350649351	BP
cgamp	GO:0008219	cell death	1536	277	219.43	4.9e-06	0.000467934193548387	BP
cgamp	GO:0030162	regulation of proteolysis	538	114	76.86	5e-06	0.000474423076923077	BP
cgamp	GO:1901800	positive regulation of proteasomal prote...	124	37	17.71	5.7e-06	0.000537397452229299	BP
cgamp	GO:0035666	TRIF-dependent toll-like receptor signal...	10	8	1.43	5.9e-06	0.000549256603773585	BP
cgamp	GO:0015031	protein transport	1224	227	174.86	5.9e-06	0.000549256603773585	BP
cgamp	GO:0009896	positive regulation of catabolic process	494	106	70.57	6.1e-06	0.000557359259259259	BP
cgamp	GO:0002832	negative regulation of response to bioti...	101	32	14.43	6.1e-06	0.000557359259259259	BP
cgamp	GO:0012501	programmed cell death	1369	250	195.57	6.1e-06	0.000557359259259259	BP
cgamp	GO:0044260	cellular macromolecule metabolic process	4975	786	710.71	7e-06	0.000635668711656442	BP
cgamp	GO:0023051	regulation of signaling	2217	381	316.71	7.4e-06	0.00066789512195122	BP
cgamp	GO:0032502	developmental process	4823	764	689	7.8e-06	0.000699730909090909	BP
cgamp	GO:0097039	protein linear polyubiquitination	6	6	0.86	8.4e-06	0.00074901686746988	BP
cgamp	GO:0051248	negative regulation of protein metabolic...	769	152	109.86	8.6e-06	0.000762258682634731	BP
cgamp	GO:0048870	cell motility	1174	218	167.71	8.7e-06	0.000766532142857143	BP
cgamp	GO:0051173	positive regulation of nitrogen compound...	2045	354	292.14	9.2e-06	0.000805789349112426	BP
cgamp	GO:0036257	multivesicular body organization	25	13	3.57	9.5e-06	0.000822333333333333	BP
cgamp	GO:0038083	peptidyl-tyrosine autophosphorylation	43	18	6.14	9.5e-06	0.000822333333333333	BP
cgamp	GO:0071347	cellular response to interleukin-1	76	26	10.86	9.6e-06	0.000826158139534884	BP
cgamp	GO:0045732	positive regulation of protein catabolic...	217	55	31	9.7e-06	0.000829938728323699	BP
cgamp	GO:0002756	MyD88-independent toll-like receptor sig...	13	9	1.86	1e-05	0.000845828571428572	BP
cgamp	GO:0006379	mRNA cleavage	32	15	4.57	1e-05	0.000845828571428572	BP
cgamp	GO:0050851	antigen receptor-mediated signaling path...	90	29	12.86	1.1e-05	0.000925125	BP
cgamp	GO:0045582	positive regulation of T cell differenti...	36	16	5.14	1.2e-05	0.0009868	BP
cgamp	GO:0019220	regulation of phosphate metabolic proces...	1074	201	153.43	1.2e-05	0.0009868	BP
cgamp	GO:0051174	regulation of phosphorus metabolic proce...	1074	201	153.43	1.2e-05	0.0009868	BP
cgamp	GO:0045580	regulation of T cell differentiation	64	23	9.14	1.2e-05	0.0009868	BP
cgamp	GO:0042886	amide transport	1268	232	181.14	1.3e-05	0.00104014054054054	BP
cgamp	GO:0038061	NIK/NF-kappaB signaling	77	26	11	1.3e-05	0.00104014054054054	BP
cgamp	GO:0051607	defense response to virus	193	50	27.57	1.3e-05	0.00104014054054054	BP
cgamp	GO:0140546	defense response to symbiont	193	50	27.57	1.3e-05	0.00104014054054054	BP
