group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
up	GO:0050919	negative chemotaxis	52	7	0.78	1.1e-05	0.00140363793103448	BP
up	GO:0080090	regulation of primary metabolic process	3402	76	50.73	1.1e-05	0.00140363793103448	BP
up	GO:0034341	response to interferon-gamma	95	9	1.42	1.1e-05	0.00140363793103448	BP
up	GO:0002335	mature B cell differentiation	11	4	0.16	1.4e-05	0.00177117948717949	BP
up	GO:0043367	CD4-positive, alpha-beta T cell differen...	23	5	0.34	1.9e-05	0.00236334453781513	BP
up	GO:0051247	positive regulation of protein metabolic...	1089	34	16.24	1.9e-05	0.00236334453781513	BP
up	GO:0002252	immune effector process	722	26	10.77	2.1e-05	0.00252717073170732	BP
up	GO:1903508	positive regulation of nucleic acid-temp...	1045	33	15.58	2.1e-05	0.00252717073170732	BP
up	GO:1902680	positive regulation of RNA biosynthetic ...	1046	33	15.6	2.1e-05	0.00252717073170732	BP
up	GO:0031323	regulation of cellular metabolic process	3520	77	52.49	2.1e-05	0.00252717073170732	BP
up	GO:0030422	production of siRNA involved in post-tra...	24	5	0.36	2.3e-05	0.00274553225806452	BP
up	GO:0034654	nucleobase-containing compound biosynthe...	2441	59	36.4	2.4e-05	0.002841984	BP
up	GO:1902532	negative regulation of intracellular sig...	440	19	6.56	2.8e-05	0.00326343307086614	BP
up	GO:0006950	response to stress	2867	66	42.76	2.8e-05	0.00326343307086614	BP
up	GO:0019222	regulation of metabolic process	3937	83	58.71	3e-05	0.00346921875	BP
up	GO:0048583	regulation of response to stimulus	2578	61	38.45	3.1e-05	0.00355706976744186	BP
up	GO:0002315	marginal zone B cell differentiation	5	3	0.07	3.2e-05	0.00364356923076923	BP
up	GO:0010160	formation of animal organ boundary	43	6	0.64	3.8e-05	0.00429370992366412	BP
up	GO:0006351	transcription, DNA-templated	1968	50	29.35	4e-05	0.00448545454545455	BP
up	GO:0050731	positive regulation of peptidyl-tyrosine...	112	9	1.67	4.2e-05	0.00467431578947368	BP
up	GO:0032270	positive regulation of cellular protein ...	1034	32	15.42	4.3e-05	0.00468004411764706	BP
up	GO:0035710	CD4-positive, alpha-beta T cell activati...	27	5	0.4	4.3e-05	0.00468004411764706	BP
up	GO:0048859	formation of anatomical boundary	64	7	0.95	4.3e-05	0.00468004411764706	BP
up	GO:0042307	positive regulation of protein import in...	44	6	0.66	4.4e-05	0.00475392700729927	BP
up	GO:0001708	cell fate specification	203	12	3.03	4.9e-05	0.00525578260869565	BP
up	GO:0097659	nucleic acid-templated transcription	1985	50	29.6	5e-05	0.00532446043165468	BP
up	GO:0051254	positive regulation of RNA metabolic pro...	1195	35	17.82	5.4e-05	0.00570934285714286	BP
up	GO:0032774	RNA biosynthetic process	1992	50	29.71	5.5e-05	0.00577382978723404	BP
up	GO:1902456	regulation of stomatal opening	15	4	0.22	5.7e-05	0.0059000979020979	BP
up	GO:1990069	stomatal opening	15	4	0.22	5.7e-05	0.0059000979020979	BP
up	GO:0048584	positive regulation of response to stimu...	1455	40	21.7	5.8e-05	0.00596191666666667	BP
up	GO:0048522	positive regulation of cellular process	3549	76	52.93	5.9e-05	0.00602288275862069	BP
up	GO:1900424	regulation of defense response to bacter...	47	6	0.7	6.4e-05	0.00644440816326531	BP
up	GO:1904591	positive regulation of protein import	47	6	0.7	6.4e-05	0.00644440816326531	BP
up	GO:0051252	regulation of RNA metabolic process	2061	51	30.74	6.6e-05	0.00660089189189189	BP
up	GO:1900182	positive regulation of protein localizat...	69	7	1.03	7.1e-05	0.00705330201342282	BP
up	GO:0002294	CD4-positive, alpha-beta T cell differen...	16	4	0.24	7.5e-05	0.00735198675496689	BP
up	GO:0042093	T-helper cell differentiation	16	4	0.24	7.5e-05	0.00735198675496689	BP
up	GO:2000112	regulation of cellular macromolecule bio...	2188	53	32.63	7.8e-05	0.00759576315789474	BP
up	GO:0033564	anterior/posterior axon guidance	31	5	0.46	8.6e-05	0.00832007843137255	BP
up	GO:0018130	heterocycle biosynthetic process	2553	59	38.07	9.7e-05	0.00908730379746835	BP
up	GO:0002287	alpha-beta T cell activation involved in...	17	4	0.25	9.7e-05	0.00908730379746835	BP
up	GO:0002293	alpha-beta T cell differentiation involv...	17	4	0.25	9.7e-05	0.00908730379746835	BP
up	GO:1901483	regulation of transcription factor catab...	17	4	0.25	9.7e-05	0.00908730379746835	BP
up	GO:1901485	positive regulation of transcription fac...	17	4	0.25	9.7e-05	0.00908730379746835	BP
up	GO:0019438	aromatic compound biosynthetic process	2558	59	38.15	1e-04	0.00930943396226415	BP
up	GO:0035156	fusion cell fate specification	7	3	0.1	0.00011	0.0100507407407407	BP
up	GO:0042832	defense response to protozoan	7	3	0.1	0.00011	0.0100507407407407	BP
up	GO:1903863	P granule assembly	7	3	0.1	0.00011	0.0100507407407407	BP
up	GO:0051865	protein autoubiquitination	100	8	1.49	0.00012	0.0107650909090909	BP
up	GO:0002460	adaptive immune response based on somati...	128	9	1.91	0.00012	0.0107650909090909	BP
up	GO:0002292	T cell differentiation involved in immun...	18	4	0.27	0.00012	0.0107650909090909	BP
up	GO:0045935	positive regulation of nucleobase-contai...	1313	36	19.58	0.00016	0.0142669879518072	BP
up	GO:0010628	positive regulation of gene expression	1473	39	21.97	0.00017	0.014802	BP
up	GO:1901362	organic cyclic compound biosynthetic pro...	2661	60	39.68	0.00017	0.014802	BP
up	GO:0001562	response to protozoan	8	3	0.12	0.00017	0.014802	BP
up	GO:0032733	positive regulation of interleukin-10 pr...	8	3	0.12	0.00017	0.014802	BP
up	GO:0010556	regulation of macromolecule biosynthetic...	2258	53	33.67	0.00019	0.0164466666666667	BP
up	GO:0032092	positive regulation of protein binding	81	7	1.21	2e-04	0.0171121387283237	BP
up	GO:0035262	gonad morphogenesis	37	5	0.55	2e-04	0.0171121387283237	BP
up	GO:0051246	regulation of protein metabolic process	1817	45	27.1	0.00022	0.0180913333333333	BP
up	GO:0002266	follicular dendritic cell activation	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0002268	follicular dendritic cell differentiatio...	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0002783	antifungal peptide biosynthetic process	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0002810	regulation of antifungal peptide biosynt...	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0006967	positive regulation of antifungal peptid...	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0034115	negative regulation of heterotypic cell-...	2	2	0.03	0.00022	0.0180913333333333	BP
up	GO:0036369	transcription factor catabolic process	21	4	0.31	0.00023	0.0187058241758242	BP
up	GO:0035456	response to interferon-beta	59	6	0.88	0.00023	0.0187058241758242	BP
up	GO:0002467	germinal center formation	9	3	0.13	0.00026	0.0210301639344262	BP
up	GO:0016567	protein ubiquitination	566	20	8.44	0.00027	0.0216029189189189	BP
up	GO:0051716	cellular response to stimulus	4350	86	64.87	0.00027	0.0216029189189189	BP
up	GO:0002250	adaptive immune response	143	9	2.13	0.00028	0.022163422459893	BP
up	GO:0003002	regionalization	704	23	10.5	0.00028	0.022163422459893	BP
up	GO:0071356	cellular response to tumor necrosis fact...	86	7	1.28	0.00029	0.0227120634920635	BP
up	GO:0051091	positive regulation of DNA-binding trans...	176	10	2.62	0.00029	0.0227120634920635	BP
up	GO:0031047	gene silencing by RNA	177	10	2.64	0.00031	0.0240241884816754	BP
up	GO:0042742	defense response to bacterium	211	11	3.15	0.00031	0.0240241884816754	BP
up	GO:0006606	protein import into nucleus	146	9	2.18	0.00033	0.0254409375	BP
up	GO:1900425	negative regulation of defense response ...	23	4	0.34	0.00034	0.0260760621761658	BP
up	GO:0031326	regulation of cellular biosynthetic proc...	2370	54	35.34	0.00035	0.0267046391752577	BP
up	GO:0070647	protein modification by small protein co...	763	24	11.38	0.00036	0.0269127272727273	BP
up	GO:0002313	mature B cell differentiation involved i...	10	3	0.15	0.00036	0.0269127272727273	BP
up	GO:0002807	positive regulation of antimicrobial pep...	10	3	0.15	0.00036	0.0269127272727273	BP
up	GO:0042092	type 2 immune response	10	3	0.15	0.00036	0.0269127272727273	BP
up	GO:0046824	positive regulation of nucleocytoplasmic...	64	6	0.95	0.00037	0.0275213065326633	BP
up	GO:0050730	regulation of peptidyl-tyrosine phosphor...	150	9	2.24	4e-04	0.0294567164179104	BP
up	GO:0071310	cellular response to organic substance	1699	42	25.34	4e-04	0.0294567164179104	BP
up	GO:0010557	positive regulation of macromolecule bio...	1219	33	18.18	0.00041	0.0300436633663366	BP
up	GO:0046632	alpha-beta T cell differentiation	43	5	0.64	0.00042	0.0306248275862069	BP
up	GO:0042221	response to chemical	3054	65	45.54	0.00044	0.0317701463414634	BP
up	GO:0045165	cell fate commitment	500	18	7.46	0.00044	0.0317701463414634	BP
up	GO:0019219	regulation of nucleobase-containing comp...	2282	52	34.03	0.00048	0.0343234782608696	BP
up	GO:0051099	positive regulation of binding	154	9	2.3	0.00048	0.0343234782608696	BP
up	GO:0032446	protein modification by small protein co...	593	20	8.84	0.00049	0.0348700961538462	BP
up	GO:0042306	regulation of protein import into nucleu...	68	6	1.01	0.00051	0.0359477142857143	BP
up	GO:0010033	response to organic substance	2172	50	32.39	0.00051	0.0359477142857143	BP
up	GO:0070918	primary sncRNA processing	45	5	0.67	0.00052	0.0364788625592417	BP
up	GO:0010467	gene expression	3451	71	51.47	0.00054	0.0377032075471698	BP
up	GO:0032088	negative regulation of NF-kappaB transcr...	69	6	1.03	0.00055	0.038042523364486	BP
up	GO:0002922	positive regulation of humoral immune re...	26	4	0.39	0.00055	0.038042523364486	BP
up	GO:0090304	nucleic acid metabolic process	3145	66	46.9	0.00058	0.039930976744186	BP
up	GO:0006357	regulation of transcription by RNA polym...	1351	35	20.15	0.00061	0.0418019444444444	BP
up	GO:0009889	regulation of biosynthetic process	2426	54	36.18	0.00063	0.0429735483870968	BP
up	GO:0002286	T cell activation involved in immune res...	27	4	0.4	0.00064	0.0430603636363636	BP
up	GO:0070987	error-free translesion synthesis	27	4	0.4	0.00064	0.0430603636363636	BP
up	GO:1904589	regulation of protein import	71	6	1.06	0.00064	0.0430603636363636	BP
up	GO:0032653	regulation of interleukin-10 production	12	3	0.18	0.00065	0.0435352941176471	BP
up	GO:0070427	nucleotide-binding oligomerization domai...	3	2	0.04	0.00066	0.0438086098654709	BP
up	GO:0070587	regulation of cell-cell adhesion involve...	3	2	0.04	0.00066	0.0438086098654709	BP
up	GO:0071407	cellular response to organic cyclic comp...	477	17	7.11	0.00072	0.0475778571428571	BP
up	GO:0051170	import into nucleus	163	9	2.43	0.00073	0.0480242666666667	BP
up	GO:1901222	regulation of NIK/NF-kappaB signaling	73	6	1.09	0.00074	0.0484667256637168	BP
