group	kegg.id	kegg.lab	p.geomean	stat.mean	p.val	q.val	set.size	exp1
cApUp	ko04933	AGE-RAGE signaling pathway in diabetic complications	0.081820290294424	1.39995685688607	0.0818202902944241	0.530316696352749	79	0.081820290294424
cApUp	ko00983	Drug metabolism - other enzymes	0.0834781255862132	1.38873728291728	0.0834781255862132	0.53119631572641	77	0.0834781255862132
cApUp	ko05133	Pertussis	0.0855753804846228	1.37084212680789	0.0855753804846227	0.53119631572641	213	0.0855753804846228
cApUp	ko05030	Cocaine addiction	0.0883473530438183	1.35977011438617	0.0883473530438183	0.53119631572641	60	0.0883473530438183
cApUp	ko01522	Endocrine resistance	0.0889632588307765	1.35305683969544	0.0889632588307765	0.53119631572641	83	0.0889632588307765
cApUp	ko05224	Breast cancer	0.0895445217938805	1.3462331128973	0.0895445217938805	0.53119631572641	178	0.0895445217938805
cApUp	ko04217	Necroptosis	0.0937419335906927	1.31986165495546	0.0937419335906927	0.538441127738562	255	0.0937419335906927
cApUp	ko05031	Amphetamine addiction	0.0938425965487208	1.32199272946172	0.0938425965487208	0.538441127738562	101	0.0938425965487208
cApUp	ko04014	Ras signaling pathway	0.0968563662270361	1.3013004035428	0.0968563662270361	0.540121699906962	270	0.0968563662270361
cApUp	ko04062	Chemokine signaling pathway	0.0980530486770617	1.29836152920391	0.0980530486770617	0.540121699906962	80	0.0980530486770617
cApUp	ko05418	Fluid shear stress and atherosclerosis	0.0987651108401302	1.2919908312436	0.0987651108401302	0.540121699906962	134	0.0987651108401302
cApUp	ko05222	Small cell lung cancer	0.101620202500563	1.27454772110776	0.101620202500563	0.547185705772264	201	0.101620202500563
cApUp	ko01523	Antifolate resistance	0.106758143845335	1.24819756009592	0.106758143845335	0.566141671907078	95	0.106758143845335
cApUp	ko04974	Protein digestion and absorption	0.115311826649788	1.20133867041532	0.115311826649788	0.602375213842177	145	0.115311826649788
cApUp	ko05322	Systemic lupus erythematosus	0.118461355870833	1.18871944475024	0.118461355870833	0.609727566982228	61	0.118461355870833
cApUp	ko05166	Human T-cell leukemia virus 1 infection	0.125283662586416	1.15069274237078	0.125283662586416	0.635496839206459	195	0.125283662586416
cApUp	ko05165	Human papillomavirus infection	0.130814016681372	1.12334687958471	0.130814016681372	0.642513620350474	401	0.130814016681372
cApUp	ko04913	Ovarian steroidogenesis	0.131207308877697	1.12799576919838	0.131207308877697	0.642513620350474	45	0.131207308877697
cApUp	ko00480	Glutathione metabolism	0.136475984612075	1.10033082833223	0.136475984612075	0.642513620350474	76	0.136475984612075
cApUp	ko04350	TGF-beta signaling pathway	0.137502965310675	1.09656370171215	0.137502965310675	0.642513620350474	63	0.137502965310675
cApUp	ko05142	Chagas disease	0.13763715719484	1.09376116690653	0.13763715719484	0.642513620350474	111	0.13763715719484
cApUp	ko04912	GnRH signaling pathway	0.141479248121631	1.0762476926669	0.141479248121631	0.642513620350474	115	0.141479248121631
cApUp	ko04215	Apoptosis - multiple species	0.150118099207774	1.04139822813587	0.150118099207774	0.642513620350474	51	0.150118099207774
cApUp	ko04919	Thyroid hormone signaling pathway	0.151486484017866	1.03189850158474	0.151486484017866	0.642513620350474	154	0.151486484017866
cApUp	ko04972	Pancreatic secretion	0.151922279320905	1.03048977939048	0.151922279320905	0.642513620350474	118	0.151922279320905
cApUp	ko05204	Chemical carcinogenesis - DNA adducts	0.152067010110018	1.03188634904807	0.152067010110018	0.642513620350474	63	0.152067010110018
cApUp	ko05416	Viral myocarditis	0.153130326866049	1.02708184239451	0.153130326866049	0.642513620350474	67	0.153130326866049
cApUp	ko00460	Cyanoamino acid metabolism	0.153876987999723	1.03576275517959	0.153876987999723	0.642513620350474	19	0.153876987999723
cApUp	ko04115	p53 signaling pathway	0.1551354670644	1.01815983161113	0.1551354670644	0.642513620350474	80	0.1551354670644
cApUp	ko04979	Cholesterol metabolism	0.155581985152485	1.01810303893218	0.155581985152485	0.642513620350474	50	0.155581985152485
cApUp	ko05152	Tuberculosis	0.155938441513546	1.01245055576679	0.155938441513546	0.642513620350474	222	0.155938441513546
cApUp	ko05144	Malaria	0.156298663338496	1.01922424489705	0.156298663338496	0.642513620350474	31	0.156298663338496
cApUp	ko00430	Taurine and hypotaurine metabolism	0.159646631538916	1.00671205142745	0.159646631538916	0.642513620350474	25	0.159646631538916
cApUp	ko04926	Relaxin signaling pathway	0.159710528487118	0.997748612143725	0.159710528487118	0.642513620350474	124	0.159710528487118
cApUp	ko00100	Steroid biosynthesis	0.165024235351562	0.983623632460546	0.165024235351562	0.644415223147437	26	0.165024235351562
cApUp	ko04310	Wnt signaling pathway	0.166243124947791	0.97080655802962	0.166243124947791	0.644415223147437	141	0.166243124947791
cApUp	ko04916	Melanogenesis	0.168723869439436	0.961595213994933	0.168723869439436	0.644415223147437	104	0.168723869439436
cApUp	ko05140	Leishmaniasis	0.169348837140113	0.95908468544359	0.169348837140113	0.644415223147437	100	0.169348837140113
cApUp	ko04740	Olfactory transduction	0.169389144370183	0.95957930996883	0.169389144370183	0.644415223147437	83	0.169389144370183
cApUp	ko04626	Plant-pathogen interaction	0.171521859852847	0.955163685963876	0.171521859852847	0.645512375790285	35	0.171521859852847
cApUp	ko05034	Alcoholism	0.173468391089448	0.942004900529357	0.173468391089448	0.645892945545818	155	0.173468391089448
cApUp	ko04610	Complement and coagulation cascades	0.180300893435994	0.916785295728734	0.180300893435994	0.664266449501031	83	0.180300893435994
cApUp	ko04016	MAPK signaling pathway - plant	0.188439296268715	0.88985324151264	0.188439296268715	0.687018267646357	36	0.188439296268715
cApUp	ko00760	Nicotinate and nicotinamide metabolism	0.190479410346855	0.882227824121834	0.190479410346855	0.687296841457725	33	0.190479410346855
cApUp	ko00981	Insect hormone biosynthesis	0.193220504475626	0.883656852264744	0.193220504475626	0.690073230270092	13	0.193220504475626
cApUp	ko00500	Starch and sucrose metabolism	0.196409929828099	0.860073761534782	0.196409929828099	0.691661685082138	36	0.196409929828099
cApUp	ko04664	Fc epsilon RI signaling pathway	0.197763736192156	0.854410410429536	0.197763736192156	0.691661685082138	43	0.197763736192156
cApUp	ko04934	Cushing syndrome	0.199666696645549	0.8440720564368	0.199666696645549	0.691661685082138	155	0.199666696645549
cApUp	ko04910	Insulin signaling pathway	0.202231500213055	0.835061948291398	0.202231500213055	0.691661685082138	136	0.202231500213055
cApUp	ko05221	Acute myeloid leukemia	0.203749132804983	0.832973912764864	0.203749132804983	0.691661685082138	39	0.203749132804983
cApUp	ko04921	Oxytocin signaling pathway	0.20552232928155	0.823171680739559	0.20552232928155	0.691661685082138	156	0.20552232928155
cApUp	ko04520	Adherens junction	0.208575226735186	0.812717080634181	0.208575226735186	0.695250755783953	127	0.208575226735186
cApUp	ko05134	Legionellosis	0.214287252803801	0.793703999399502	0.2142872528038	0.704176807598096	80	0.2142872528038
cApUp	ko05020	Prion disease	0.215276909751418	0.790653305159182	0.215276909751418	0.704176807598096	69	0.215276909751418
cApUp	ko04011	MAPK signaling pathway - yeast	0.222114314634976	0.768542408040743	0.222114314634976	0.712989673935569	45	0.222114314634976
cApUp	ko00950	Isoquinoline alkaloid biosynthesis	0.22331285467856	0.770981349034982	0.22331285467856	0.712989673935569	17	0.22331285467856
cApUp	ko04964	Proximal tubule bicarbonate reclamation	0.225539865243373	0.758704312298974	0.225539865243373	0.712989673935569	31	0.225539865243373
cApUp	ko05217	Basal cell carcinoma	0.22611958230528	0.754232384570016	0.22611958230528	0.712989673935569	59	0.22611958230528
cApUp	ko04666	Fc gamma R-mediated phagocytosis	0.232038794857586	0.734054481837022	0.232038794857586	0.719457574329179	75	0.232038794857586
cApUp	ko04975	Fat digestion and absorption	0.232282016854849	0.734707459770669	0.232282016854849	0.719457574329179	43	0.232282016854849
cApUp	ko05100	Bacterial invasion of epithelial cells	0.237162121156184	0.717250970882206	0.237162121156184	0.728129319339163	77	0.237162121156184
cApUp	ko04962	Vasopressin-regulated water reabsorption	0.241083201279346	0.706761207314308	0.241083201279346	0.733731482154532	36	0.241083201279346
cApUp	ko05220	Chronic myeloid leukemia	0.248553154970121	0.680690656210968	0.248553154970121	0.749944864133986	78	0.248553154970121
cApUp	ko05410	Hypertrophic cardiomyopathy	0.251477954000963	0.671997912657674	0.251477954000963	0.752284477780658	58	0.251477954000963
cApUp	ko04015	Rap1 signaling pathway	0.255893342203037	0.656558378048387	0.255893342203037	0.759005676025956	238	0.255893342203037
cApUp	ko04931	Insulin resistance	0.261756155276793	0.639306259122241	0.261756155276793	0.764208107137731	88	0.261756155276793
cApUp	ko05323	Rheumatoid arthritis	0.266149312879903	0.627565819769009	0.266149312879903	0.764208107137731	41	0.266149312879903
cApUp	ko05206	MicroRNAs in cancer	0.267237304938588	0.621507595237953	0.267237304938588	0.764208107137731	353	0.267237304938588
cApUp	ko05412	Arrhythmogenic right ventricular cardiomyopathy	0.267239207973058	0.623954789695309	0.267239207973059	0.764208107137731	40	0.267239207973058
cApUp	ko04744	Phototransduction	0.268564563365546	0.621659145876481	0.268564563365546	0.764208107137731	27	0.268564563365546
cApUp	ko04725	Cholinergic synapse	0.273981121800374	0.602213027518677	0.273981121800374	0.766976437119207	76	0.273981121800374
cApUp	ko00380	Tryptophan metabolism	0.275748231255634	0.597427145291128	0.275748231255634	0.766976437119207	54	0.275748231255634
cApUp	ko04120	Ubiquitin mediated proteolysis	0.276566318088413	0.593563177253416	0.276566318088413	0.766976437119207	207	0.276566318088413
cApUp	ko01040	Biosynthesis of unsaturated fatty acids	0.278302878611827	0.592053784264763	0.278302878611827	0.766976437119207	25	0.278302878611827
cApUp	ko04927	Cortisol synthesis and secretion	0.281162198677102	0.581256629347512	0.281162198677102	0.767873685779929	59	0.281162198677102
cApUp	ko00592	alpha-Linolenic acid metabolism	0.283016301330317	0.577611568804167	0.283016301330317	0.767873685779929	27	0.283016301330317
cApUp	ko00910	Nitrogen metabolism	0.289130895371308	0.558593189902896	0.289130895371308	0.778429333691983	41	0.289130895371308
cApUp	ko04270	Vascular smooth muscle contraction	0.294057178309983	0.542176452305406	0.294057178309983	0.78564894968316	149	0.294057178309983
cApUp	ko05414	Dilated cardiomyopathy	0.296886924785814	0.534695149352475	0.296886924785814	0.787200179356326	67	0.296886924785814
cApUp	ko05340	Primary immunodeficiency	0.307183196016103	0.508276740503621	0.307183196016103	0.808376831621323	19	0.307183196016103
cApUp	ko00980	Metabolism of xenobiotics by cytochrome P450	0.310402707617824	0.496742007185764	0.310402707617824	0.810753340792824	39	0.310402707617824
cApUp	ko04970	Salivary secretion	0.318952639538462	0.471152834147602	0.318952639538462	0.814983032566459	144	0.318952639538462
cApUp	ko04012	ErbB signaling pathway	0.319493009444806	0.470047617794723	0.319493009444806	0.814983032566459	78	0.319493009444806
cApUp	ko05210	Colorectal cancer	0.324195425531544	0.456859509546213	0.324195425531544	0.814983032566459	82	0.324195425531544
cApUp	ko04977	Vitamin digestion and absorption	0.326253234404578	0.451130474245785	0.326253234404578	0.814983032566459	82	0.326253234404578
cApUp	ko00982	Drug metabolism - cytochrome P450	0.329641643453649	0.442417502474025	0.329641643453649	0.814983032566459	45	0.329641643453649
cApUp	ko00052	Galactose metabolism	0.331561396544292	0.437437002111516	0.331561396544292	0.814983032566459	40	0.331561396544292
cApUp	ko04728	Dopaminergic synapse	0.334476231464074	0.428146041481586	0.334476231464074	0.814983032566459	122	0.334476231464074
cApUp	ko04971	Gastric acid secretion	0.334889869174029	0.427162094953265	0.334889869174029	0.814983032566459	99	0.334889869174029
cApUp	ko05145	Toxoplasmosis	0.336011207845659	0.423826382003023	0.336011207845659	0.814983032566459	143	0.336011207845659
cApUp	ko04745	Phototransduction - fly	0.337041736232613	0.421444673060922	0.337041736232613	0.814983032566459	82	0.337041736232613
cApUp	ko04514	Cell adhesion molecules	0.338218101176222	0.417945024648578	0.338218101176222	0.814983032566459	105	0.338218101176222
cApUp	ko05226	Gastric cancer	0.339964350727723	0.412932837412246	0.339964350727723	0.814983032566459	173	0.339964350727723
cApUp	ko04145	Phagosome	0.356865221628192	0.36723345147745	0.356865221628192	0.849679099114742	137	0.356865221628192
cApUp	ko05214	Glioma	0.364073990791891	0.348360419103981	0.364073990791891	0.85685049720372	77	0.364073990791891
cApUp	ko04150	mTOR signaling pathway	0.367338456984132	0.339259949174964	0.367338456984132	0.85685049720372	137	0.367338456984132
cApUp	ko00270	Cysteine and methionine metabolism	0.367690503115176	0.338644926142201	0.367690503115176	0.85685049720372	83	0.367690503115176
cApUp	ko04137	Mitophagy - animal	0.369669785936462	0.333542908608027	0.369669785936462	0.85685049720372	59	0.369669785936462
cApUp	ko03450	Non-homologous end-joining	0.374926290255113	0.32264955720889	0.374926290255113	0.86331711571901	13	0.374926290255113
cApUp	ko00350	Tyrosine metabolism	0.382788665700761	0.29901088832363	0.382788665700761	0.87566034637429	51	0.382788665700761
cApUp	ko05225	Hepatocellular carcinoma	0.39110054248074	0.276699942718336	0.39110054248074	0.88582806148733	151	0.39110054248074
cApUp	ko00740	Riboflavin metabolism	0.398012541845903	0.260101311521766	0.398012541845903	0.88582806148733	24	0.398012541845903
cApUp	ko04540	Gap junction	0.399082723054377	0.25610875424847	0.399082723054377	0.88582806148733	91	0.399082723054377
cApUp	ko04720	Long-term potentiation	0.399702284779203	0.25462257353122	0.399702284779203	0.88582806148733	80	0.399702284779203
cApUp	ko05014	Amyotrophic lateral sclerosis	0.399888096328566	0.254274379028151	0.399888096328566	0.88582806148733	60	0.399888096328566
cApUp	ko04640	Hematopoietic cell lineage	0.416490320881658	0.211670037280268	0.416490320881658	0.909448841765775	36	0.416490320881658
cApUp	ko04918	Thyroid hormone synthesis	0.424488281848327	0.191032198266677	0.424488281848327	0.909448841765775	46	0.424488281848327
cApUp	ko01524	Platinum drug resistance	0.425544163618269	0.188010707553578	0.425544163618269	0.909448841765775	90	0.425544163618269
cApUp	ko04512	ECM-receptor interaction	0.426847152885485	0.184526657827954	0.426847152885485	0.909448841765775	206	0.426847152885485
cApUp	ko05205	Proteoglycans in cancer	0.430131429929519	0.176141129183612	0.430131429929519	0.909448841765775	245	0.430131429929519
cApUp	ko04611	Platelet activation	0.431484096498656	0.172821682270206	0.431484096498656	0.909448841765775	103	0.431484096498656
cApUp	ko00564	Glycerophospholipid metabolism	0.439260479458032	0.153030777639696	0.439260479458032	0.909448841765775	106	0.439260479458032
cApUp	ko00053	Ascorbate and aldarate metabolism	0.44375081725168	0.142358608401269	0.44375081725168	0.909448841765775	23	0.44375081725168
cApUp	ko03420	Nucleotide excision repair	0.444900331695332	0.138877293656679	0.444900331695332	0.909448841765775	58	0.444900331695332
cApUp	ko04390	Hippo signaling pathway	0.448086935826847	0.130625929243058	0.448086935826847	0.909448841765775	137	0.448086935826847
cApUp	ko04915	Estrogen signaling pathway	0.451776554593143	0.121310702807555	0.451776554593143	0.909448841765775	114	0.451776554593143
cApUp	ko04810	Regulation of actin cytoskeleton	0.452434570048171	0.119584874903591	0.452434570048171	0.909448841765775	218	0.452434570048171
cApUp	ko04614	Renin-angiotensin system	0.453279996074663	0.118007944819224	0.453279996074663	0.909448841765775	25	0.453279996074663
cApUp	ko04550	Signaling pathways regulating pluripotency of stem cells	0.455331200990821	0.11228830630784	0.455331200990821	0.909448841765775	181	0.455331200990821
cApUp	ko00471		0.455492398531897	0.113043299915937	0.455492398531897	0.909448841765775	13	0.455492398531897
cApUp	ko00531	Glycosaminoglycan degradation	0.455787078833165	0.111338696905292	0.455787078833165	0.909448841765775	55	0.455787078833165
cApUp	ko04922	Glucagon signaling pathway	0.458212648763258	0.105105354923426	0.458212648763258	0.909448841765775	95	0.458212648763258
cApUp	ko00360	Phenylalanine metabolism	0.460446016858635	0.099636769359116	0.460446016858635	0.909448841765775	40	0.460446016858635
cApUp	ko04650	Natural killer cell mediated cytotoxicity	0.460827770923324	0.0986778764910109	0.460827770923324	0.909448841765775	45	0.460827770923324
cApUp	ko03430	Mismatch repair	0.463245550960134	0.0925472321154495	0.463245550960134	0.909448841765775	44	0.463245550960134
cApUp	ko00565	Ether lipid metabolism	0.466738665333502	0.083716611051208	0.466738665333502	0.909448841765775	44	0.466738665333502
cApUp	ko04024	cAMP signaling pathway	0.467716547193827	0.0810418626157751	0.467716547193827	0.909448841765775	343	0.467716547193827
cApUp	ko05211	Renal cell carcinoma	0.477461746330917	0.056678182246718	0.477461746330917	0.912918062458344	48	0.477461746330917
cApUp	ko04670	Leukocyte transendothelial migration	0.4779237277343	0.0554804251752065	0.4779237277343	0.912918062458344	64	0.4779237277343
cApUp	ko04218	Cellular senescence	0.478561794272281	0.0538273564431656	0.478561794272281	0.912918062458344	119	0.478561794272281
cApUp	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.479934067120958	0.0505019198621743	0.479934067120958	0.912918062458344	40	0.479934067120958
cApUp	ko05215	Prostate cancer	0.49793291090202	0.00518842954104466	0.49793291090202	0.938988779224655	101	0.49793291090202
cApUp	ko05212	Pancreatic cancer	0.503619431397028	-0.00909723860253548	0.503619431397028	0.938988779224655	50	0.503619431397028
cApUp	ko03460	Fanconi anemia pathway	0.503878437992712	-0.00974071265065026	0.503878437992712	0.938988779224655	68	0.503878437992712
cApUp	ko04711	Circadian rhythm - fly	0.506086967707805	-0.0155120725777179	0.506086967707805	0.938988779224655	10	0.506086967707805
cApUp	ko04212	Longevity regulating pathway - worm	0.515715984132613	-0.0394718769292853	0.515715984132613	0.938988779224655	78	0.515715984132613
cApUp	ko00920	Sulfur metabolism	0.51578182797391	-0.0398893054571621	0.51578182797391	0.938988779224655	19	0.51578182797391
cApUp	ko04630	JAK-STAT signaling pathway	0.518912460008553	-0.0475639180003737	0.518912460008553	0.938988779224655	54	0.518912460008553
cApUp	ko05033	Nicotine addiction	0.520645366772289	-0.0519327167400678	0.520645366772289	0.938988779224655	42	0.520645366772289
cApUp	ko00940	Phenylpropanoid biosynthesis	0.52157087760573	-0.0547258284065493	0.52157087760573	0.938988779224655	15	0.52157087760573
cApUp	ko00040	Pentose and glucuronate interconversions	0.524008782120264	-0.0605538182443247	0.524008782120264	0.938988779224655	29	0.524008782120264
cApUp	ko00770	Pantothenate and CoA biosynthesis	0.52704215588098	-0.0681929035432219	0.52704215588098	0.938988779224655	29	0.52704215588098
cApUp	ko05146	Amoebiasis	0.52765329669166	-0.0694879659160234	0.52765329669166	0.938988779224655	78	0.52765329669166
cApUp	ko03020	RNA polymerase	0.528519265086758	-0.071763161250376	0.528519265086758	0.938988779224655	43	0.528519265086758
cApUp	ko03410	Base excision repair	0.531199366532805	-0.0784653015611757	0.531199366532805	0.938988779224655	61	0.531199366532805
cApUp	ko00062	Fatty acid elongation	0.544274511249755	-0.112101020360554	0.544274511249755	0.95712109572791	24	0.544274511249755
cApUp	ko04392	Hippo signaling pathway - multiple species	0.547394273000549	-0.119653354588997	0.547394273000549	0.95712109572791	28	0.547394273000549
cApUp	ko04068	FoxO signaling pathway	0.549660972118028	-0.125015555119257	0.549660972118028	0.95712109572791	86	0.549660972118028
cApUp	ko04371	Apelin signaling pathway	0.555996163616955	-0.141058975870207	0.555996163616955	0.958991321468397	92	0.555996163616955
cApUp	ko05110	Vibrio cholerae infection	0.55949786420588	-0.150132116735162	0.55949786420588	0.958991321468397	45	0.55949786420588
cApUp	ko04966	Collecting duct acid secretion	0.564149667635804	-0.162494442832223	0.564149667635804	0.958991321468397	26	0.564149667635804
cApUp	ko04978	Mineral absorption	0.564395535014298	-0.162930128063494	0.564395535014298	0.958991321468397	35	0.564395535014298
cApUp	ko02010	ABC transporters	0.567649941242634	-0.170644107771317	0.567649941242634	0.958991321468397	96	0.567649941242634
cApUp	ko00521	Streptomycin biosynthesis	0.568245563675512	-0.174354937118815	0.568245563675512	0.958991321468397	12	0.568245563675512
cApUp	ko04151	PI3K-Akt signaling pathway	0.570381630160733	-0.177412128354797	0.570381630160733	0.958991321468397	359	0.570381630160733
cApUp	ko04924	Renin secretion	0.574891123364024	-0.189184760411729	0.574891123364024	0.958991321468397	86	0.574891123364024
cApUp	ko04013	MAPK signaling pathway - fly	0.575677280008839	-0.190980791677746	0.575677280008839	0.958991321468397	186	0.575677280008839
cApUp	ko00511	Other glycan degradation	0.578134768085234	-0.197740834690126	0.578134768085234	0.958991321468397	46	0.578134768085234
cApUp	ko00340	Histidine metabolism	0.581252856417926	-0.205681375529042	0.581252856417926	0.959615564840915	47	0.581252856417926
cApUp	ko04726	Serotonergic synapse	0.590566049605725	-0.229211417211102	0.590566049605725	0.970124871913636	153	0.590566049605725
